seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
2,8,1479.0,-11.653063828428115,-10.36583062464938,Optimal (tolerance reached),32,1,1,12,1
2,8,2637.0,-11.653063828428115,-10.36583062464938,Optimal (tolerance reached),63,0,0,12,4
2,8,2787.0,-11.520600612684053,-10.36583062464938,Optimal (tolerance reached),90,1,0,13,2
2,8,2957.0,-11.520600612684053,-10.36583062464938,Optimal (tolerance reached),116,3,0,10,3
2,8,3107.0,-11.485183417456984,-10.36583062464938,Optimal (tolerance reached),141,3,0,17,1
2,8,3279.0,-11.485183417456984,-10.36583062464938,Optimal (tolerance reached),169,2,0,10,7
2,8,3453.0,-11.391173837712733,-10.36583062464938,Optimal (tolerance reached),196,2,0,16,3
2,8,3614.0,-11.391173837712733,-10.365832830288213,Optimal (tolerance reached),222,0,0,15,1
2,8,3777.0,-11.355725248442885,-10.365832830288213,Optimal (tolerance reached),247,1,0,23,6
2,8,3940.0,-11.355725248442885,-10.365832830288213,Optimal (tolerance reached),273,1,0,6,1
2,8,4088.0,-11.344384221221226,-10.365832830288213,Optimal (tolerance reached),295,1,0,19,2
2,8,4236.0,-11.344384221221226,-10.365832830288213,Optimal (tolerance reached),318,1,0,8,2
2,8,4411.0,-11.30800738178535,-10.365832830288213,Optimal (tolerance reached),346,1,0,18,7
2,8,4612.0,-11.30800738178535,-10.365832830288213,Optimal (tolerance reached),377,1,0,13,5
2,8,4801.0,-11.264269681500448,-10.365832830288213,Optimal (tolerance reached),408,2,0,12,2
2,8,4958.0,-11.264269681500448,-10.365832976140506,Optimal (tolerance reached),433,2,0,14,1
2,8,5142.0,-11.23013461819124,-10.365832976140506,Optimal (tolerance reached),463,2,0,9,4
2,8,5312.0,-11.23013461819124,-10.365832976140506,Optimal (tolerance reached),490,1,0,10,1
2,8,5460.0,-11.219110139301753,-10.365832976140506,Optimal (tolerance reached),513,3,0,9,5
2,8,5601.0,-11.219110139301753,-10.365832976140506,Optimal (tolerance reached),536,1,0,3,1
2,8,5778.0,-11.210287641148888,-10.365832976140506,Optimal (tolerance reached),563,3,0,16,5
