seed,dimension,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
1,50,42425,1.800057e6,361782577032,-0.004287450455630294,0.01470528280861213,21.0,3,5,1,0
1,50,42425,1.800057e6,361782577032,-0.004287450455630294,0.0010818252688446842,49.0,3,10,2,0
1,50,42425,1.800057e6,361782577032,-0.004287450455630294,0.0010818252688446842,77.0,5,15,1,0
1,50,42425,1.800057e6,361782577032,-0.004287450455630294,0.0010818252688446842,104.0,7,20,1,0
1,50,42425,1.800057e6,361782577032,-0.004287450455630294,0.0010818252688446842,132.0,9,25,1,0
1,50,42425,1.800057e6,361782577032,-0.004287450455630294,0.0010818252688446842,164.0,11,31,1,0
1,50,42425,1.800057e6,361782577032,-0.0036727399433369393,0.0010818252688446842,192.0,13,36,1,0
1,50,42425,1.800057e6,361782577032,-0.0036727399433369393,0.0010818252688446842,224.0,15,42,1,0
1,50,42425,1.800057e6,361782577032,-0.003614944866472536,0.0010818252688446842,253.0,17,47,1,0
1,50,42425,1.800057e6,361782577032,-0.003614944866472536,0.0010818252688446842,285.0,19,53,1,0
1,50,42425,1.800057e6,361782577032,-0.0027073223243490123,0.0010818252688446842,312.0,21,58,1,0
1,50,42425,1.800057e6,361782577032,-0.0027073223243490123,0.0010818252688446842,345.0,23,64,1,0
1,50,42425,1.800057e6,361782577032,-0.002502787645832236,0.0010818252688446842,378.0,25,70,1,0
1,50,42425,1.800057e6,361782577032,-0.002502787645832236,0.0010818252688446842,405.0,27,75,1,0
1,50,42425,1.800057e6,361782577032,-0.002502787645832236,0.0010818252688446842,432.0,29,80,1,0
1,50,42425,1.800057e6,361782577032,-0.002502787645832236,0.0010818252688446842,459.0,31,85,1,0
1,50,42425,1.800057e6,361782577032,-0.002469228595254817,0.0010818252688446842,486.0,33,90,1,0
1,50,42425,1.800057e6,361782577032,-0.002469228595254817,0.0010818252688446842,518.0,35,96,1,0
1,50,42425,1.800057e6,361782577032,-0.0014102833924951438,0.0010818252688446842,548.0,37,102,1,0
1,50,42425,1.800057e6,361782577032,-0.0014102833924951438,0.0010818252688446842,578.0,39,108,1,0
1,50,42425,1.800057e6,361782577032,-0.0014083572581902555,0.0010818252688446842,608.0,41,114,1,0
1,50,42425,1.800057e6,361782577032,-0.0014083572581902555,0.0010818252688446842,638.0,43,120,1,0
1,50,42425,1.800057e6,361782577032,-0.0013929283001749449,0.0010818252688446842,663.0,45,125,1,0
1,50,42425,1.800057e6,361782577032,-0.0013929283001749449,0.0010818252688446842,698.0,47,132,1,0
1,50,42425,1.800057e6,361782577032,-0.0013032127655091584,0.0010818252688446842,730.0,49,138,1,0
1,50,42425,1.800057e6,361782577032,-0.0013032127655091584,0.0010818252688446842,760.0,51,144,1,0
1,50,42425,1.800057e6,361782577032,-0.001272342969950224,0.0010818252688446842,791.0,53,150,1,0
1,50,42425,1.800057e6,361782577032,-0.001272342969950224,0.0010818252688446842,824.0,55,156,1,0
1,50,42425,1.800057e6,361782577032,-0.0011845176450782367,0.0010818252688446842,855.0,57,162,1,0
1,50,42425,1.800057e6,361782577032,-0.0011845176450782367,0.0010818252688446842,886.0,59,168,1,0
1,50,42425,1.800057e6,361782577032,-0.0009048393061838068,0.0010818252688446842,916.0,61,174,1,0
1,50,42425,1.800057e6,361782577032,-0.0009048393061838068,0.0010818252688446842,946.0,63,180,1,0
1,50,42425,1.800057e6,361782577032,-0.0006184778338298429,0.0010818252688446842,976.0,65,186,1,0
1,50,42425,1.800057e6,361782577032,-0.0006184778338298429,0.0010818252688446842,1006.0,67,192,1,0
1,50,42425,1.800057e6,361782577032,-0.0006184778338298429,0.0010818252688446842,1037.0,69,198,1,0
1,50,42425,1.800057e6,361782577032,-0.0006184778338298429,0.0010818252688446842,1067.0,71,204,1,0
