seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,18,1,90,18.0,1,94.0,0.5840216434865376,0.6931471805599453,Time limit reached,31,2
1,18,1,90,18.0,1,182.0,0.5840216434865376,0.6931471805599453,Time limit reached,57,3
1,18,1,90,18.0,1,310.0,0.5871952167818697,0.6931471805599453,Time limit reached,95,4
1,18,1,90,18.0,1,501.0,0.5871952167818697,0.6931471805599453,Time limit reached,151,5
1,18,1,90,18.0,1,656.0,0.5898055823861452,0.6931471805599453,Time limit reached,191,6
1,18,1,90,18.0,1,815.0,0.5898055823861452,0.6931471805599453,Time limit reached,242,7
1,18,1,90,18.0,1,946.0,0.5898055823861452,0.6931471805599453,Time limit reached,283,8
1,18,1,90,18.0,1,1144.0,0.5898055823861452,0.6931471805599453,Time limit reached,341,9
1,18,1,90,18.0,1,1296.0,0.5906696525283998,0.6931471805599453,Time limit reached,384,10
1,18,1,90,18.0,1,1524.0,0.5906696525283998,0.6931471805599453,Time limit reached,446,11
1,18,1,90,18.0,1,1687.0,0.5915559827094693,0.6931471805599453,Time limit reached,497,12
1,18,1,90,18.0,1,1920.0,0.5915559827094693,0.6931471805599453,Time limit reached,565,13
1,18,1,90,18.0,1,2108.0,0.5916104904640648,0.6931471805599453,Time limit reached,617,14
1,18,1,90,18.0,1,2232.0,0.5916104904640648,0.6931471805599453,Time limit reached,648,15
1,18,1,90,18.0,1,2393.0,0.5917042647158466,0.6931471805599453,Time limit reached,700,16
1,18,1,90,18.0,1,2551.0,0.5917042647158466,0.6931471805599453,Time limit reached,751,17
1,18,1,90,18.0,1,2729.0,0.5919764050678911,0.6931471805599453,Time limit reached,806,18
1,18,1,90,18.0,1,2989.0,0.5919764050678911,0.6931471805599453,Time limit reached,880,19
1,18,1,90,18.0,1,3219.0,0.5919764050678911,0.6931471805599453,Time limit reached,938,20
1,18,1,90,18.0,1,3463.0,0.5919764050678911,0.6931471805599453,Time limit reached,1010,21
1,18,1,90,18.0,1,3697.0,0.592362879319516,0.6931471805599453,Time limit reached,1071,22
1,18,1,90,18.0,1,3882.0,0.592362879319516,0.6931471805599453,Time limit reached,1120,23
1,18,1,90,18.0,1,4048.0,0.592362879319516,0.6931471805599453,Time limit reached,1174,24
1,18,1,90,18.0,1,4193.0,0.592362879319516,0.6931471805599453,Time limit reached,1221,25
1,18,1,90,18.0,1,4373.0,0.592362879319516,0.6931471805599453,Time limit reached,1276,26
1,18,1,90,18.0,1,4557.0,0.592362879319516,0.6931471805599453,Time limit reached,1331,27
1,18,1,90,18.0,1,4751.0,0.5924697005120063,0.6931471805599453,Time limit reached,1383,28
1,18,1,90,18.0,1,4941.0,0.5924697005120063,0.6931471805599453,Time limit reached,1443,29
1,18,1,90,18.0,1,5137.0,0.5925239448719276,0.6931471805599453,Time limit reached,1504,30
1,18,1,90,18.0,1,5419.0,0.5925239448719276,0.6931471805599453,Time limit reached,1581,31
1,18,1,90,18.0,1,5696.0,0.5926792542236283,0.6931471805599453,Time limit reached,1649,32
1,18,1,90,18.0,1,6006.0,0.5926792542236283,0.6931471805599453,Time limit reached,1734,33
1,18,1,90,18.0,1,6336.0,0.5929108411948312,0.6931471805599453,Time limit reached,1811,34
1,18,1,90,18.0,1,6675.0,0.5929108411948312,0.6931471805599453,Time limit reached,1902,35
1,18,1,90,18.0,1,7031.0,0.5930969799126756,0.6931471805599453,Time limit reached,1983,36
1,18,1,90,18.0,1,7192.0,0.5930969799126756,0.6931471805599453,Time limit reached,2034,37
1,18,1,90,18.0,1,7370.0,0.5931033645034954,0.6931471805599453,Time limit reached,2088,38
1,18,1,90,18.0,1,7550.0,0.5931033645034954,0.6931471805599453,Time limit reached,2142,39
1,18,1,90,18.0,1,7770.0,0.5931490809798595,0.6931471805599453,Time limit reached,2201,40
1,18,1,90,18.0,1,7949.0,0.5931490809798595,0.6931471805599453,Time limit reached,2259,41
1,18,1,90,18.0,1,8144.0,0.5931490809798595,0.6931471805599453,Time limit reached,2320,42
1,18,1,90,18.0,1,8359.0,0.5931490809798595,0.6931471805599453,Time limit reached,2382,43
1,18,1,90,18.0,1,8576.0,0.5931627589285295,0.6931471805599453,Time limit reached,2439,44
1,18,1,90,18.0,1,8973.0,0.5931627589285295,0.6931471805599453,Time limit reached,2542,45
1,18,1,90,18.0,1,9404.0,0.5933553659487016,0.6931471805599453,Time limit reached,2636,46
1,18,1,90,18.0,1,9893.0,0.5933553659487016,0.6931471805599453,Time limit reached,2746,47
1,18,1,90,18.0,1,10418.0,0.5933586680396437,0.6931471805599453,Time limit reached,2845,48
1,18,1,90,18.0,1,10608.0,0.5933586680396437,0.6931471805599453,Time limit reached,2906,49
1,18,1,90,18.0,1,10806.0,0.5934661174041093,0.6931471805599453,Time limit reached,2965,50
1,18,1,90,18.0,1,11012.0,0.5934661174041093,0.6931471805599453,Time limit reached,3025,51
1,18,1,90,18.0,1,11240.0,0.5934714901183875,0.6931471805599453,Time limit reached,3087,52
1,18,1,90,18.0,1,11776.0,0.5934714901183875,0.6931471805599453,Time limit reached,3201,53
1,18,1,90,18.0,1,12464.0,0.5935498222591152,0.6931471805599453,Time limit reached,3318,54
1,18,1,90,18.0,1,13174.0,0.5935498222591152,0.6931471805599453,Time limit reached,3449,55
1,18,1,90,18.0,1,14172.0,0.5935848126180711,0.6931471805599453,Time limit reached,3584,56
