seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size,node_level
28,20,Inf,0.8,43,9640.0,1670368176,216.27439082516196,257.0119438757349,478.0,3,24,7,1,1
28,20,Inf,0.8,43,9640.0,1670368176,216.27439082516196,257.0119438757349,791.0,5,38,5,1,2
28,20,Inf,0.8,43,9640.0,1670368176,216.28164425829758,257.0119438757349,1032.0,5,53,4,6,2
28,20,Inf,0.8,43,9640.0,1670368176,216.28164425829758,257.0119438757349,1292.0,7,66,6,2,3
28,20,Inf,0.8,43,9640.0,1670368176,216.90806386693765,257.0119438757349,1390.0,7,73,7,0,3
28,20,Inf,0.8,43,9640.0,1670368176,216.90806386693765,257.0119438757349,1596.0,9,82,2,0,4
28,20,Inf,0.8,43,9640.0,1670368176,216.9934457885638,257.0119438757349,1809.0,9,96,4,3,4
28,20,Inf,0.8,43,9640.0,1670368176,216.9934457885638,257.0119438757349,2407.0,11,125,8,2,5
28,20,Inf,0.8,43,9640.0,1670368176,221.01049068546683,257.0119438757349,2720.0,13,141,4,1,5
28,20,Inf,0.8,43,9640.0,1670368176,221.01049068546683,257.0119438757349,3793.0,15,169,13,2,6
28,20,Inf,0.8,43,9640.0,1670368176,230.55034376568395,257.0119438757349,4002.0,17,179,1,0,6
28,20,Inf,0.8,43,9640.0,1670368176,230.55034376568395,257.0119438757349,4270.0,19,197,2,2,7
28,20,Inf,0.8,43,9640.0,1670368176,237.09758401562146,257.0119438757349,4363.0,21,203,1,2,7
28,20,Inf,0.8,43,9640.0,1670368176,237.09758401562146,257.0119438757349,4912.0,23,214,9,3,7
28,20,Inf,0.8,43,9640.0,1670368176,237.20312904768022,257.0119438757349,5065.0,23,225,3,4,7
28,20,Inf,0.8,43,9640.0,1670368176,237.20312904768022,257.0119438757349,5625.0,25,237,1,0,8
28,20,Inf,0.8,43,9640.0,1670368176,239.52263063196636,257.0119438757349,5745.0,25,245,5,4,8
28,20,Inf,0.8,43,9640.0,1670368176,239.52263063196636,257.0119438757349,6052.0,25,265,6,5,9
28,20,Inf,0.8,43,9640.0,1670368176,242.5843303568094,257.0119438757349,6262.0,27,276,2,2,9
28,20,Inf,0.8,43,9640.0,1670368176,242.5843303568094,257.0119438757349,6564.0,29,294,1,1,8
28,20,Inf,0.8,43,9640.0,1670368176,245.5518157244984,257.0119438757349,6600.0,29,297,1,0,8
28,20,Inf,0.8,43,9640.0,1670368176,245.5518157244984,257.0119438757349,6728.0,29,306,5,3,10
28,20,Inf,0.8,43,9640.0,1670368176,249.8035309423128,257.0119438757349,7047.0,31,320,3,2,10
28,20,Inf,0.8,43,9640.0,1670368176,249.8035309423128,257.0119438757349,7103.0,31,324,3,2,8
28,20,Inf,0.8,43,9640.0,1670368176,250.73597865485064,257.0119438757349,7429.0,33,343,1,0,8
28,20,Inf,0.8,43,9640.0,1670368176,250.73597865485064,257.0119438757349,7711.0,35,360,1,1,11
28,20,Inf,0.8,43,9640.0,1670368176,252.83184361816103,257.0119438757349,7770.0,35,365,2,3,11
28,20,Inf,0.8,43,9640.0,1670368176,252.83184361816103,257.0119438757349,8041.0,37,376,8,2,6
28,20,Inf,0.8,43,9640.0,1670368176,252.8650944216705,257.0119438757349,8185.0,37,386,4,5,6
28,20,Inf,0.8,43,9640.0,1670368176,252.8650944216705,257.0119438757349,8414.0,39,396,6,3,7
28,20,Inf,0.8,43,9640.0,1670368176,252.86944523623873,257.0119438757349,8561.0,39,406,4,2,7
28,20,Inf,0.8,43,9640.0,1670368176,252.86944523623873,257.0119438757349,8855.0,41,419,3,2,8
28,20,Inf,0.8,43,9640.0,1670368176,253.89592142137494,257.0119438757349,8936.0,41,425,3,1,8
28,20,Inf,0.8,43,9640.0,1670368176,253.89592142137494,257.0119438757349,9125.0,43,440,1,0,9
28,20,Inf,0.8,43,9640.0,1670368176,254.06841590540014,257.0119438757349,9164.0,43,443,1,3,9
28,20,Inf,0.8,43,9640.0,1670368176,254.06841590540014,257.0119438757349,9400.0,43,460,3,4,9
28,20,Inf,0.8,43,9640.0,1670368176,254.29201570972816,257.0119438757349,9426.0,43,462,2,5,9
28,20,Inf,0.8,43,9640.0,1670368176,254.29201570972816,257.0119438757349,9615.0,43,476,5,4,12
28,20,Inf,0.8,43,9640.0,1670368176,254.56353884541403,257.0119438757349,9640.0,43,478,2,4,12
