seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
1,6,164.0,-7.910249972604843,-6.609683018010484,Optimal (tolerance reached),30,2,2,5,0
1,6,307.0,-7.910249972604843,-6.609683018010484,Optimal (tolerance reached),54,2,2,4,0
1,6,449.0,-7.77698988159524,-6.609683018010484,Optimal (tolerance reached),77,2,0,13,2
1,6,584.0,-7.77698988159524,-6.609683018010484,Optimal (tolerance reached),98,3,0,9,3
1,6,727.0,-7.771200559362264,-6.6096832203637526,Optimal (tolerance reached),118,1,0,6,1
1,6,868.0,-7.771200559362264,-6.6096832203637526,Optimal (tolerance reached),142,3,0,5,0
1,6,1012.0,-7.649394740925536,-6.6096832203637526,Optimal (tolerance reached),165,2,0,13,3
1,6,1172.0,-7.649394740925536,-6.6096832203637526,Optimal (tolerance reached),191,2,0,11,1
1,6,1327.0,-7.6412830010951485,-6.6096832203637526,Optimal (tolerance reached),213,2,0,11,5
1,6,1460.0,-7.6412830010951485,-6.6096832203637526,Optimal (tolerance reached),233,1,0,11,3
1,6,1599.0,-7.634143134544924,-6.6096832203637526,Optimal (tolerance reached),255,1,0,9,4
1,6,1728.0,-7.634143134544924,-6.6096832203637526,Optimal (tolerance reached),276,0,0,12,2
1,6,1865.0,-7.625562656760314,-6.6096832203637526,Optimal (tolerance reached),298,0,0,9,2
1,6,2020.0,-7.625562656760314,-6.6096832203637526,Optimal (tolerance reached),322,0,0,15,0
1,6,2171.0,-7.529285996428175,-6.6096832203637526,Optimal (tolerance reached),346,0,0,8,6
1,6,2307.0,-7.529285996428175,-6.6096832203637526,Optimal (tolerance reached),368,2,0,14,1
1,6,2424.0,-7.522514940958973,-6.6096832203637526,Optimal (tolerance reached),387,0,0,13,4
1,6,2576.0,-7.522514940958973,-6.6096832203637526,Optimal (tolerance reached),409,2,0,10,2
1,6,2713.0,-7.515708504563268,-6.6096832203637526,Optimal (tolerance reached),431,0,0,15,3
1,6,2872.0,-7.515708504563268,-6.6096832203637526,Optimal (tolerance reached),457,2,0,14,2
1,6,3006.0,-7.505896840236228,-6.6096832203637526,Optimal (tolerance reached),479,0,0,4,2
1,6,3136.0,-7.505896840236228,-6.6096832203637526,Optimal (tolerance reached),500,2,0,9,2
1,6,3274.0,-7.499743612901913,-6.6096832203637526,Optimal (tolerance reached),523,0,0,6,1
1,6,3386.0,-7.499743612901913,-6.6096832203637526,Optimal (tolerance reached),541,2,0,13,2
1,6,3511.0,-7.489297017088919,-6.6096832203637526,Optimal (tolerance reached),561,1,0,12,2
1,6,3658.0,-7.489297017088919,-6.6096832203637526,Optimal (tolerance reached),585,3,0,13,2
1,6,3778.0,-7.4829765003512305,-6.6096832203637526,Optimal (tolerance reached),604,2,0,12,3
1,6,3929.0,-7.4829765003512305,-6.6096832203637526,Optimal (tolerance reached),628,3,0,13,0
1,6,4042.0,-7.474567259239258,-6.6096832203637526,Optimal (tolerance reached),646,2,0,12,2
1,6,4179.0,-7.474567259239258,-6.6096832203637526,Optimal (tolerance reached),669,3,0,16,4
1,6,4309.0,-7.4138036157139116,-6.6096832203637526,Optimal (tolerance reached),690,2,0,12,3
1,6,4470.0,-7.4138036157139116,-6.6096832203637526,Optimal (tolerance reached),715,4,0,9,1
1,6,4611.0,-7.4037402203083875,-6.6096832203637526,Optimal (tolerance reached),739,6,0,8,0
1,6,4728.0,-7.4037402203083875,-6.6096832203637526,Optimal (tolerance reached),758,4,0,11,3
1,6,4884.0,-7.398127028855033,-6.6096832203637526,Optimal (tolerance reached),785,6,0,7,0
1,6,5031.0,-7.398127028855033,-6.6096832203637526,Optimal (tolerance reached),810,4,0,10,1
1,6,5182.0,-7.389905654528842,-6.6096832203637526,Optimal (tolerance reached),833,6,0,8,2
1,6,5336.0,-7.389905654528842,-6.6096832203637526,Optimal (tolerance reached),859,5,0,2,0
1,6,5493.0,-7.3813361638562585,-6.6096832203637526,Optimal (tolerance reached),886,6,0,8,1
1,6,5610.0,-7.3813361638562585,-6.6096832203637526,Optimal (tolerance reached),905,4,0,11,1
1,6,5776.0,-7.375358401147374,-6.6096832203637526,Optimal (tolerance reached),930,5,0,10,0
1,6,5909.0,-7.375358401147374,-6.6096832203637526,Optimal (tolerance reached),951,3,0,12,0
1,6,6046.0,-7.3731785168228345,-6.6096832203637526,Optimal (tolerance reached),974,4,0,6,2
1,6,6160.0,-7.3731785168228345,-6.6096832203637526,Optimal (tolerance reached),993,3,0,7,2
1,6,6298.0,-7.366409765252902,-6.6096832203637526,Optimal (tolerance reached),1016,4,0,10,0
1,6,6428.0,-7.366409765252902,-6.6096832203637526,Optimal (tolerance reached),1036,4,0,9,1
1,6,6565.0,-7.365705216759629,-6.6096832203637526,Optimal (tolerance reached),1058,4,0,9,2
1,6,6699.0,-7.365705216759629,-6.6096832203637526,Optimal (tolerance reached),1080,4,0,11,0
1,6,6833.0,-7.359410173619561,-6.6096832203637526,Optimal (tolerance reached),1102,4,0,8,2
1,6,6975.0,-7.359410173619561,-6.6096832203637526,Optimal (tolerance reached),1124,4,0,13,2
1,6,7115.0,-7.357242422563163,-6.6096832203637526,Optimal (tolerance reached),1147,4,0,4,3
1,6,7263.0,-7.357242422563163,-6.6096832203637526,Optimal (tolerance reached),1171,4,0,10,2
1,6,7415.0,-7.35219441986299,-6.6096832203637526,Optimal (tolerance reached),1196,4,0,15,1
1,6,7551.0,-7.35219441986299,-6.6096832203637526,Optimal (tolerance reached),1218,4,0,6,2
