seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,openNodes
2,17,1,85,17.0,1,115.0,0.5711079696783297,0.6931471805599453,Time limit reached,32,2
2,17,1,85,17.0,1,211.0,0.5711079696783297,0.6931471805599453,Time limit reached,63,3
2,17,1,85,17.0,1,340.0,0.5732878170667186,0.6931471805599453,Time limit reached,106,4
2,17,1,85,17.0,1,484.0,0.5732878170667186,0.6931471805599453,Time limit reached,151,5
2,17,1,85,17.0,1,645.0,0.576218172071618,0.6931471805599453,Time limit reached,199,6
2,17,1,85,17.0,1,808.0,0.576218172071618,0.6931471805599453,Time limit reached,247,7
2,17,1,85,17.0,1,963.0,0.5763738580198975,0.6931471805599453,Time limit reached,298,8
2,17,1,85,17.0,1,1136.0,0.5763738580198975,0.6931471805599453,Time limit reached,349,9
2,17,1,85,17.0,1,1322.0,0.5776832140036887,0.6931471805599453,Time limit reached,403,10
2,17,1,85,17.0,1,1488.0,0.5776832140036887,0.6931471805599453,Time limit reached,457,11
2,17,1,85,17.0,1,1662.0,0.5778724096864422,0.6931471805599453,Time limit reached,510,12
2,17,1,85,17.0,1,1845.0,0.5778724096864422,0.6931471805599453,Time limit reached,563,13
2,17,1,85,17.0,1,2026.0,0.5778724096864422,0.6931471805599453,Time limit reached,621,14
2,17,1,85,17.0,1,2236.0,0.5778724096864422,0.6931471805599453,Time limit reached,683,15
2,17,1,85,17.0,1,2460.0,0.578421660999999,0.6931471805599453,Time limit reached,748,16
2,17,1,85,17.0,1,2606.0,0.578421660999999,0.6931471805599453,Time limit reached,795,17
2,17,1,85,17.0,1,2780.0,0.57851499788027,0.6931471805599453,Time limit reached,847,18
2,17,1,85,17.0,1,2978.0,0.57851499788027,0.6931471805599453,Time limit reached,905,19
2,17,1,85,17.0,1,3143.0,0.5786882870338762,0.6931471805599453,Time limit reached,959,20
2,17,1,85,17.0,1,3408.0,0.5786882870338762,0.6931471805599453,Time limit reached,1028,21
2,17,1,85,17.0,1,3628.0,0.5787152152049236,0.6931471805599453,Time limit reached,1097,22
2,17,1,85,17.0,1,3831.0,0.5787152152049236,0.6931471805599453,Time limit reached,1156,23
2,17,1,85,17.0,1,4044.0,0.5787152152049236,0.6931471805599453,Time limit reached,1218,24
2,17,1,85,17.0,1,4256.0,0.5787152152049236,0.6931471805599453,Time limit reached,1282,25
2,17,1,85,17.0,1,4487.0,0.5790768955444816,0.6931471805599453,Time limit reached,1347,26
