seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
30,40,Inf,0.85,101,3995.0,988399152,582.3966455558743,607.8004053919414,133.0,3,36,12,3
30,40,Inf,0.85,101,3995.0,988399152,582.3966455558743,607.8004053919414,235.0,5,51,8,4
30,40,Inf,0.85,101,3995.0,988399152,582.913690284253,607.8004053919414,323.0,7,79,9,1
30,40,Inf,0.85,101,3995.0,988399152,582.913690284253,607.8004053919414,484.0,9,108,15,5
30,40,Inf,0.85,101,3995.0,988399152,588.3167346501743,607.8004053919414,557.0,11,128,8,0
30,40,Inf,0.85,101,3995.0,988399152,588.3167346501743,607.8004053919414,647.0,13,150,11,2
30,40,Inf,0.85,101,3995.0,988399152,588.3949917298262,607.8004053919414,731.0,15,171,7,1
30,40,Inf,0.85,101,3995.0,988399152,588.3949917298262,607.8004053919414,879.0,17,191,2,8
30,40,Inf,0.85,101,3995.0,988399152,593.662740210664,607.8004053919414,990.0,19,218,15,0
30,40,Inf,0.85,101,3995.0,988399152,593.662740210664,607.8004053919414,1085.0,21,247,12,8
30,40,Inf,0.85,101,3995.0,988399152,593.6942898214318,607.8004053919414,1140.0,23,260,10,6
30,40,Inf,0.85,101,3995.0,988399152,593.6942898214318,607.8004053919414,1219.0,25,274,4,2
30,40,Inf,0.85,101,3995.0,988399152,593.7710633712624,607.8004053919414,1237.0,25,283,6,0
30,40,Inf,0.85,101,3995.0,988399152,593.7710633712624,607.8004053919414,1337.0,27,303,8,4
30,40,Inf,0.85,101,3995.0,988399152,593.7814075411543,607.8004053919414,1455.0,29,328,3,0
30,40,Inf,0.85,101,3995.0,988399152,593.7814075411543,607.8004053919414,1538.0,31,350,10,1
30,40,Inf,0.85,101,3995.0,988399152,594.1679334316801,607.8004053919414,1602.0,33,367,7,2
30,40,Inf,0.85,101,3995.0,988399152,594.1679334316801,607.8004053919414,1692.0,35,381,6,4
30,40,Inf,0.85,101,3995.0,988399152,594.1754128135835,607.8004053919414,1783.0,37,403,7,3
30,40,Inf,0.85,101,3995.0,988399152,594.1754128135835,607.8004053919414,1791.0,39,406,4,5
30,40,Inf,0.85,101,3995.0,988399152,594.1754128135835,607.8004053919414,1883.0,41,425,9,0
30,40,Inf,0.85,101,3995.0,988399152,594.1754128135835,607.8004053919414,1910.0,41,435,10,6
30,40,Inf,0.85,101,3995.0,988399152,594.4464250369064,607.8004053919414,1924.0,41,442,6,0
30,40,Inf,0.85,101,3995.0,988399152,594.4464250369064,607.8004053919414,1965.0,43,455,2,1
30,40,Inf,0.85,101,3995.0,988399152,594.6178869462481,607.8004053919414,2047.0,45,473,4,2
30,40,Inf,0.85,101,3995.0,988399152,594.6178869462481,607.8004053919414,2076.0,45,485,12,3
30,40,Inf,0.85,101,3995.0,988399152,595.0372347959525,607.8004053919414,2151.0,47,505,6,0
30,40,Inf,0.85,101,3995.0,988399152,595.0372347959525,607.8004053919414,2260.0,49,531,6,2
30,40,Inf,0.85,101,3995.0,988399152,596.8220233929648,607.8004053919414,2314.0,51,547,6,5
30,40,Inf,0.85,101,3995.0,988399152,596.8220233929648,607.8004053919414,2395.0,53,571,4,1
30,40,Inf,0.85,101,3995.0,988399152,596.9604816574628,607.8004053919414,2479.0,55,592,3,1
30,40,Inf,0.85,101,3995.0,988399152,596.9604816574628,607.8004053919414,2532.0,57,607,5,0
30,40,Inf,0.85,101,3995.0,988399152,597.351076580498,607.8004053919414,2546.0,57,614,7,1
30,40,Inf,0.85,101,3995.0,988399152,597.351076580498,607.8004053919414,2564.0,57,623,6,1
30,40,Inf,0.85,101,3995.0,988399152,597.5835495179389,607.8004053919414,2600.0,59,637,1,3
30,40,Inf,0.85,101,3995.0,988399152,597.5835495179389,607.8004053919414,2621.0,59,647,9,1
30,40,Inf,0.85,101,3995.0,988399152,597.9513915577269,607.8004053919414,2668.0,61,661,2,0
30,40,Inf,0.85,101,3995.0,988399152,597.9513915577269,607.8004053919414,2725.0,63,681,6,2
30,40,Inf,0.85,101,3995.0,988399152,598.3141781848867,607.8004053919414,2765.0,65,696,2,1
30,40,Inf,0.85,101,3995.0,988399152,598.3141781848867,607.8004053919414,2845.0,67,719,7,0
30,40,Inf,0.85,101,3995.0,988399152,598.4480813182938,607.8004053919414,2923.0,69,726,5,7
30,40,Inf,0.85,101,3995.0,988399152,598.4480813182938,607.8004053919414,2978.0,71,742,9,0
30,40,Inf,0.85,101,3995.0,988399152,598.459261348263,607.8004053919414,2989.0,71,747,5,1
30,40,Inf,0.85,101,3995.0,988399152,598.459261348263,607.8004053919414,3024.0,73,761,6,4
30,40,Inf,0.85,101,3995.0,988399152,598.9972119123521,607.8004053919414,3066.0,75,778,5,2
30,40,Inf,0.85,101,3995.0,988399152,598.9972119123521,607.8004053919414,3126.0,77,798,7,3
30,40,Inf,0.85,101,3995.0,988399152,599.5088333036522,607.8004053919414,3203.0,79,820,8,4
30,40,Inf,0.85,101,3995.0,988399152,599.5088333036522,607.8004053919414,3313.0,81,842,7,5
30,40,Inf,0.85,101,3995.0,988399152,599.9713738739259,607.8004053919414,3364.0,83,859,6,5
30,40,Inf,0.85,101,3995.0,988399152,599.9713738739259,607.8004053919414,3446.0,85,883,9,5
30,40,Inf,0.85,101,3995.0,988399152,600.3711826230304,607.8004053919414,3486.0,87,898,6,2
30,40,Inf,0.85,101,3995.0,988399152,600.3711826230304,607.8004053919414,3590.0,89,923,12,1
30,40,Inf,0.85,101,3995.0,988399152,600.4136343410885,607.8004053919414,3649.0,91,942,6,5
30,40,Inf,0.85,101,3995.0,988399152,600.4136343410885,607.8004053919414,3663.0,91,949,7,2
30,40,Inf,0.85,101,3995.0,988399152,600.7063463375274,607.8004053919414,3708.0,93,962,5,2
30,40,Inf,0.85,101,3995.0,988399152,600.7063463375274,607.8004053919414,3759.0,95,977,6,4
30,40,Inf,0.85,101,3995.0,988399152,601.0013159573573,607.8004053919414,3768.0,95,981,3,3
30,40,Inf,0.85,101,3995.0,988399152,601.0013159573573,607.8004053919414,3835.0,97,997,8,1
30,40,Inf,0.85,101,3995.0,988399152,601.2994277715605,607.8004053919414,3848.0,97,1003,4,3
30,40,Inf,0.85,101,3995.0,988399152,601.2994277715605,607.8004053919414,3888.0,99,1015,5,2
30,40,Inf,0.85,101,3995.0,988399152,601.7083751295286,607.8004053919414,3901.0,99,1022,5,1
30,40,Inf,0.85,101,3995.0,988399152,601.7083751295286,607.8004053919414,3923.0,99,1033,7,3
30,40,Inf,0.85,101,3995.0,988399152,601.92217477625,607.8004053919414,3995.0,101,1052,7,3
