seed,dimension,time,num_nodes,solution,termination
1,20,0.0,77,-2.7886808010956603,Optimal
2,20,0.0,33,-2.802333672624816,Optimal
3,20,0.0,101,-1.0930085078854548,Optimal
4,20,0.0,49,-0.9606330683055678,Optimal
5,20,0.0,71,-0.6133478714558604,Optimal
6,20,0.0,39,0.16297346246823602,Optimal
7,20,0.0,33,-1.8095859945333705,Optimal
8,20,0.0,41,-4.583566405742001,Optimal
9,20,0.0,31,-0.12499673781731563,Optimal
10,20,0.0,35,-0.0654689241188135,Optimal
1,25,0.0,37,-0.05675472196237932,Optimal
2,25,0.0,35,-0.05242254708296364,Optimal
3,25,0.0,43,-0.3257666980146758,Optimal
4,25,0.0,47,-0.03783485352467451,Optimal
5,25,0.0,343,-8.81157868168202,Optimal
6,25,0.0,81,-3.594603577622084,Optimal
7,25,0.0,71,-8.962461600399386,Optimal
8,25,0.0,37,-0.8643550364001742,Optimal
9,25,0.0,99,-6.706878087227284,Optimal
10,25,0.0,45,-5.913371130655527,Optimal
1,30,0.0,61,-0.20202034192664428,Optimal
2,30,0.0,55,-0.40740965338034163,Optimal
3,30,0.0,55,-0.33476946163721,Optimal
4,30,0.0,91,-12.165865185735562,Optimal
5,30,0.0,67,-0.22151767232669162,Optimal
6,30,0.0,91,-0.6400503888295891,Optimal
7,30,0.0,59,-0.03311456889608641,Optimal
8,30,0.0,53,-0.05118132463921282,Optimal
9,30,0.0,55,0.14911539537777418,Optimal
10,30,0.0,353,-9.912321747258105,Optimal
1,35,0.0,51,-0.12485151335468178,Optimal
2,35,0.0,77,-18.50951316505786,Optimal
3,35,0.0,55,-0.3413141490849307,Optimal
4,35,0.0,57,-0.2162339253066785,Optimal
5,35,0.0,241,-1.4762816788776154,Optimal
6,35,0.0,105,-1.4181436549232438,Optimal
7,35,0.0,65,0.2729285723231617,Optimal
8,35,0.0,63,-0.22847673313014752,Optimal
9,35,0.0,47,-0.6529581686676833,Optimal
10,35,0.0,71,-0.34025733507028544,Optimal
1,40,0.0,79,-0.27787309218390155,Optimal
2,40,0.0,101,-13.67099949730039,Optimal
3,40,0.0,95,-0.3340617137709295,Optimal
4,40,0.0,83,-0.8097967279964776,Optimal
5,40,0.0,63,-0.39565768408231833,Optimal
6,40,0.0,365,-11.590738498571994,Optimal
7,40,0.0,71,-0.1083725258699523,Optimal
8,40,0.0,79,-0.08245600409515319,Optimal
9,40,0.0,63,-0.1979864540563619,Optimal
10,40,0.0,527,-1.917712715272158,Optimal
1,45,0.0,77,-0.28495673215861284,Optimal
2,45,0.0,739,-4.8678347202257335,Optimal
3,45,0.0,83,0.6020908450729358,Optimal
4,45,0.0,79,-0.26184990669286556,Optimal
5,45,0.0,137,-0.20318953139537563,Optimal
6,45,0.0,79,-0.33059775702235,Optimal
7,45,0.0,197,-0.7504783365075691,Optimal
8,45,0.0,189,-0.9219770634857034,Optimal
9,45,0.0,79,-0.367553905647641,Optimal
10,45,0.0,115,-0.34880701907963957,Optimal
1,50,0.0,79,-0.19485730282634486,Optimal
2,50,0.0,97,-0.00575533147230875,Optimal
3,50,0.0,85,-0.3203631980906434,Optimal
4,50,0.0,85,-0.12503674044827104,Optimal
5,50,0.0,103,-0.5112772853364564,Optimal
6,50,0.0,95,0.07048849741908429,Optimal
7,50,0.0,93,-0.06416485048022864,Optimal
8,50,0.0,79,-0.36314447296617647,Optimal
9,50,0.0,87,-0.24165131400010617,Optimal
10,50,0.0,3713,-4.515249527321791,Optimal
1,55,0.0,83,-0.34034171716868095,Optimal
2,55,0.0,87,-0.1708365368175227,Optimal
3,55,0.0,95,-0.3359794136558731,Optimal
4,55,0.0,103,0.08273064120094796,Optimal
5,55,0.0,1955,-20.45121724148791,Optimal
6,55,0.0,95,-0.08470990189465574,Optimal
7,55,0.0,951,-2.317540457816215,Optimal
8,55,0.0,91,-0.0809148814451593,Optimal
9,55,0.0,87,-0.492963378436371,Optimal
10,55,0.0,81,-0.4312310349693451,Optimal
1,60,0.0,115,-0.29119923977861845,Optimal
2,60,0.0,107,-0.04599808707273443,Optimal
3,60,0.0,1763,-2.9885463022415633,Optimal
4,60,0.0,99,-0.21329478570852228,Optimal
5,60,0.0,109,0.008277798359715689,Optimal
6,60,0.0,111,-0.032677335035062476,Optimal
7,60,0.0,315,-1.837734470221532,Optimal
8,60,0.0,103,-0.3235613530760078,Optimal
9,60,0.0,1137,-0.9140703635008485,Optimal
10,60,0.0,227,-0.7023379951890183,Optimal
1,65,0.0,103,-0.36595559705547115,Optimal
2,65,0.0,101,-0.37509104550757905,Optimal
3,65,0.0,115,-0.027474985837757718,Optimal
4,65,0.0,4291,-12.807314638369826,Optimal
5,65,0.0,107,-0.023075036777508363,Optimal
6,65,0.0,853,-1.906563084515306,Optimal
7,65,0.0,115,-0.25866758216644226,Optimal
8,65,0.0,119,-0.3869496705041828,Optimal
9,65,0.0,113,-0.2429033981246352,Optimal
10,65,0.0,99,-0.5383932223505387,Optimal
1,70,0.0,115,-0.16823150841051657,Optimal
2,70,0.0,135,-0.45918802559621125,Optimal
3,70,0.0,127,-0.19982016287528498,Optimal
4,70,0.0,123,-0.47266352053328264,Optimal
5,70,0.0,435,-0.7150660865612715,Optimal
6,70,0.0,167,-0.7917620960007294,Optimal
7,70,0.0,211,-1.4012034646274913,Optimal
8,70,0.0,2299,-5.652374853246901,Optimal
9,70,0.0,127,-0.17251657198314985,Optimal
10,70,0.0,129,-0.0434110220273278,Optimal
1,75,0.0,131,-0.09031217832808734,Optimal
2,75,0.0,131,0.10906853214099793,Optimal
3,75,0.0,127,-0.24444705668826877,Optimal
4,75,0.0,133,-0.12884067802597815,Optimal
5,75,0.0,135,-0.28627488507461574,Optimal
6,75,0.0,675,-1.1772183197780355,Optimal
7,75,0.0,6563,-17.84883190927413,Optimal
8,75,0.0,131,-0.38481956229432174,Optimal
9,75,0.0,139,0.022928419106305095,Optimal
10,75,0.0,131,-0.2781479183371008,Optimal
1,80,0.0,145,-0.1585362549778981,Optimal
2,80,0.0,135,-0.048643811329125784,Optimal
3,80,0.0,139,-0.23313274028268755,Optimal
4,80,0.0,147,-0.3134340083538771,Optimal
5,80,0.0,135,-0.2023754299429969,Optimal
6,80,0.0,6021,-7.667951153312106,Optimal
7,80,0.0,141,-0.24250089384947268,Optimal
8,80,0.0,1065,-1.0310256027170905,Optimal
9,80,0.0,135,-0.4448692897320566,Optimal
10,80,0.0,963,-42.266429307816246,Optimal
1,85,0.0,139,-0.4150983097791855,Optimal
2,85,0.0,145,-0.13549721040631937,Optimal
3,85,0.0,149,-0.18304096119912197,Optimal
4,85,0.0,199,-0.8066570896504504,Optimal
5,85,0.0,163,-0.007899849634252165,Optimal
6,85,0.0,153,-0.258866984782933,Optimal
7,85,0.0,145,-0.40972222713892154,Optimal
8,85,0.0,147,-0.286506698584266,Optimal
9,85,0.0,153,-0.06058430421454062,Optimal
10,85,0.0,143,-0.11504137700022907,Optimal
1,90,0.0,167,-0.7093759577949476,Optimal
2,90,0.0,10871,-7.526580197176568,Optimal
3,90,0.0,7087,-1.2172784796851261,Optimal
4,90,0.0,171,-0.06996318185312798,Optimal
5,90,0.0,163,-0.4247481380884504,Optimal
6,90,0.0,167,-0.22414732958068415,Optimal
7,90,0.0,169,-0.11692748240667614,Optimal
8,90,0.0,169,0.051784691967878896,Optimal
9,90,0.0,171,-0.6144753212663254,Optimal
10,90,0.0,155,-0.12216714324801792,Optimal
1,95,0.0,151,-0.7662501184298058,Optimal
2,95,0.0,187,-0.5841788289477939,Optimal
3,95,0.0,183,-0.034390955073415996,Optimal
4,95,0.0,179,-0.09867071809660721,Optimal
5,95,0.0,171,-0.22528920922634557,Optimal
6,95,0.0,110469,Inf,Time limit reached
7,95,0.0,22099,-8.209207646766346,Optimal
8,95,0.0,2511,-1.5082847586470014,Optimal
9,95,0.0,549,-0.8188999567635389,Optimal
10,95,0.0,179,0.09717682953822808,Optimal
1,100,0.0,289,-0.8615749469338947,Optimal
2,100,0.0,179,-0.35432342229782315,Optimal
3,100,0.0,75549,-21.23882006837019,Optimal
4,100,0.0,191,-0.4464962653951213,Optimal
5,100,0.0,183,-0.2159507609874531,Optimal
6,100,0.0,839,-107.86999308342111,Optimal
7,100,0.0,151,-0.4708184902274658,Optimal
8,100,0.0,189,-0.05003881973799315,Optimal
9,100,0.0,163,-0.4004497351279113,Optimal
10,100,0.0,191,-0.4463690789814664,Optimal
1,105,0.0,183,-0.06680601482012066,Optimal
2,105,0.0,183,-0.06683955556543898,Optimal
3,105,0.0,171,-0.22764405050208214,Optimal
4,105,0.0,191,-0.2027103525352879,Optimal
5,105,0.0,171,-0.3401734526396664,Optimal
6,105,0.0,191,-0.35860280389699584,Optimal
7,105,0.0,179,0.006804504473437788,Optimal
8,105,0.0,195,-0.035361151533442214,Optimal
9,105,0.0,187,-0.27835714844458215,Optimal
10,105,0.0,199,0.10705702509173692,Optimal
1,110,0.0,203,-0.31664448909927106,Optimal
2,110,0.0,197,-0.36321512131932054,Optimal
3,110,0.0,90089,Inf,Time limit reached
4,110,0.0,195,-0.6985395333477874,Optimal
5,110,0.0,203,-0.41554330155848956,Optimal
6,110,0.0,215,-0.3520663180175807,Optimal
7,110,0.0,201,-0.13170277045991294,Optimal
8,110,0.0,183,-0.4073190614334321,Optimal
9,110,0.0,199,-0.40558155544198776,Optimal
10,110,0.0,199,-0.3928180699523742,Optimal
1,115,0.0,203,-0.514657404123949,Optimal
2,115,0.0,167,-0.872112516541361,Optimal
3,115,0.0,199,-0.038484467217488584,Optimal
4,115,0.0,221,0.05005116721335434,Optimal
5,115,0.0,207,-0.49515451204410876,Optimal
6,115,0.0,211,-0.42581953775738146,Optimal
7,115,0.0,203,-0.062238821371574604,Optimal
8,115,0.0,203,-0.28741029974008137,Optimal
9,115,0.0,199,-0.29124936551917147,Optimal
10,115,0.0,81649,Inf,Time limit reached
1,120,0.0,215,-0.05299435188281498,Optimal
2,120,0.0,219,-0.6756495742615771,Optimal
3,120,0.0,223,-0.4843146979747208,Optimal
4,120,0.0,80621,Inf,Time limit reached
5,120,0.0,211,-0.7615336589502605,Optimal
6,120,0.0,219,-0.2893002575592289,Optimal
7,120,0.0,203,-0.6073368162571664,Optimal
8,120,0.0,191,-0.2832766778271848,Optimal
9,120,0.0,211,-0.018632864981354934,Optimal
10,120,0.0,39189,-1.5417342616196208,Optimal
