seed,dimension,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,20,1.426,-2.788680801094718,0.018297870786839976,0.006561479097807467,OPTIMAL,1069
2,20,0.429,-2.802333641248399,0.010563697281134932,0.003769607275038442,OPTIMAL,270
3,20,1.028,-1.0930084722455629,0.009826944469499388,0.0089907303731234,OPTIMAL,809
4,20,1.166,-0.9606330568487316,1.402659291382946e-6,1.460140561875146e-6,OPTIMAL,1105
5,20,4.077,-0.6133478018418748,0.0006562791464812534,0.001069995106382474,OPTIMAL,1838
6,20,0.521,0.16297348338544548,0.000651714244809587,0.004014952820314202,OPTIMAL,351
7,20,0.406,-1.809585966009454,0.008537759906800169,0.004718073673851405,OPTIMAL,260
8,20,0.617,-4.583566352912145,0.02873877711445516,0.006269959874410049,OPTIMAL,585
9,20,0.763,-0.12499674696557123,3.008747845312243e-8,2.407060918266109e-7,OPTIMAL,468
10,20,0.85,-0.06546891747606043,5.661448343463604e-8,8.647536207596204e-7,OPTIMAL,530
1,25,0.716,-0.056754710159236055,6.561672183380551e-8,1.1561458361729875e-6,OPTIMAL,358
2,25,0.792,-0.05242252403556785,6.919341394295841e-8,1.3199176349466077e-6,OPTIMAL,430
3,25,1.309,-0.3257666873980312,3.56118259881022e-8,1.0931696630045734e-7,OPTIMAL,532
4,25,1.311,-0.037834835755681195,7.808453078572697e-8,2.0638263448520977e-6,OPTIMAL,627
5,25,10.0,-8.811578502600085,0.05298931236222515,0.0060136004402150285,OPTIMAL,4326
6,25,2.477,-3.5946033711915666,0.015850056145757296,0.004409403349695073,OPTIMAL,1016
7,25,1.081,-8.962461587246214,0.008430696922349767,0.0009406675655209323,OPTIMAL,611
8,25,1.869,-0.864354986409587,0.007623955743648381,0.00882039886796657,OPTIMAL,612
9,25,2.889,-6.706877953427845,0.045290812326144625,0.006752890486548479,OPTIMAL,1417
10,25,4.269,-5.913370910565777,0.032319145137165606,0.005465435134369643,OPTIMAL,852
1,30,2.599,-0.20202033795867702,0.001741826060127849,0.008622033195905935,OPTIMAL,1648
2,30,2.258,-0.4074096577413478,1.4167644593610085e-6,3.4774935557872068e-6,OPTIMAL,745
3,30,1.32,-0.3347694613150489,0.0007898827664664099,0.002359482741835455,OPTIMAL,553
4,30,3.05,-12.104259189208154,0.08700960429887594,0.007188346096921938,OPTIMAL,1496
5,30,1.969,-0.22151766659027422,5.414193737784956e-8,2.4441363170366054e-7,OPTIMAL,981
6,30,9.575,-0.6400503748375294,0.0032087162385744383,0.005013224528442687,OPTIMAL,2750
7,30,2.514,-0.03311454345697207,7.819192771041372e-8,2.3612564011946506e-6,OPTIMAL,867
8,30,1.267,-0.05118131331472758,7.936364865290813e-8,1.5506372055144389e-6,OPTIMAL,705
9,30,1.0,0.1491154070707439,0.000896122868645044,0.00604592630081231,OPTIMAL,594
10,30,17.327,-9.893673841143926,0.04956983771758772,0.005010255898213071,OPTIMAL,5219
1,35,2.153,-0.12485151528748462,9.296142511328043e-8,7.445758659734832e-7,OPTIMAL,740
2,35,1.076,-18.56947398391409,0.0736174584473197,0.003964434238206814,OPTIMAL,463
3,35,3.398,-0.34131413297103674,0.0031404005609332875,0.00920090982930313,OPTIMAL,1629
4,35,1.775,-0.21623391227369643,0.00129624601988107,0.005994647214449676,OPTIMAL,782
5,35,16.876,-1.476281671006701,0.0064732887602945155,0.004384860211588397,OPTIMAL,4606
6,35,15.379,-1.4181434416258618,0.0038717583109475484,0.002730159867684954,OPTIMAL,2728
7,35,1.476,0.2729285836553367,7.561179460324752e-8,2.7703883022430427e-7,OPTIMAL,783
8,35,3.031,-0.22847670991425617,0.0021624044919906216,0.009464441661481115,OPTIMAL,1048
9,35,3.2,-0.652958156787355,2.5639499572349678e-6,3.92666808827377e-6,OPTIMAL,735
10,35,3.262,-0.34025731971304984,1.1581125285986538e-6,3.403637369433604e-6,OPTIMAL,946
1,40,5.735,-0.27787309143304173,0.001078338989323968,0.0038806887840876535,OPTIMAL,1602
2,40,5.861,-13.670999365923857,0.013325583274786723,0.000974733661973673,OPTIMAL,1330
3,40,8.591,-0.3340617087127314,0.0033018227312477944,0.00988387068955311,OPTIMAL,1610
4,40,6.52,-0.8097967332495375,4.405280192076866e-6,5.439982666266679e-6,OPTIMAL,1550
5,40,4.703,-0.3956576910141443,2.836814178508451e-6,7.1698699227536015e-6,OPTIMAL,1149
6,40,22.24,-11.590738450818806,0.0903596335292427,0.007795847858413146,OPTIMAL,10934
7,40,3.691,-0.10837252528249947,8.456058908645758e-8,7.802770016296081e-7,OPTIMAL,1231
