dimension,time_boscia,seed,solution_boscia,dual_gap,lb_boscia,rel_gap_boscia,termination_boscia,termination_afw,time_afw,rel_gap_afw,termination_no_ws,time_no_ws,rel_gap_no_ws,termination_ipopt,time_ipopt,solution_ipopt,termination_no_as,time_no_as,rel_gap_no_as,termination_no_ss,time_no_ss,rel_gap_no_ss,termination_pavito,time_pavito,solution_pavito,termination_shot,time_shot,solution_shot,termination_scip,time_scip,solution_scip,optimal_scip,optimal_ipopt,optimal_boscia,optimal_pavito,optimal_shot,rel_gap_scip,rel_gap_ipopt,rel_gap_pavito
30,2.111,5,-0.22151766659027422,5.414193737784956e-8,-0.2215177207322116,2.4441363170366054e-7,1,1,3.034,3.9263739236906387e-7,1,3.375,2.4441363170366054e-7,1,0.208,-0.22151767232669162,1,3.173,2.4441363170366054e-7,1,1.969,2.4441363170366054e-7,0,9.895738124847412,-0.22151749309333268,1,113.1281909942627,-0.22151766658712657,1,123.328822,-0.22151736210318534,1,1,1,1,1,0.0,0.0,0.0
30,8.018,6,-0.6400503748375294,0.0030963941488266755,-0.643146768986356,0.0048377350761065726,1,1,10.51,0.004698322608631593,1,11.323,0.00466414060662836,1,0.283,-0.6400503888295891,1,9.491,0.004670859791152021,1,9.575,0.005013224528442687,1,25.380327939987183,-0.6400499936571498,1,77.72873306274414,-0.6400503748539523,1,118.265224,-0.6400500678116622,1,1,1,1,1,0.005,0.005,0.005
30,2.523,7,-0.03311454345697207,7.819192771041372e-8,-0.03311462164889978,2.3612564011946506e-6,1,1,2.414,4.067773532218071e-6,1,4.229,2.3612564011946506e-6,1,0.184,-0.03311456889608641,1,3.557,2.3612564011946506e-6,1,2.514,2.3612564011946506e-6,0,23.32378888130188,-0.033114038616888886,1,144.96623301506042,-0.033114543332046664,1,151.682251,-0.033114050245198534,1,1,1,1,1,0.0,0.0,0.0
30,1.25,8,-0.05118131331472758,7.936364865290813e-8,-0.051181392678376236,1.5506372055144389e-6,1,1,1.332,1.834106268645192e-6,1,3.04,1.5506372055144389e-6,1,0.175,-0.05118132463921282,1,2.557,1.5506372055144389e-6,1,1.267,1.5506372055144389e-6,0,13.096123933792114,-0.051181057873669056,1,114.65458106994629,-0.05118131328946468,1,64.323163,-0.05118105681814006,1,1,1,1,1,0.0,0.0,0.0
30,1.014,9,0.14911540707074422,0.0009178963681336638,0.14819751070261056,0.0061937367488959765,1,1,1.03,0.006712315096459192,1,10.693,0.005947972351240594,1,0.187,0.14911539537777418,1,10.55,0.005779112656268624,1,1.0,0.00604592630081231,1,12.970348119735718,0.14911616493172264,1,112.88368487358093,0.14911540708707371,1,17.166313,0.14911573930682642,1,1,1,1,1,0.006,0.006,0.006
35,2.11,1,-0.12485151528748462,9.296142511328043e-8,-0.12485160824890973,7.445758659734832e-7,1,1,3.583,9.84515377908439e-7,1,4.497,7.445758659734832e-7,1,0.205,-0.12485151335468178,1,10.795,7.445758659734832e-7,1,2.153,7.445758659734832e-7,1,14.513015985488892,-0.12485152525768539,1,473.64092803001404,-0.12484093196382101,1,983.632655,-0.12485128319065575,1,1,1,1,1,0.0,0.0,0.0
35,3.362,3,-0.3413141329711157,0.0029108182975095542,-0.34422495126862523,0.0085282677050935,1,1,2.889,0.008938505501335741,1,4.511,0.008383876379380718,1,0.221,-0.3413141490849307,1,4.147,0.009138173195596165,1,3.398,0.00920090982930313,1,14.726958990097046,-0.3413137423390182,1,860.3775019645691,-0.34131413297165336,1,54.397601,-0.34131386418502285,1,1,1,1,1,0.009,0.009,0.009
35,1.78,4,-0.21623391227369942,0.0013883585383588637,-0.2176222708120583,0.006420632747936134,1,1,1.993,0.007114167154802442,1,4.288,0.0073282282889728535,1,0.224,-0.2162339253066785,1,3.474,0.007383824133297162,1,1.775,0.005994647214449676,0,11.450263023376465,-0.21623356828697127,1,539.9814419746399,-0.21622947883959032,1,72.809412,-0.21623351680830782,1,1,1,1,1,0.006,0.006,0.006
35,16.223,5,-1.476281671006701,0.005200888435671125,-1.4814825594423722,0.003522964850010332,1,1,21.573,0.007902597924945975,1,19.893,0.0031195700186573785,1,1.002,-1.4762816788776154,1,26.626,0.009392675875276583,1,16.876,0.004384860211588397,0,41.237558126449585,-1.4762811635638315,1,74.3345398902893,-1.4762816710014035,1,318.672575,-1.4762813437554336,1,1,1,1,1,0.004,0.004,0.004
35,21.348,6,-1.4181434416258618,0.003921365996657045,-1.4220648076225189,0.0027651405926619865,1,1,20.311,0.0028699218694761214,1,51.286,0.0033503784327116215,1,0.409,-1.4181436549232438,1,26.232,0.0031616371227699007,1,15.379,0.002730159867684954,1,82.73564291000366,-1.418142966804533,1,81.13425803184509,-1.418143445025688,1,321.936421,-1.4181430995734425,1,1,1,1,1,0.003,0.003,0.003
35,1.53,7,0.2729285836553367,7.561179460324752e-8,0.2729285080435421,2.7703883022430427e-7,1,1,1.625,3.9357845618004624e-7,1,3.77,2.7703883022430427e-7,1,0.258,0.2729285723231617,1,3.313,2.7703883022430427e-7,1,1.476,2.7703883022430427e-7,1,9.110472917556763,0.2729288389022674,1,436.38106203079224,0.27292858365697636,1,133.060198,0.2729290043430511,1,1,1,1,1,0.0,0.0,0.0
35,2.765,8,-0.22847670991425528,0.0021903380178054377,-0.23066704793206072,0.009586701500680077,1,1,3.888,4.1854910448246476e-7,1,5.514,2.782646823547516e-7,1,0.259,-0.22847673313014752,1,4.563,0.009519527795756145,1,3.031,0.009464441661481115,1,12.913354873657227,-0.22847627123234288,1,325.61941599845886,-0.2284767098871483,1,86.613941,-0.22847634681145218,1,1,1,1,1,0.01,0.01,0.01
35,3.118,9,-0.652958156787355,2.5639499572349678e-6,-0.6529607207373123,3.92666808827377e-6,1,1,3.619,1.0817935980188743e-5,1,4.62,3.92666808827377e-6,1,0.202,-0.6529581686676833,1,4.127,3.92666808827377e-6,1,3.2,3.92666808827377e-6,1,13.845409154891968,-0.6529579036501746,1,338.55707597732544,-0.6529581567927951,1,106.099918,-0.6529578604668735,1,1,1,1,1,0.0,0.0,0.0
35,3.612,10,-0.34025731971304984,1.1581125285986538e-6,-0.34025847782557844,3.403637369433604e-6,1,1,4.227,4.714740766505264e-6,1,5.588,3.403637369433604e-6,1,0.273,-0.34025733507028544,1,5.201,3.403637369433604e-6,1,3.262,3.403637369433604e-6,1,15.876641988754272,-0.3402564686860767,1,252.47127604484558,-0.34025731969986445,1,117.41683,-0.3402568870805915,1,1,1,1,1,0.0,0.0,0.0
40,6.294,1,-0.27787309143304173,0.0011615432456762997,-0.27903463467871803,0.004180121362907115,1,1,7.289,0.004227464019186635,1,9.536,0.003508172541763016,1,0.317,-0.27787309218390155,1,8.993,0.0038790788909743705,1,5.735,0.0038806887840876535,1,46.887044191360474,-0.2778727331040517,1,468.830482006073,-0.2778730914078692,1,671.229838,-0.2778726833365138,1,1,1,1,1,0.004,0.004,0.004
40,5.887,2,-13.670999365923857,0.01471521952079513,-13.685714585444652,0.0010763821376127106,1,1,35.405,0.0021013482445730357,1,9.146,0.007806666448007379,1,0.391,-13.67099949730039,1,9.954,0.0010140606537360189,1,5.861,0.000974733661973673,0,34.785557985305786,-13.127355674068085,1,23.982773065567017,-13.67099936716043,0,1800,Inf,0,1,1,0,1,Inf,0.001,0.043
40,8.142,3,-0.3340617088301927,0.003258212062279553,-0.33731992089247226,0.009753323940325465,1,1,12.176,8.835603553505596e-6,1,13.03,5.438388678854118e-6,1,0.367,-0.3340617137709295,1,12.425,5.438388678854118e-6,1,8.591,0.00988387068955311,0,10.287999868392944,-0.33406153544407724,1,698.8956758975983,-0.33404687552975365,0,1800.007953,10.786190565757575,0,1,1,1,1,Inf,0.01,0.01
40,6.393,4,-0.8097967332495375,4.405280192076866e-6,-0.8098011385297296,5.439982666266679e-6,1,1,8.1,7.720304912162714e-6,1,9.668,5.439982666266679e-6,1,0.349,-0.8097967279964776,1,9.215,5.439982666266679e-6,1,6.52,5.439982666266679e-6,0,23.628074169158936,-0.8097963783242585,1,161.92024207115173,-0.8097967332357261,1,627.094781,-0.8097964072984394,1,1,1,1,1,0.0,0.0,0.0
40,4.105,5,-0.3956576910141443,2.836814178508451e-6,-0.3956605278283228,7.1698699227536015e-6,1,1,7.132,2.100971099742065e-5,1,8.069,7.1698699227536015e-6,1,0.269,-0.39565768408231833,1,6.852,7.1698699227536015e-6,1,4.703,7.1698699227536015e-6,0,19.860522031784058,-0.3956574032473896,1,430.8196909427643,-0.39565769102366566,1,357.049583,-0.3956575028922273,1,1,1,1,1,0.0,0.0,0.0
40,21.188,6,-11.590738450818806,0.08976373903656487,-11.680502189855371,0.007744436596291557,1,1,52.526,0.007209051034554743,1,23.88,0.0077684662192414175,1,1.527,-11.590738498571994,1,23.559,0.007847753761735791,1,22.24,0.007795847858413146,0,1800.0,NaN,1,74.70598292350769,-11.590738450785771,0,1800.000869,-11.103677252754228,0,1,1,0,1,0.052,0.008,Inf
40,3.594,7,-0.10837252528249947,8.456058908645758e-8,-0.10837260984308855,7.802770016296081e-7,1,1,4.358,1.0267293764681813e-6,1,7.845,6.140888394568413e-7,1,0.279,-0.1083725258699523,1,16.02,6.140888394568413e-7,1,3.691,7.802770016296081e-7,1,18.80644392967224,-0.10837354797049709,1,844.6227531433105,-0.10837252528319702,1,662.600424,-0.10837216448152875,1,1,1,1,1,0.0,0.0,-0.0
40,6.301,8,-0.0824560021243973,4.9034328264419e-8,-0.08245605115872556,5.946726375412106e-7,1,1,8.065,1.552810704538793e-6,1,10.96,5.946726375412106e-7,1,0.306,-0.08245600409515319,1,9.583,5.946726375412106e-7,1,6.824,5.946726375412106e-7,0,8.890910863876343,-0.08245516204982906,1,729.0759160518646,-0.08245600208676551,1,826.640502,-0.0824556586785784,1,1,1,1,1,0.0,0.0,0.0
40,2.594,9,-0.19798643454510978,7.56138860413813e-8,-0.19798651015899582,3.8191447921727804e-7,1,1,3.329,7.151915829701368e-7,1,6.959,3.8191447921727804e-7,1,0.254,-0.1979864540563619,1,5.041,3.8191447921727804e-7,1,2.556,3.8191447921727804e-7,1,8.409614086151123,-0.19798574328015195,1,762.1084680557251,-0.19798643451170306,1,156.020891,-0.1979860523823554,1,1,1,1,1,0.0,0.0,0.0
40,22.279,10,-1.91771256210715,0.015444758729401986,-1.933157320836552,0.008053740187440575,1,1,46.084,0.0044568660989004975,1,35.246,0.007047931611245346,1,2.174,-1.917712715272158,1,32.434,0.006391002323333031,1,21.688,0.007799357632395851,0,1800.0,NaN,1,146.21672701835632,-1.9177125621164093,0,1800.000446,-1.0883134358021005,0,1,1,0,1,0.776,0.008,Inf
45,6.319,1,-0.28495672390562066,0.00031828349223328445,-0.28527500739785394,0.0011169537881783825,1,1,7.433,0.001301156885751528,1,12.112,3.0748551687252154e-7,1,0.321,-0.28495673215861284,1,9.721,0.0011667545758412986,1,6.735,0.0011210558619861582,1,46.01031494140625,-0.28495620530299665,0,1801.6531569957733,-0.28495672388980253,0,1800.027671,12.621258179612717,0,1,1,1,1,Inf,0.001,0.001
45,114.996,2,-4.867834624451241,0.042107821271184065,-4.909942445722425,0.00865021606520393,1,1,172.859,0.008001230973915495,1,160.091,0.00836655862809631,1,2.74,-4.8678347202257335,1,215.073,0.004544025779872257,1,94.388,0.007772042159104602,0,1800.0,NaN,1,100.50828719139099,-4.867834624513771,0,1800.000277,-3.911627134514542,0,1,1,0,1,0.255,0.009,Inf
45,2.18,3,0.6020908940492032,8.683533913766972e-5,0.6020040587100656,0.00014424377690033308,1,1,2.668,0.00013778354955512313,1,6.038,0.00023232022502857382,1,0.328,0.6020908450729358,1,5.214,9.072219812322103e-5,1,2.211,0.00015112677317161632,0,15.787940979003906,0.6020918253405854,1,829.542886018753,0.6020908943814101,1,347.75335,0.6020911885899864,1,1,1,1,1,0.0,0.0,0.0
45,3.976,4,-0.2618499135852304,0.0004117018339038214,-0.26226161541913423,0.0015722817253090871,1,1,11.483,0.0018678231264776927,1,9.648,0.001667339775300955,1,0.478,-0.26184990669286556,1,7.335,0.0021942143517094483,1,4.269,0.0016882081561237887,1,9.155587196350098,-0.26184947089981836,1,264.537269115448,-0.26184991357673704,1,287.416725,-0.2618496793674863,1,1,1,1,1,0.002,0.002,0.002
45,11.728,5,-0.20318952160800097,9.505420464628322e-8,-0.2031896166622056,4.6781056372416937e-7,1,1,15.153,5.158934341727797e-7,1,16.143,4.6781056372416937e-7,1,0.579,-0.20318953139537563,1,14.092,4.6781056372416937e-7,1,12.797,3.3001117164475114e-7,0,1104.8666670322418,-0.20318906297655065,0,1801.504290819168,-0.20318952158736936,0,1800.005139,18.68972933016922,0,1,1,1,1,Inf,0.0,0.0
45,7.31,6,-0.3305977415978644,5.588481299945158e-8,-0.3305977974826774,1.6904172644781486e-7,1,1,14.275,2.534493473250017e-7,1,12.574,1.6904172644781486e-7,1,0.348,-0.33059775702235,1,11.264,1.6904172644781486e-7,1,8.293,1.6904172644781486e-7,1,348.01476407051086,-0.33059713874826874,1,1297.7608139514923,-0.3305851150580056,0,1800.004198,8.01899319379029,0,1,1,1,1,Inf,0.0,0.0
45,39.665,7,-0.7504781788953374,0.004100000246524793,-0.7545781791418622,0.0054631838230923225,1,1,53.344,0.006455728032591758,1,66.642,0.005585990159680513,1,0.981,-0.7504783365075691,1,63.252,0.0009189828534904161,1,37.939,0.007395329868779054,0,12.104794979095459,-0.7504777345451363,1,667.1014349460602,-0.7504781790719792,0,1800.006217,3.704972767210865,0,1,1,1,1,Inf,0.005,0.005
45,28.449,8,-0.9219770200052185,0.005931977475078454,-0.927908997480297,0.006433975409761165,1,1,38.442,0.005544682163726516,1,47.184,0.005715193769460239,1,0.751,-0.9219770634857034,1,50.401,0.0057109603144906325,1,28.792,0.0041597244977283725,0,114.34658098220825,-0.9219763275581687,1,348.2133409976959,-0.9219770199766807,0,1800.000568,-0.1919723818710315,0,1,1,1,1,3.834,0.006,0.006
45,7.637,9,-0.3675539000718713,4.816685775788088e-6,-0.36755871675764706,1.31047059352281e-5,1,1,10.87,1.2385879668848181e-5,1,13.456,1.31047059352281e-5,1,0.315,-0.367553905647641,1,12.506,1.31047059352281e-5,1,9.003,1.31047059352281e-5,0,159.6786949634552,-0.3675533399646561,0,1802.4503030776978,-0.3675386195902316,0,1800.005754,9.663764740215719,0,1,1,1,1,Inf,0.0,0.0
45,12.776,10,-0.3488069945610633,6.444675692757196e-5,-0.34887144131799086,0.00018476337324792292,1,1,14.212,2.563578739088082e-5,1,16.192,0.00018476337324792292,1,0.463,-0.34880701907963957,1,16.13,0.00018476337324792292,1,12.497,0.00018476337324792292,0,11.286477088928223,-0.34880662909435817,1,1419.3156180381775,-0.34880699843095364,0,1800.083451,11.631605852160853,0,1,1,1,1,Inf,0.0,0.0
50,5.75,1,-0.19485729597723883,4.520857299628034e-8,-0.19485734118581183,2.3200862338539854e-7,1,1,6.76,3.459639682885555e-7,1,12.67,2.3200862338539854e-7,1,0.347,-0.19485730282634486,1,9.735,2.3200862338539854e-7,1,6.356,2.3200862338539854e-7,1,32.78997087478638,-0.19485672821105027,0,1801.4708459377289,-0.194857295942027,0,1800.075113,6.250476317455222,0,1,1,1,1,Inf,0.0,0.0
50,7.475,2,-0.005755328603615606,9.901932218614462e-8,-0.005755427622937792,1.720480775397235e-5,1,1,8.348,3.033019003941141e-5,1,15.879,1.720480775397235e-5,1,0.425,-0.00575533147230875,1,11.915,1.720480775397235e-5,1,8.28,1.720480775397235e-5,0,1085.3772320747375,-0.005754763662302986,0,1802.8387219905853,-0.005755328549371885,0,1800.002344,59.15349399703917,0,1,1,1,1,Inf,0.0,0.0
50,9.666,3,-0.32036318909805717,0.002202263995373488,-0.32256545309343065,0.006874272919974636,1,1,11.914,0.006628304348772134,1,14.756,0.006555962850434053,1,0.377,-0.3203631980906434,1,14.209,0.0065451337752244765,1,9.734,0.006370712283478696,1,141.42266702651978,-0.3203623729664111,1,416.60679292678833,-0.3203631890479418,0,1800.133859,20.59141927324484,0,1,1,1,1,Inf,0.007,0.007
50,6.921,4,-0.12503670108649545,7.039010568865578e-8,-0.12503677147660114,5.629555568645616e-7,1,1,6.846,1.7634144060958419e-6,1,13.685,7.089334342144649e-7,1,0.364,-0.12503674044827104,1,11.943,4.4705776309994387e-7,1,6.743,5.822376957068479e-7,0,12.083954095840454,-0.12503519597030593,0,1801.4344129562378,-0.12503670104002917,0,1800.007899,17.635625919973187,0,1,1,1,1,Inf,0.0,0.0
50,10.064,5,-0.5112772761538258,0.003146506287763362,-0.5144237824415892,0.0061542071876018335,1,1,12.023,0.006159062717080194,1,17.118,0.006203394937957089,1,0.421,-0.5112772853364564,1,14.382,0.007376027601966513,1,9.92,0.006136606592113283,1,468.36291313171387,-0.5112766667313325,1,303.01271319389343,-0.5112772761542764,0,1800.001526,14.789128529023312,0,1,1,1,1,Inf,0.006,0.006
50,4.787,6,0.07048853132736266,0.0001645537785701645,0.0703239775487925,0.0023399384435556577,1,1,4.922,0.0021924416323443547,1,12.122,0.0012363991500554939,1,0.397,0.07048849741908429,1,9.199,0.0019096704536651682,1,5.211,0.0021487476737957773,0,10.039833068847656,0.07048914164720932,0,1801.8478989601135,0.07048853148164769,0,1800.01909,36.0200149673788,0,1,1,1,1,511.201,0.002,0.002
50,6.0,7,-0.06416483737341239,8.55455688508755e-8,-0.06416492291898124,1.333215704312258e-6,1,1,6.7,1.4539323436376406e-6,1,14.108,1.333215704312258e-6,1,0.397,-0.06416485048022864,1,11.773,1.333215704312258e-6,1,6.166,1.333215704312258e-6,0,9.467643022537231,-0.06416440989585309,0,1802.4507529735565,-0.06416483731913486,0,1800.013303,98.15738306718039,0,1,1,1,1,Inf,0.0,0.0
50,16.727,8,-0.36313472077125813,0.0006985522539902367,-0.36383327302524837,0.0019236724389961627,1,1,15.684,0.002018714711669102,1,39.183,0.015191006705124774,1,0.333,-0.36314447296617647,1,37.272,0.008708338957512234,1,16.809,0.0019045036154775696,0,16.38499689102173,-0.3631444252449553,0,1801.587798833847,-0.36310333825155283,0,1800.001096,114.5277625325527,0,1,1,1,1,Inf,0.002,0.002
50,5.68,9,-0.2416512925507338,0.0004915952073505925,-0.2421428877580844,0.002034316482074615,1,1,6.764,0.002582844817617333,1,12.676,0.0014410882630678766,1,0.354,-0.24165131400010617,1,10.227,0.0013282354290480708,1,6.059,0.0023629334438549743,1,21.031079053878784,-0.24165077323861156,0,1802.104719877243,-0.2416160648363445,1,1170.598048,-0.24165090234658815,1,1,1,1,1,0.002,0.002,0.002
50,250.287,10,-4.515249202028075,0.03783794534465734,-4.553087147372732,0.008380034778072051,1,1,470.321,0.008430663464811281,1,335.954,0.008320468396305528,1,17.34,-4.515249527321791,1,303.902,0.008285916848692058,1,265.184,0.008253922511231799,0,1800.0,NaN,1,501.10210394859314,-4.515249202027627,0,1800.000406,7.446462653617637,0,1,1,0,1,Inf,0.008,Inf
