seed,dimension,p,k,time,solution,dual_gap,rel_dual_gap,termination,ncalls
3,29,145,6.0,1802.26,6.517959364236611,0.13403644914201784,0.020995937909133067,Time limit reached,63177
4,29,145,6.0,1800.303,5.022077072203834,0.14385960836834233,0.029490199941851897,Time limit reached,59590
5,29,145,6.0,1800.93,5.317290722644149,0.14695735854428094,0.02842318825410314,Time limit reached,64260
6,29,145,6.0,77.28,4.116280950667715,0.04071700012107993,0.009990519254548505,OPTIMAL,2039
7,29,145,6.0,1800.968,6.032713297894729,0.06739929446675852,0.011298532554703321,Time limit reached,64264
8,29,145,6.0,1802.144,2.542478445228931,0.4593491258498221,0.2205091741432233,Time limit reached,56728
9,29,145,6.0,32.147,5.734539698611755,0.053956315653048925,0.009498375785647922,OPTIMAL,943
10,29,145,6.0,1804.206,2.421290899981482,0.14511207724172825,0.06375249422058242,Time limit reached,47854
1,30,150,6.0,1800.297,3.6177972196873176,0.05781690818627894,0.01624079436605111,Time limit reached,56151
2,30,150,6.0,1800.252,4.115566751961235,0.13580472616094408,0.03412383084228135,Time limit reached,53830
3,30,150,6.0,1040.924,6.401715731176486,0.06335759801928731,0.009995900624146061,OPTIMAL,38389
4,30,150,6.0,1801.167,4.973018804898767,0.05931270796350585,0.012070870091416318,Time limit reached,64495
5,30,150,6.0,1801.09,5.306261686907196,0.20147864857143194,0.039468601713015604,Time limit reached,64739
6,30,150,6.0,133.179,4.334812917701235,0.04194876566581218,0.009771743102078493,OPTIMAL,4157
7,30,150,6.0,312.849,5.955014138676084,0.05858060477302374,0.009934921582037598,OPTIMAL,10944
8,30,150,6.0,1804.557,2.894072190299797,0.5756251120641407,0.2482804621540867,Time limit reached,57624
9,30,150,6.0,145.273,5.908317519582886,0.058270569938344785,0.009960701245634515,OPTIMAL,4385
10,30,150,6.0,1810.937,2.4923899400961025,0.06882531065230024,0.028398380557359163,Time limit reached,34737
