seed,dimension,p,k,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,15,75,3.0,2.531,2.8156085839248965,0.023858046088697904,0.008545909014918487,OPTIMAL,524
2,15,75,3.0,5.193,2.510955015317064,0.024237680158538666,0.00974685776137622,OPTIMAL,1082
3,15,75,3.0,6.643,4.977486303591386,0.04601994154941913,0.009331898094984411,OPTIMAL,1371
4,15,75,3.0,28.485,3.570152937436937,0.03529164752539504,0.009983884693330695,OPTIMAL,6000
5,15,75,3.0,16.13,3.0960683648881093,0.029163382009690597,0.009509059515211828,OPTIMAL,3347
6,15,75,3.0,0.256,3.274959746910336,0.03226339559447666,0.009949558052632477,OPTIMAL,46
7,15,75,3.0,6.005,4.4719289037401655,0.04194349517367435,0.009468088787056963,OPTIMAL,1252
8,15,75,3.0,120.543,2.287455683965412,0.022642691862286846,0.009997598892816597,OPTIMAL,22893
9,15,75,3.0,0.257,4.3133398005811046,0.03486161002070265,0.008148133160434884,OPTIMAL,48
10,15,75,3.0,1.193,2.391722770462672,0.015092731759525968,0.006350475889702045,OPTIMAL,228
1,16,80,4.0,25.439,2.6633825943920137,0.025383704206554558,0.009622333163593563,OPTIMAL,4920
2,16,80,4.0,13.784,2.346449784313559,0.023072904094764812,0.00993076254274856,OPTIMAL,2558
3,16,80,4.0,23.293,5.091732867438444,0.049727145735778855,0.009862572254080305,OPTIMAL,4315
4,16,80,4.0,18.245,3.5972405325105408,0.03339940716280987,0.009371744134511896,OPTIMAL,3300
5,16,80,4.0,96.148,3.63769637900974,0.03582735742950671,0.009946879582475301,OPTIMAL,17609
6,16,80,4.0,0.806,3.452723946379324,0.025124863577081324,0.0073301640507326855,OPTIMAL,145
7,16,80,4.0,21.055,4.703793852904876,0.04612791838666741,0.009903655400618359,OPTIMAL,3839
8,16,80,4.0,1800.038,2.133833155360607,0.06739358726203815,0.03261338405557645,Time limit reached,284121
9,16,80,4.0,0.526,4.506263132840163,0.03289703924301435,0.007353978761116998,OPTIMAL,93
10,16,80,4.0,9.393,1.9988265865273447,0.019177515634307474,0.009687330909440595,OPTIMAL,1812
1,17,85,4.0,4.997,2.3474422755205793,0.021094403721213073,0.009067605054654673,OPTIMAL,892
2,17,85,4.0,38.621,2.510257899045362,0.024698887297674332,0.009936954697489817,OPTIMAL,7076
3,17,85,4.0,10.615,5.014570729546344,0.04943030239466584,0.009955469159413527,OPTIMAL,1918
4,17,85,4.0,28.787,3.9150015695258875,0.038526925565955494,0.00993865021817842,OPTIMAL,5275
5,17,85,4.0,62.433,3.8998167893942313,0.03854171217948199,0.009981602296846267,OPTIMAL,11696
6,17,85,4.0,0.604,3.193775533784988,0.02657665518820629,0.008391217668017426,OPTIMAL,104
7,17,85,4.0,8.296,4.518599214707445,0.03936344561504157,0.008787982514038888,OPTIMAL,1536
8,17,85,4.0,1800.602,1.9114825258867625,0.15339182498988024,0.08724909637007242,Time limit reached,252935
9,17,85,4.0,0.359,4.771345768384261,0.031210730803572062,0.006584354782327396,OPTIMAL,66
10,17,85,4.0,26.819,2.2440767386834564,0.021178773435590603,0.009527550866793407,OPTIMAL,5321
1,18,90,4.0,19.306,2.5444467333794374,0.024535649649390923,0.00973671246093038,OPTIMAL,3774
2,18,90,4.0,57.704,2.6345054709356903,0.025573427307998386,0.009802258886145157,OPTIMAL,11323
3,18,90,4.0,11.201,5.04847551003505,0.04848548052943347,0.009697115442893705,OPTIMAL,2145
4,18,90,4.0,112.109,4.028020637083428,0.03980377018046921,0.00998034247103988,OPTIMAL,21566
5,18,90,4.0,132.018,3.991629504656097,0.03951565918050637,0.00999861358390376,OPTIMAL,27492
6,18,90,4.0,1.898,3.655307345648596,0.03263708702716439,0.009009124401949871,OPTIMAL,344
7,18,90,4.0,10.714,4.62556213200753,0.04360519155332909,0.00951671788277578,OPTIMAL,2007
8,18,90,4.0,1450.717,2.0434252666920547,0.02021923969367201,0.009993663237386239,OPTIMAL,199092
9,18,90,4.0,0.299,4.705116246234705,0.03021932882899403,0.0064641700903565495,OPTIMAL,53
10,18,90,4.0,21.119,2.1813146857106016,0.020646081294289687,0.00955541319575339,OPTIMAL,3997
1,19,95,4.0,15.229,2.722326936292461,0.026200936771508143,0.009717994179857884,OPTIMAL,2897
2,19,95,4.0,12.342,2.8056349490336143,0.025978357143825015,0.009345887265219066,OPTIMAL,2406
3,19,95,4.0,14.198,5.181127574970973,0.04880700196877985,0.009509733711008194,OPTIMAL,2718
4,19,95,4.0,15.611,3.9361600595812054,0.038572195786896746,0.009896427517440657,OPTIMAL,2945
5,19,95,4.0,275.827,4.178160862783165,0.041352297326513465,0.009996183452097619,OPTIMAL,53865
6,19,95,4.0,1.841,3.5875915636396223,0.03344428984246273,0.009409933597583228,OPTIMAL,354
7,19,95,4.0,28.49,5.093563664756703,0.0504312121885917,0.009999977724739442,OPTIMAL,5337
8,19,95,4.0,1453.636,2.1470014564255115,0.021250652407197368,0.009996774959241311,OPTIMAL,188364
9,19,95,4.0,1.712,5.310003417992356,0.04916042711584989,0.009344591199757378,OPTIMAL,282
10,19,95,4.0,5.861,2.1517612804867037,0.019149608532275764,0.008979416545500824,OPTIMAL,982
1,20,100,4.0,36.087,2.654499422520585,0.024183440172501847,0.009194119769181986,OPTIMAL,2003
2,20,100,4.0,260.432,3.1191382473600155,0.030747200939234443,0.00995573438631361,OPTIMAL,15649
3,20,100,4.0,71.142,5.18800102635046,0.051050017457792585,0.009937805007176238,OPTIMAL,3883
4,20,100,4.0,393.052,4.252012558500874,0.0420441947312753,0.009986819638147827,OPTIMAL,24003
5,20,100,4.0,167.942,4.1681319312766,0.040994118754339226,0.009932820423383455,OPTIMAL,10342
6,20,100,4.0,2.823,3.7097736428286248,0.027727943389818765,0.007530581001220295,OPTIMAL,131
7,20,100,4.0,141.78,5.183353910013434,0.05113909873314171,0.009964333258370464,OPTIMAL,8156
8,20,100,4.0,1800.427,2.4692161713401415,0.16518918935215154,0.07169585714209861,Time limit reached,73506
9,20,100,4.0,2.073,5.098485980297229,0.04851398158893172,0.009606782295296058,OPTIMAL,97
10,20,100,4.0,63.638,2.2411762901230188,0.022176839912956492,0.009994071837582977,OPTIMAL,3308
1,21,105,5.0,134.345,2.8240260478591983,0.027842431238590315,0.009957297179303241,OPTIMAL,7959
2,21,105,5.0,53.332,3.0547449239361724,0.030240051056392936,0.009998347606429842,OPTIMAL,2886
3,21,105,5.0,437.275,5.917432857407691,0.05810134842316472,0.00991603706567444,OPTIMAL,23904
4,21,105,5.0,157.707,4.4040904004188,0.042849284945470245,0.009825020862397279,OPTIMAL,8268
5,21,105,5.0,1115.587,4.268244857783212,0.04224916446142846,0.009997446170660696,OPTIMAL,57619
6,21,105,5.0,5.373,3.4372800733085014,0.022668726988357868,0.006638742945895582,OPTIMAL,266
7,21,105,5.0,47.557,5.125226080112155,0.050019116635913186,0.009855581653295337,OPTIMAL,2337
8,21,105,5.0,1801.897,2.161884741888665,0.2961677904512334,0.15874208047638338,Time limit reached,73383
9,21,105,5.0,2.958,4.948293389150535,0.04655997862703298,0.009498676228918047,OPTIMAL,116
10,21,105,5.0,50.563,1.86223669515536,0.017854064189974483,0.009680238736920506,OPTIMAL,4459
1,22,110,5.0,104.941,2.833149522892048,0.02768850557920821,0.009869502876118787,OPTIMAL,5849
2,22,110,5.0,703.568,3.2455791672423677,0.03207974343657494,0.009982806655861305,OPTIMAL,33296
3,22,110,5.0,213.208,5.872043837599708,0.05808904394533165,0.009991313315461752,OPTIMAL,11411
4,22,110,5.0,244.819,4.397493315195604,0.0429983313255482,0.009874470285262208,OPTIMAL,12096
5,22,110,5.0,1457.178,4.387951913543736,0.04337302547117261,0.009983251907393652,OPTIMAL,72729
6,22,110,5.0,16.71,3.585870472421875,0.03484314323252358,0.009812130406914601,OPTIMAL,762
7,22,110,5.0,90.825,5.328576129934933,0.051883207692735134,0.009832523600916437,OPTIMAL,4813
8,22,110,5.0,1801.194,2.361419136915378,0.3552950307779068,0.17710520983768088,Time limit reached,75088
9,22,110,5.0,13.596,5.3574506821002155,0.052698342611832594,0.009934175855778988,OPTIMAL,762
10,22,110,5.0,241.96,2.0931169374023684,0.019690922920156506,0.009496805182640596,OPTIMAL,12657
1,23,115,5.0,76.091,3.009254643542085,0.02960575385269859,0.009935987409504764,OPTIMAL,3992
2,23,115,5.0,439.273,3.3639564519681846,0.03270833383142602,0.009818642344095498,OPTIMAL,19308
3,23,115,5.0,400.695,6.150088467900773,0.060783346720453935,0.009981984070568632,OPTIMAL,19394
4,23,115,5.0,736.615,4.6313633071927915,0.045823864885385035,0.00999312413771908,OPTIMAL,36709
5,23,115,5.0,1032.851,4.260633793294362,0.04217253884004357,0.009997137888966773,OPTIMAL,50293
6,23,115,5.0,26.293,3.6780389906691457,0.03533643008192122,0.009700608132063571,OPTIMAL,1210
7,23,115,5.0,74.396,5.131105838383593,0.050326970701735974,0.009905365301737296,OPTIMAL,3571
8,23,115,5.0,1800.47,2.390833456618253,0.4240544158873618,0.21560856969971337,Time limit reached,73390
9,23,115,5.0,13.858,5.301264060442235,0.0511083812881683,0.009734641106185857,OPTIMAL,515
10,23,115,5.0,863.609,2.175036125906605,0.021520800057088785,0.009993334989895781,OPTIMAL,46623
1,24,120,5.0,56.519,2.7933726237952254,0.025985453209565357,0.009389887141836419,OPTIMAL,2237
2,24,120,5.0,1158.59,3.482510049977039,0.034130174390297974,0.009897452027233727,OPTIMAL,41795
3,24,120,5.0,155.632,5.824768462631013,0.05714621930740371,0.009908107170776328,OPTIMAL,7522
4,24,120,5.0,316.045,4.512027803014818,0.04366307956506521,0.009771601529285103,OPTIMAL,14940
5,24,120,5.0,1800.246,4.586682765248187,0.08430028899896946,0.01872348460924119,Time limit reached,88603
6,24,120,5.0,22.848,3.896540232509097,0.03747068296533307,0.00970977135402056,OPTIMAL,1415
7,24,120,5.0,431.465,5.441829021885716,0.05378417334179009,0.009982131710786485,OPTIMAL,20454
8,24,120,5.0,1801.801,2.3942356412436028,0.30663106949810626,0.14688177715654485,Time limit reached,69411
9,24,120,5.0,27.88,5.580355562138196,0.05506054838609309,0.009965178012947894,OPTIMAL,1467
10,24,120,5.0,776.147,2.104806905280289,0.02070259081068926,0.00993356746442801,OPTIMAL,39229
1,25,125,5.0,323.485,3.2556069749362564,0.031971483739579476,0.00991783463945889,OPTIMAL,18113
2,25,125,5.0,375.111,3.65929746449191,0.03597616188591024,0.0099290564874926,OPTIMAL,18102
3,25,125,5.0,335.493,5.945514641916456,0.058802825200698905,0.009989078288786602,OPTIMAL,16196
4,25,125,5.0,1800.339,4.884672325565907,0.15446936596877592,0.032655970005551725,Time limit reached,83665
5,25,125,5.0,313.914,4.894533786447226,0.047747667437527674,0.009851407977392562,OPTIMAL,16261
6,25,125,5.0,16.475,3.78635467547559,0.03720770974073906,0.009924313472050347,OPTIMAL,746
7,25,125,5.0,174.633,5.263450191286596,0.05203506065977859,0.009984823575841276,OPTIMAL,7887
8,25,125,5.0,1803.328,2.4856970215150085,0.3865225788512223,0.18413075683254668,Time limit reached,72939
9,25,125,5.0,18.289,5.610723655358916,0.05134791227007085,0.009236273035493988,OPTIMAL,1003
10,25,125,5.0,369.405,2.129746512550934,0.021074795835560156,0.009994346520845762,OPTIMAL,17261
1,26,130,6.0,876.545,3.025581528422717,0.02953333336192765,0.00985742933328495,OPTIMAL,33215
2,26,130,6.0,760.991,3.7070399595975227,0.03652264485900503,0.009950271781133621,OPTIMAL,28137
3,26,130,6.0,285.236,5.998170344082331,0.05765936503503433,0.00970612885632296,OPTIMAL,12386
4,26,130,6.0,1800.392,5.037757043805911,0.19642446013568637,0.04057239545951139,Time limit reached,69715
5,26,130,6.0,1553.361,5.04277457237946,0.0497786017865014,0.00996968595201766,OPTIMAL,66102
6,26,130,6.0,144.207,4.084618122133698,0.04025728079409063,0.0099539290319002,OPTIMAL,5395
7,26,130,6.0,511.069,5.551365819982829,0.05477267410413056,0.009964840520386464,OPTIMAL,20815
8,26,130,6.0,1803.999,2.4904623553541443,0.45173079782856806,0.22157443738048432,Time limit reached,61037
9,26,130,6.0,57.223,5.767390891505263,0.056370731307012534,0.009870518703449245,OPTIMAL,2132
10,26,130,6.0,1803.015,2.0399755865373486,0.06032272010734041,0.03047136249504335,Time limit reached,59942
1,27,135,6.0,260.425,3.10866462066773,0.03053568172733323,0.009920208780417338,OPTIMAL,8973
2,27,135,6.0,875.387,3.613939111182163,0.035775817346537675,0.009998374699156801,OPTIMAL,32075
3,27,135,6.0,823.453,6.377443938471518,0.06305973719860702,0.009986680440809236,OPTIMAL,32700
4,27,135,6.0,999.633,4.816536694787371,0.04757232689077373,0.009975399944486483,OPTIMAL,38395
5,27,135,6.0,1304.425,5.009688064248175,0.049457969375783506,0.009970902242400083,OPTIMAL,50551
6,27,135,6.0,50.234,3.8093869889692282,0.03690603576864859,0.009782961458648968,OPTIMAL,1625
7,27,135,6.0,114.257,5.734069052956908,0.05419554495558465,0.009541681672882076,OPTIMAL,4350
8,27,135,6.0,1804.017,2.2318762692806517,0.42838143577687027,0.23752850732853073,Time limit reached,57074
9,27,135,6.0,39.82,5.795033269275499,0.05187134898824386,0.009031845124375219,OPTIMAL,1122
10,27,135,6.0,865.177,2.082768560879226,0.020477278193086867,0.009929382122206891,OPTIMAL,25241
1,28,140,6.0,831.583,3.021453087549278,0.029887262356359745,0.009990508015792161,OPTIMAL,25221
2,28,140,6.0,1801.163,3.7959262974493706,0.07549551902644724,0.020292144518396203,Time limit reached,56370
3,28,140,6.0,902.045,6.449544719835144,0.06355069666362301,0.009951574716955557,OPTIMAL,32108
4,28,140,6.0,790.503,4.716504057817988,0.04668357292653447,0.009996866705598767,OPTIMAL,27628
5,28,140,6.0,1801.692,5.176891131084282,0.1477209382060174,0.02937282544448444,Time limit reached,52376
6,28,140,6.0,345.087,3.954622037877673,0.03909886350146774,0.009985603905331682,OPTIMAL,6092
7,28,140,6.0,1800.384,5.962622957672978,0.06093820909502057,0.010325561545744029,Time limit reached,31779
8,28,140,6.0,1805.992,2.6111456849869232,0.5201653841651228,0.2487662767366515,Time limit reached,49341
9,28,140,6.0,75.323,6.060032596950799,0.05929819182463891,0.009881822427265421,OPTIMAL,1432
10,28,140,6.0,1802.828,2.0790026229489516,0.08478809793433517,0.04251703960170169,Time limit reached,47212
1,29,145,6.0,315.359,3.255397068719602,0.031449484484656676,0.009754961475938436,OPTIMAL,8631
2,29,145,6.0,738.708,3.784462810142961,0.03745914370240877,0.009997092887286363,OPTIMAL,23149
