seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,1814.714,-310.5848009837663,14.09316522109441,0.04537622310059865,35,Time limit reached,1355
2,4,1860.954,-307.15043048439605,21.14106893030396,0.06882969005435913,33,Time limit reached,1212
3,4,1845.238,-334.3851769902019,6.554153552064861,0.01960061032327671,85,Time limit reached,2897
1,5,1849.139,-294.5096865152069,16.007276455120177,0.054352291921283366,29,Time limit reached,1407
2,5,1853.947,-300.25162084185746,9.926163032155102,0.03305948192493926,59,Time limit reached,2494
3,5,1838.851,-286.8640362499736,13.572354929020491,0.04731284934300209,51,Time limit reached,2260
1,6,1806.26,-149.98408047824245,24.979939421836576,0.16655060551883244,35,Time limit reached,1676
2,6,1907.16,-232.62917987412675,23.18512077780383,0.09966557415690096,33,Time limit reached,1460
3,6,1860.937,-220.56179285994995,15.771625589906279,0.07150660767398088,61,Time limit reached,3168
1,7,1805.691,-259.90875537148656,13.890585864473508,0.05344408596247459,57,Time limit reached,2439
2,7,1819.355,-168.932826964503,12.03736371498914,0.07125532634056074,75,Time limit reached,3702
3,7,1840.676,-144.56204403498094,24.904172786486356,0.17227324746777983,59,Time limit reached,3264
1,8,1873.721,-98.63841698103883,37.23447276745836,0.3774844924226218,49,Time limit reached,2931
2,8,1815.685,-92.7691424799438,19.545958913825274,0.21069461667225187,65,Time limit reached,3722
3,8,1853.837,-123.08540656082498,21.103160709746888,0.17145136291456586,45,Time limit reached,2410
