seed,dimension,p,k,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,15,75,3.0,1.373,2.8156085839248965,0.025855870907991463,0.009268158710751932,OPTIMAL,340
2,15,75,3.0,2.641,2.510955015317064,0.02317843693090449,0.009316928671279848,OPTIMAL,621
3,15,75,3.0,3.523,4.977486303591386,0.04425705430606364,0.008971213797225248,OPTIMAL,843
4,15,75,3.0,13.974,3.570152937436937,0.035317649814142094,0.00999131414632151,OPTIMAL,3361
5,15,75,3.0,8.472,3.0960683648881093,0.02951166064956956,0.009623712683603427,OPTIMAL,2000
6,15,75,3.0,0.244,3.274959746910336,0.026711402044313104,0.008223325068888733,OPTIMAL,51
7,15,75,3.0,2.87,4.4719289037401655,0.04203438849942476,0.009488801224229695,OPTIMAL,712
8,15,75,3.0,45.089,2.287455683965412,0.02263696244683011,0.009995043855718316,OPTIMAL,9121
9,15,75,3.0,0.157,4.3133398005811046,0.03937026984845282,0.009211640271498121,OPTIMAL,35
10,15,75,3.0,0.64,2.391722770462672,0.014534158879838,0.0061140116560463136,OPTIMAL,146
1,16,80,4.0,13.323,2.6633825943920137,0.025395694687395665,0.009626922214905345,OPTIMAL,3032
2,16,80,4.0,7.432,2.346449784313559,0.023058635059636234,0.009924560084099796,OPTIMAL,1535
3,16,80,4.0,15.964,5.091732867438444,0.04968832467326578,0.009854796849139993,OPTIMAL,3397
4,16,80,4.0,12.222,3.5972405325105408,0.03541232609419964,0.009942176893991475,OPTIMAL,2495
5,16,80,4.0,58.95,3.63769637900974,0.0358889423551485,0.009964147996896426,OPTIMAL,12310
6,16,80,4.0,0.48,3.452723946379324,0.0232165890065672,0.006769657151093776,OPTIMAL,101
7,16,80,4.0,12.195,4.703793852904876,0.04594187837750763,0.009863318677526102,OPTIMAL,2519
8,16,80,4.0,1383.885,2.133833155360607,0.021126882538032632,0.0099999147111951,OPTIMAL,219949
9,16,80,4.0,0.449,4.506263132840163,0.044250479052156066,0.009917156782285188,OPTIMAL,75
10,16,80,4.0,4.843,1.9988265865273447,0.019429596908928204,0.009815917176207183,OPTIMAL,1054
1,17,85,4.0,2.462,2.3474422755205793,0.02030474911365099,0.008725203767824272,OPTIMAL,546
