seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,3.589,-12.113849111290794,0.11985767181228901,0.009894268181083325,87,Optimal (tolerance reached),1199
2,4,1.314,-13.818306679619157,0.13716411214297253,0.009926260526934034,35,Optimal (tolerance reached),402
3,4,2.702,-17.10798268588117,0.1675844454419817,0.009795687108117391,55,Optimal (tolerance reached),837
1,5,7.982,-16.024791442388214,0.15926910613454837,0.009938919124604352,155,Optimal (tolerance reached),2492
2,5,4.177,-16.770924607570954,0.15865009047096734,0.009459829686393521,85,Optimal (tolerance reached),1241
3,5,60.062,-6.397104136500236,0.06377041700564945,0.009968638253329628,975,Optimal (tolerance reached),19257
1,6,326.885,-5.929927997509199,0.05927581008101601,0.009996042128321654,4375,Optimal (tolerance reached),98849
2,6,6.189,-18.577450506583123,0.17378584594647606,0.009354666071369326,99,Optimal (tolerance reached),1623
3,6,159.458,-19.86838673248311,0.19863248295134994,0.009997413762165343,2757,Optimal (tolerance reached),50125
1,7,13.027,-8.400099626621149,0.08181489737418346,0.00973975321850946,191,Optimal (tolerance reached),4197
2,7,21.211,-13.867058401826238,0.1348615006055116,0.009725314244566163,331,Optimal (tolerance reached),6758
3,7,730.991,2.819769498207298,0.027871395817020694,0.00998295596574913,6849,Optimal (tolerance reached),216288
1,8,1800.446,-2.73729785999211,0.23383757511380754,0.08542642674424973,17521,Time limit reached,498051
2,8,51.924,-7.221043200656398,0.07214701365674792,0.009991217563992651,655,Optimal (tolerance reached),16098
3,8,154.608,-13.01830998918282,0.1301132396978879,0.009994633697154367,1757,Optimal (tolerance reached),45902
