seed,num_v,number_nodes,time,lowerBound,upperBound,termination
1,4,8681,445.0,-818.6701241428016,Inf,Time limit reached
1,4,8681,1094.0,-818.6701241428016,Inf,Time limit reached
1,4,8681,1622.0,-814.8354360519237,Inf,Time limit reached
1,4,8681,1931.0,-814.8354360519237,Inf,Time limit reached
1,4,8681,2194.0,-813.8985858607703,Inf,Time limit reached
1,4,8681,2456.0,-813.8985858607703,Inf,Time limit reached
1,4,8681,2677.0,-811.443462253619,Inf,Time limit reached
1,4,8681,2950.0,-811.443462253619,Inf,Time limit reached
1,4,8681,3214.0,-811.1387238456946,Inf,Time limit reached
1,4,8681,3483.0,-811.1387238456946,Inf,Time limit reached
1,4,8681,3754.0,-810.6191833808559,Inf,Time limit reached
1,4,8681,4024.0,-810.6191833808559,Inf,Time limit reached
1,4,8681,4301.0,-810.4622910454664,Inf,Time limit reached
1,4,8681,4971.0,-810.4622910454664,Inf,Time limit reached
1,4,8681,5626.0,-810.1368266211074,Inf,Time limit reached
1,4,8681,6248.0,-810.1368266211074,Inf,Time limit reached
1,4,8681,6878.0,-810.0419342573173,Inf,Time limit reached
1,4,8681,7174.0,-810.0419342573173,Inf,Time limit reached
1,4,8681,7384.0,-809.6361298687983,Inf,Time limit reached
1,4,8681,8024.0,-809.6361298687983,Inf,Time limit reached
1,4,8681,8831.0,-809.0379266530762,Inf,Time limit reached
1,4,8681,9478.0,-809.0379266530762,Inf,Time limit reached
1,4,8681,10044.0,-808.2436076387202,Inf,Time limit reached
1,4,8681,10346.0,-808.2436076387202,Inf,Time limit reached
1,4,8681,10634.0,-807.9099162601242,Inf,Time limit reached
1,4,8681,10910.0,-807.9099162601242,Inf,Time limit reached
1,4,8681,11186.0,-807.3941666811197,Inf,Time limit reached
1,4,8681,11483.0,-807.3941666811197,Inf,Time limit reached
1,4,8681,11751.0,-806.7878292987699,Inf,Time limit reached
1,4,8681,12020.0,-806.7878292987699,Inf,Time limit reached
1,4,8681,12241.0,-804.0444116503597,Inf,Time limit reached
1,4,8681,12856.0,-804.0444116503597,Inf,Time limit reached
1,4,8681,13572.0,-803.9112680821346,Inf,Time limit reached
1,4,8681,14219.0,-803.9112680821346,Inf,Time limit reached
1,4,8681,14955.0,-803.4462893689641,Inf,Time limit reached
1,4,8681,15623.0,-803.4462893689641,Inf,Time limit reached
1,4,8681,16344.0,-803.0402814361926,Inf,Time limit reached
1,4,8681,17054.0,-803.0402814361926,Inf,Time limit reached
1,4,8681,17725.0,-802.7883761057781,Inf,Time limit reached
1,4,8681,18032.0,-802.7883761057781,Inf,Time limit reached
1,4,8681,18287.0,-802.6043128654161,Inf,Time limit reached
1,4,8681,18554.0,-802.6043128654161,Inf,Time limit reached
1,4,8681,18834.0,-802.4600917015555,Inf,Time limit reached
1,4,8681,19102.0,-802.4600917015555,Inf,Time limit reached
1,4,8681,19358.0,-802.4018858015941,Inf,Time limit reached
1,4,8681,19631.0,-802.4018858015941,Inf,Time limit reached
1,4,8681,19890.0,-802.1762020783549,Inf,Time limit reached
1,4,8681,20139.0,-802.1762020783549,Inf,Time limit reached
1,4,8681,20385.0,-801.8967165912256,Inf,Time limit reached
1,4,8681,20633.0,-801.8967165912256,Inf,Time limit reached
1,4,8681,20882.0,-801.8607591751712,Inf,Time limit reached
1,4,8681,21132.0,-801.8607591751712,Inf,Time limit reached
1,4,8681,21405.0,-801.8353078882453,Inf,Time limit reached
1,4,8681,21667.0,-801.8353078882453,Inf,Time limit reached
1,4,8681,21922.0,-801.8113164635757,Inf,Time limit reached
1,4,8681,22170.0,-801.8113164635757,Inf,Time limit reached
1,4,8681,22425.0,-801.6929923936026,Inf,Time limit reached
1,4,8681,22686.0,-801.6929923936026,Inf,Time limit reached
1,4,8681,22946.0,-801.5286737259338,Inf,Time limit reached
1,4,8681,23201.0,-801.5286737259338,Inf,Time limit reached
1,4,8681,23456.0,-801.437398006273,Inf,Time limit reached
1,4,8681,23711.0,-801.437398006273,Inf,Time limit reached
1,4,8681,23958.0,-801.2141187382656,Inf,Time limit reached
1,4,8681,24220.0,-801.2141187382656,Inf,Time limit reached
1,4,8681,24488.0,-801.1451291925993,Inf,Time limit reached
1,4,8681,24735.0,-801.1451291925993,Inf,Time limit reached
1,4,8681,24946.0,-801.128071776513,Inf,Time limit reached
1,4,8681,25611.0,-801.128071776513,Inf,Time limit reached
1,4,8681,26318.0,-800.980332769103,Inf,Time limit reached
1,4,8681,26606.0,-800.980332769103,Inf,Time limit reached
1,4,8681,26854.0,-800.8402887364869,Inf,Time limit reached
1,4,8681,27520.0,-800.8402887364869,Inf,Time limit reached
1,4,8681,28146.0,-800.8051996185342,Inf,Time limit reached
1,4,8681,28805.0,-800.8051996185342,Inf,Time limit reached
1,4,8681,29456.0,-800.7988287426715,Inf,Time limit reached
1,4,8681,29765.0,-800.7988287426715,Inf,Time limit reached
1,4,8681,30015.0,-800.7629458974192,Inf,Time limit reached
1,4,8681,30650.0,-800.7629458974192,Inf,Time limit reached
1,4,8681,31296.0,-800.2032031227517,Inf,Time limit reached
1,4,8681,31926.0,-800.2032031227517,Inf,Time limit reached
1,4,8681,32554.0,-800.1176093664733,Inf,Time limit reached
1,4,8681,33248.0,-800.1176093664733,Inf,Time limit reached
1,4,8681,33878.0,-799.8218321322903,Inf,Time limit reached
1,4,8681,34523.0,-799.8218321322903,Inf,Time limit reached
1,4,8681,35151.0,-799.6573415253952,Inf,Time limit reached
1,4,8681,35763.0,-799.6573415253952,Inf,Time limit reached
1,4,8681,36467.0,-798.6197901415466,Inf,Time limit reached
1,4,8681,36777.0,-798.6197901415466,Inf,Time limit reached
1,4,8681,37035.0,-798.4956895478555,Inf,Time limit reached
1,4,8681,37311.0,-798.4956895478555,Inf,Time limit reached
1,4,8681,37588.0,-798.3887001396132,Inf,Time limit reached
1,4,8681,37857.0,-798.3887001396132,Inf,Time limit reached
1,4,8681,38114.0,-798.2553634749706,Inf,Time limit reached
1,4,8681,38390.0,-798.2553634749706,Inf,Time limit reached
1,4,8681,38660.0,-798.153500822386,Inf,Time limit reached
1,4,8681,38942.0,-798.153500822386,Inf,Time limit reached
1,4,8681,39210.0,-798.0438641236078,Inf,Time limit reached
1,4,8681,39491.0,-798.0438641236078,Inf,Time limit reached
1,4,8681,39747.0,-797.8927056388278,Inf,Time limit reached
1,4,8681,40022.0,-797.8927056388278,Inf,Time limit reached
1,4,8681,40290.0,-797.7710622989265,Inf,Time limit reached
1,4,8681,40558.0,-797.7710622989265,Inf,Time limit reached
1,4,8681,40826.0,-797.7565240148267,Inf,Time limit reached
1,4,8681,41460.0,-797.7565240148267,Inf,Time limit reached
1,4,8681,42093.0,-797.7421269630835,Inf,Time limit reached
1,4,8681,42360.0,-797.7421269630835,Inf,Time limit reached
1,4,8681,42602.0,-797.7384050741466,Inf,Time limit reached
1,4,8681,43253.0,-797.7384050741466,Inf,Time limit reached
1,4,8681,43898.0,-797.649142883862,Inf,Time limit reached
1,4,8681,44193.0,-797.649142883862,Inf,Time limit reached
1,4,8681,44440.0,-797.416223618559,Inf,Time limit reached
1,4,8681,45058.0,-797.416223618559,Inf,Time limit reached
1,4,8681,45686.0,-797.4095168876428,Inf,Time limit reached
1,4,8681,45994.0,-797.4095168876428,Inf,Time limit reached
1,4,8681,46255.0,-797.3098113254862,Inf,Time limit reached
1,4,8681,46528.0,-797.3098113254862,Inf,Time limit reached
1,4,8681,46783.0,-797.1917992917568,Inf,Time limit reached
1,4,8681,47383.0,-797.1917992917568,Inf,Time limit reached
1,4,8681,47996.0,-797.1908307517731,Inf,Time limit reached
1,4,8681,48257.0,-797.1908307517731,Inf,Time limit reached
1,4,8681,48526.0,-797.1707750579932,Inf,Time limit reached
1,4,8681,48799.0,-797.1707750579932,Inf,Time limit reached
1,4,8681,49059.0,-797.1088086935986,Inf,Time limit reached
1,4,8681,49328.0,-797.1088086935986,Inf,Time limit reached
1,4,8681,49597.0,-797.0357279640892,Inf,Time limit reached
1,4,8681,49876.0,-797.0357279640892,Inf,Time limit reached
1,4,8681,50145.0,-796.9185925644015,Inf,Time limit reached
1,4,8681,50413.0,-796.9185925644015,Inf,Time limit reached
1,4,8681,50676.0,-796.9003122399643,Inf,Time limit reached
1,4,8681,50948.0,-796.9003122399643,Inf,Time limit reached
1,4,8681,51228.0,-796.8414664424928,Inf,Time limit reached
1,4,8681,51483.0,-796.8414664424928,Inf,Time limit reached
1,4,8681,51744.0,-796.8197072689962,Inf,Time limit reached
1,4,8681,52440.0,-796.8197072689962,Inf,Time limit reached
1,4,8681,53098.0,-796.738780527809,Inf,Time limit reached
1,4,8681,53382.0,-796.738780527809,Inf,Time limit reached
1,4,8681,53633.0,-796.6113777065915,Inf,Time limit reached
1,4,8681,53899.0,-796.6113777065915,Inf,Time limit reached
1,4,8681,54167.0,-796.5878485773048,Inf,Time limit reached
1,4,8681,54799.0,-796.5878485773048,Inf,Time limit reached
1,4,8681,55477.0,-796.5310239142357,Inf,Time limit reached
1,4,8681,55738.0,-796.5310239142357,Inf,Time limit reached
1,4,8681,55992.0,-796.5122089287963,Inf,Time limit reached
1,4,8681,56246.0,-796.5122089287963,Inf,Time limit reached
1,4,8681,56500.0,-796.5051383337027,Inf,Time limit reached
1,4,8681,56785.0,-796.5051383337027,Inf,Time limit reached
1,4,8681,57051.0,-796.4398255073185,Inf,Time limit reached
1,4,8681,57299.0,-796.4398255073185,Inf,Time limit reached
1,4,8681,57553.0,-796.4253065581497,Inf,Time limit reached
1,4,8681,57826.0,-796.4253065581497,Inf,Time limit reached
1,4,8681,58067.0,-796.3537444206578,Inf,Time limit reached
1,4,8681,58323.0,-796.3537444206578,Inf,Time limit reached
1,4,8681,58604.0,-796.2192169695139,Inf,Time limit reached
1,4,8681,59220.0,-796.2192169695139,Inf,Time limit reached
1,4,8681,59864.0,-796.1886179584459,Inf,Time limit reached
1,4,8681,60179.0,-796.1886179584459,Inf,Time limit reached
1,4,8681,60441.0,-796.169626434631,Inf,Time limit reached
1,4,8681,60696.0,-796.169626434631,Inf,Time limit reached
1,4,8681,60950.0,-796.1058135764255,Inf,Time limit reached
1,4,8681,61199.0,-796.1058135764255,Inf,Time limit reached
1,4,8681,61472.0,-796.0745163335931,Inf,Time limit reached
1,4,8681,61746.0,-796.0745163335931,Inf,Time limit reached
1,4,8681,62000.0,-795.989593446053,Inf,Time limit reached
1,4,8681,62261.0,-795.989593446053,Inf,Time limit reached
1,4,8681,62522.0,-795.90708063282,Inf,Time limit reached
1,4,8681,62784.0,-795.90708063282,Inf,Time limit reached
1,4,8681,63034.0,-795.8616943031267,Inf,Time limit reached
1,4,8681,63289.0,-795.8616943031267,Inf,Time limit reached
1,4,8681,63563.0,-795.7885048730401,Inf,Time limit reached
1,4,8681,63830.0,-795.7885048730401,Inf,Time limit reached
1,4,8681,64085.0,-795.7430771993238,Inf,Time limit reached
1,4,8681,64766.0,-795.7430771993238,Inf,Time limit reached
1,4,8681,65278.0,-795.6237775889263,Inf,Time limit reached
1,4,8681,65555.0,-795.6237775889263,Inf,Time limit reached
1,4,8681,65825.0,-795.6032119207999,Inf,Time limit reached
1,4,8681,66090.0,-795.6032119207999,Inf,Time limit reached
1,4,8681,66348.0,-795.6002160282454,Inf,Time limit reached
1,4,8681,66625.0,-795.6002160282454,Inf,Time limit reached
1,4,8681,66901.0,-795.5972038038591,Inf,Time limit reached
1,4,8681,67152.0,-795.5972038038591,Inf,Time limit reached
1,4,8681,67410.0,-795.5108973837239,Inf,Time limit reached
1,4,8681,67673.0,-795.5108973837239,Inf,Time limit reached
1,4,8681,67924.0,-795.4820939892462,Inf,Time limit reached
1,4,8681,68188.0,-795.4820939892462,Inf,Time limit reached
1,4,8681,68452.0,-795.4689757270287,Inf,Time limit reached
1,4,8681,68703.0,-795.4689757270287,Inf,Time limit reached
1,4,8681,68965.0,-795.4288537746892,Inf,Time limit reached
1,4,8681,69247.0,-795.4288537746892,Inf,Time limit reached
1,4,8681,69509.0,-795.396643508482,Inf,Time limit reached
1,4,8681,69758.0,-795.396643508482,Inf,Time limit reached
1,4,8681,70007.0,-795.3813227870195,Inf,Time limit reached
1,4,8681,70269.0,-795.3813227870195,Inf,Time limit reached
1,4,8681,70530.0,-795.3570385422452,Inf,Time limit reached
1,4,8681,71194.0,-795.3570385422452,Inf,Time limit reached
1,4,8681,71873.0,-795.35229991349,Inf,Time limit reached
1,4,8681,72153.0,-795.35229991349,Inf,Time limit reached
1,4,8681,72414.0,-795.350796151295,Inf,Time limit reached
1,4,8681,72681.0,-795.350796151295,Inf,Time limit reached
1,4,8681,72936.0,-795.3170258431979,Inf,Time limit reached
1,4,8681,73599.0,-795.3170258431979,Inf,Time limit reached
1,4,8681,74220.0,-795.1381392406114,Inf,Time limit reached
1,4,8681,74481.0,-795.1381392406114,Inf,Time limit reached
1,4,8681,74742.0,-795.1211606878732,Inf,Time limit reached
1,4,8681,75009.0,-795.1211606878732,Inf,Time limit reached
1,4,8681,75257.0,-795.1018384555942,Inf,Time limit reached
1,4,8681,75875.0,-795.1018384555942,Inf,Time limit reached
1,4,8681,76519.0,-795.049348417506,Inf,Time limit reached
1,4,8681,77191.0,-795.049348417506,Inf,Time limit reached
1,4,8681,77837.0,-795.0380493727845,Inf,Time limit reached
1,4,8681,78091.0,-795.0380493727845,Inf,Time limit reached
1,4,8681,78345.0,-794.9632121010189,Inf,Time limit reached
1,4,8681,78613.0,-794.9632121010189,Inf,Time limit reached
1,4,8681,78868.0,-794.9621184562851,Inf,Time limit reached
1,4,8681,79155.0,-794.9621184562851,Inf,Time limit reached
1,4,8681,79409.0,-794.951127145845,Inf,Time limit reached
1,4,8681,79691.0,-794.951127145845,Inf,Time limit reached
1,4,8681,79953.0,-794.9346387686153,Inf,Time limit reached
1,4,8681,80216.0,-794.9346387686153,Inf,Time limit reached
1,4,8681,80491.0,-794.9268337504467,Inf,Time limit reached
1,4,8681,80752.0,-794.9268337504467,Inf,Time limit reached
1,4,8681,81012.0,-794.9132362231912,Inf,Time limit reached
1,4,8681,81279.0,-794.9132362231912,Inf,Time limit reached
1,4,8681,81533.0,-794.8749244562061,Inf,Time limit reached
1,4,8681,82199.0,-794.8749244562061,Inf,Time limit reached
1,4,8681,82810.0,-794.8380891894424,Inf,Time limit reached
1,4,8681,83484.0,-794.8380891894424,Inf,Time limit reached
1,4,8681,84113.0,-794.8222737712277,Inf,Time limit reached
1,4,8681,84756.0,-794.8222737712277,Inf,Time limit reached
1,4,8681,85397.0,-794.7827809443604,Inf,Time limit reached
1,4,8681,85666.0,-794.7827809443604,Inf,Time limit reached
1,4,8681,85914.0,-794.7721471085096,Inf,Time limit reached
1,4,8681,86188.0,-794.7721471085096,Inf,Time limit reached
1,4,8681,86455.0,-794.7680840670625,Inf,Time limit reached
1,4,8681,87088.0,-794.7680840670625,Inf,Time limit reached
1,4,8681,87716.0,-794.6625478268897,Inf,Time limit reached
1,4,8681,88017.0,-794.6625478268897,Inf,Time limit reached
1,4,8681,88265.0,-794.6401100513312,Inf,Time limit reached
1,4,8681,88539.0,-794.6401100513312,Inf,Time limit reached
1,4,8681,88802.0,-794.6144096070356,Inf,Time limit reached
1,4,8681,89419.0,-794.6144096070356,Inf,Time limit reached
1,4,8681,90080.0,-794.5902731718619,Inf,Time limit reached
1,4,8681,90382.0,-794.5902731718619,Inf,Time limit reached
1,4,8681,90644.0,-794.5898855210804,Inf,Time limit reached
1,4,8681,91297.0,-794.5898855210804,Inf,Time limit reached
1,4,8681,91942.0,-794.5373580973354,Inf,Time limit reached
1,4,8681,92256.0,-794.5373580973354,Inf,Time limit reached
1,4,8681,92511.0,-794.5179365113501,Inf,Time limit reached
1,4,8681,92773.0,-794.5179365113501,Inf,Time limit reached
1,4,8681,93041.0,-794.5165466094772,Inf,Time limit reached
1,4,8681,93316.0,-794.5165466094772,Inf,Time limit reached
1,4,8681,93571.0,-794.4755511873846,Inf,Time limit reached
1,4,8681,94265.0,-794.4755511873846,Inf,Time limit reached
1,4,8681,94895.0,-794.4251704793863,Inf,Time limit reached
1,4,8681,95158.0,-794.4251704793863,Inf,Time limit reached
1,4,8681,95414.0,-794.3924031899473,Inf,Time limit reached
1,4,8681,96095.0,-794.3924031899473,Inf,Time limit reached
1,4,8681,96722.0,-794.3889568272597,Inf,Time limit reached
1,4,8681,97022.0,-794.3889568272597,Inf,Time limit reached
1,4,8681,97282.0,-794.3391747136661,Inf,Time limit reached
1,4,8681,97562.0,-794.3391747136661,Inf,Time limit reached
1,4,8681,97829.0,-794.3335528196677,Inf,Time limit reached
1,4,8681,98097.0,-794.3335528196677,Inf,Time limit reached
1,4,8681,98365.0,-794.3233537681961,Inf,Time limit reached
1,4,8681,98982.0,-794.3233537681961,Inf,Time limit reached
1,4,8681,99624.0,-794.2828686234485,Inf,Time limit reached
1,4,8681,99953.0,-794.2828686234485,Inf,Time limit reached
1,4,8681,100213.0,-794.2674749072646,Inf,Time limit reached
1,4,8681,100899.0,-794.2674749072646,Inf,Time limit reached
1,4,8681,101551.0,-794.1607842918864,Inf,Time limit reached
1,4,8681,101811.0,-794.1607842918864,Inf,Time limit reached
1,4,8681,102066.0,-794.1568635297671,Inf,Time limit reached
1,4,8681,102707.0,-794.1568635297671,Inf,Time limit reached
1,4,8681,103373.0,-794.1203312764616,Inf,Time limit reached
1,4,8681,104073.0,-794.1203312764616,Inf,Time limit reached
1,4,8681,104738.0,-794.1163076111665,Inf,Time limit reached
1,4,8681,105387.0,-794.1163076111665,Inf,Time limit reached
1,4,8681,106084.0,-794.112089699393,Inf,Time limit reached
1,4,8681,106394.0,-794.112089699393,Inf,Time limit reached
1,4,8681,106670.0,-794.0859913342458,Inf,Time limit reached
1,4,8681,106934.0,-794.0859913342458,Inf,Time limit reached
1,4,8681,107185.0,-794.0848549153322,Inf,Time limit reached
1,4,8681,107460.0,-794.0848549153322,Inf,Time limit reached
1,4,8681,107724.0,-794.0631979181181,Inf,Time limit reached
1,4,8681,108002.0,-794.0631979181181,Inf,Time limit reached
1,4,8681,108279.0,-794.026681247934,Inf,Time limit reached
1,4,8681,108551.0,-794.026681247934,Inf,Time limit reached
1,4,8681,108828.0,-794.0258840679994,Inf,Time limit reached
1,4,8681,109092.0,-794.0258840679994,Inf,Time limit reached
1,4,8681,109351.0,-794.024047779471,Inf,Time limit reached
1,4,8681,109623.0,-794.024047779471,Inf,Time limit reached
1,4,8681,109866.0,-793.9483068038896,Inf,Time limit reached
1,4,8681,110545.0,-793.9483068038896,Inf,Time limit reached
1,4,8681,111195.0,-793.9140197055766,Inf,Time limit reached
1,4,8681,111836.0,-793.9140197055766,Inf,Time limit reached
1,4,8681,112450.0,-793.8892743660123,Inf,Time limit reached
1,4,8681,113128.0,-793.8892743660123,Inf,Time limit reached
1,4,8681,113772.0,-793.8251674734812,Inf,Time limit reached
1,4,8681,114416.0,-793.8251674734812,Inf,Time limit reached
1,4,8681,115061.0,-793.7964831620876,Inf,Time limit reached
1,4,8681,115358.0,-793.7964831620876,Inf,Time limit reached
1,4,8681,115640.0,-793.7059320373393,Inf,Time limit reached
1,4,8681,116291.0,-793.7059320373393,Inf,Time limit reached
1,4,8681,116937.0,-793.7003719026977,Inf,Time limit reached
1,4,8681,117219.0,-793.7003719026977,Inf,Time limit reached
1,4,8681,117486.0,-793.6620499011581,Inf,Time limit reached
1,4,8681,117752.0,-793.6620499011581,Inf,Time limit reached
1,4,8681,118000.0,-793.636407995619,Inf,Time limit reached
1,4,8681,118666.0,-793.636407995619,Inf,Time limit reached
1,4,8681,119279.0,-793.572269325834,Inf,Time limit reached
1,4,8681,119569.0,-793.572269325834,Inf,Time limit reached
1,4,8681,119825.0,-793.5676841878008,Inf,Time limit reached
1,4,8681,120085.0,-793.5676841878008,Inf,Time limit reached
1,4,8681,120359.0,-793.554044401032,Inf,Time limit reached
1,4,8681,120614.0,-793.554044401032,Inf,Time limit reached
1,4,8681,120884.0,-793.4794451715511,Inf,Time limit reached
1,4,8681,121146.0,-793.4794451715511,Inf,Time limit reached
1,4,8681,121402.0,-793.4654150005664,Inf,Time limit reached
1,4,8681,122051.0,-793.4654150005664,Inf,Time limit reached
1,4,8681,122722.0,-793.4281546141543,Inf,Time limit reached
1,4,8681,122982.0,-793.4281546141543,Inf,Time limit reached
1,4,8681,123237.0,-793.4189012464674,Inf,Time limit reached
1,4,8681,123512.0,-793.4189012464674,Inf,Time limit reached
1,4,8681,123781.0,-793.3758507535722,Inf,Time limit reached
1,4,8681,124037.0,-793.3758507535722,Inf,Time limit reached
1,4,8681,124294.0,-793.1563066829477,Inf,Time limit reached
1,4,8681,124575.0,-793.1563066829477,Inf,Time limit reached
1,4,8681,124837.0,-793.1464576943399,Inf,Time limit reached
1,4,8681,125104.0,-793.1464576943399,Inf,Time limit reached
1,4,8681,125359.0,-793.0590267142617,Inf,Time limit reached
1,4,8681,125621.0,-793.0590267142617,Inf,Time limit reached
1,4,8681,125890.0,-793.0454377418849,Inf,Time limit reached
1,4,8681,126178.0,-793.0454377418849,Inf,Time limit reached
1,4,8681,126433.0,-792.9190754318075,Inf,Time limit reached
1,4,8681,126707.0,-792.9190754318075,Inf,Time limit reached
1,4,8681,126974.0,-792.8116827739533,Inf,Time limit reached
1,4,8681,127229.0,-792.8116827739533,Inf,Time limit reached
1,4,8681,127482.0,-792.782579682159,Inf,Time limit reached
1,4,8681,127735.0,-792.782579682159,Inf,Time limit reached
1,4,8681,127957.0,-792.758081654069,Inf,Time limit reached
1,4,8681,128218.0,-792.758081654069,Inf,Time limit reached
1,4,8681,128472.0,-792.6954073134399,Inf,Time limit reached
1,4,8681,129108.0,-792.6954073134399,Inf,Time limit reached
1,4,8681,129754.0,-792.6038818851731,Inf,Time limit reached
1,4,8681,130006.0,-792.6038818851731,Inf,Time limit reached
1,4,8681,130262.0,-792.5652301856259,Inf,Time limit reached
1,4,8681,130543.0,-792.5652301856259,Inf,Time limit reached
1,4,8681,130805.0,-792.5310124098876,Inf,Time limit reached
1,4,8681,131065.0,-792.5310124098876,Inf,Time limit reached
1,4,8681,131332.0,-792.5040487425712,Inf,Time limit reached
1,4,8681,131580.0,-792.5040487425712,Inf,Time limit reached
1,4,8681,131833.0,-792.4897250535416,Inf,Time limit reached
1,4,8681,132100.0,-792.4897250535416,Inf,Time limit reached
1,4,8681,132356.0,-792.4855400508147,Inf,Time limit reached
1,4,8681,132616.0,-792.4855400508147,Inf,Time limit reached
1,4,8681,132871.0,-792.4574087178487,Inf,Time limit reached
1,4,8681,133125.0,-792.4574087178487,Inf,Time limit reached
1,4,8681,133380.0,-792.387906286916,Inf,Time limit reached
1,4,8681,133635.0,-792.387906286916,Inf,Time limit reached
1,4,8681,133902.0,-792.3477495024623,Inf,Time limit reached
1,4,8681,134530.0,-792.3477495024623,Inf,Time limit reached
1,4,8681,135208.0,-792.3431535283172,Inf,Time limit reached
1,4,8681,135903.0,-792.3431535283172,Inf,Time limit reached
1,4,8681,136606.0,-792.3411513311809,Inf,Time limit reached
1,4,8681,136858.0,-792.3411513311809,Inf,Time limit reached
1,4,8681,137123.0,-792.3283970352111,Inf,Time limit reached
1,4,8681,137401.0,-792.3283970352111,Inf,Time limit reached
1,4,8681,137660.0,-792.3172498542073,Inf,Time limit reached
1,4,8681,137946.0,-792.3172498542073,Inf,Time limit reached
1,4,8681,138212.0,-792.2575015783857,Inf,Time limit reached
1,4,8681,138886.0,-792.2575015783857,Inf,Time limit reached
1,4,8681,139543.0,-792.1877935797097,Inf,Time limit reached
1,4,8681,139820.0,-792.1877935797097,Inf,Time limit reached
1,4,8681,140071.0,-792.1624498443401,Inf,Time limit reached
