seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size,node_level
2,20,Inf,0.8,75,5287.0,1261319048,-5030.079278724683,-4964.511427594737,14.0,3,11,1,0,1
2,20,Inf,0.8,75,5287.0,1261319048,-5030.079278724683,-4964.511427594737,301.0,5,51,17,0,2
2,20,Inf,0.8,75,5287.0,1261319048,-5025.717324594471,-4964.511427594737,577.0,7,91,22,0,2
2,20,Inf,0.8,75,5287.0,1261319048,-5025.717324594471,-4964.511427594737,723.0,9,122,11,0,3
2,20,Inf,0.8,75,5287.0,1261319048,-5025.717309256127,-4964.511427594737,1001.0,11,162,22,0,3
2,20,Inf,0.8,75,5287.0,1261319048,-5025.717309256127,-4964.511427594737,1121.0,13,202,18,2,3
2,20,Inf,0.8,75,5287.0,1261319048,-5022.437462180651,-4964.511427594737,1233.0,15,239,19,0,3
2,20,Inf,0.8,75,5287.0,1261319048,-5022.437462180651,-4964.511427594737,1409.0,17,274,13,1,4
2,20,Inf,0.8,75,5287.0,1261319048,-5021.679891804582,-4964.511427594737,1484.0,19,306,18,1,4
2,20,Inf,0.8,75,5287.0,1261319048,-5021.679891804582,-4964.511427594737,1556.0,21,337,7,9,4
2,20,Inf,0.8,75,5287.0,1261319048,-5021.360995532775,-4964.511427594737,1658.0,23,372,12,2,4
2,20,Inf,0.8,75,5287.0,1261319048,-5021.360995532775,-4964.511427594737,1795.0,25,408,14,2,4
2,20,Inf,0.8,75,5287.0,1261319048,-5020.2913081523775,-4964.511427594737,1901.0,27,450,10,1,4
2,20,Inf,0.8,75,5287.0,1261319048,-5020.2913081523775,-4964.511427594737,2055.0,29,478,9,0,4
2,20,Inf,0.8,75,5287.0,1261319048,-5019.048278704602,-4964.511427594737,2606.0,31,518,7,0,4
2,20,Inf,0.8,75,5287.0,1261319048,-5019.048278704602,-4964.511427594737,2702.0,33,552,12,2,5
2,20,Inf,0.8,75,5287.0,1261319048,-5018.703943808573,-4964.511427594737,2779.0,35,577,11,1,5
2,20,Inf,0.8,75,5287.0,1261319048,-5018.703943808573,-4964.511427594737,2862.0,37,608,12,0,5
2,20,Inf,0.8,75,5287.0,1261319048,-5017.860793876266,-4964.511427594737,3012.0,39,633,16,2,5
2,20,Inf,0.8,75,5287.0,1261319048,-5017.860793876266,-4964.511427594737,3210.0,41,667,9,2,5
2,20,Inf,0.8,75,5287.0,1261319048,-5017.697413515137,-4964.511427594737,3331.0,43,697,7,5,5
2,20,Inf,0.8,75,5287.0,1261319048,-5017.697413515137,-4964.511427594737,3467.0,45,726,7,4,5
2,20,Inf,0.8,75,5287.0,1261319048,-5017.231114141044,-4964.511427594737,3530.0,47,762,17,2,5
2,20,Inf,0.8,75,5287.0,1261319048,-5017.231114141044,-4964.511427594737,3601.0,49,793,17,5,5
2,20,Inf,0.8,75,5287.0,1261319048,-5016.908943135013,-4964.511427594737,3748.0,51,806,8,5,5
2,20,Inf,0.8,75,5287.0,1261319048,-5016.908943135013,-4964.511427594737,3846.0,53,839,11,2,5
2,20,Inf,0.8,75,5287.0,1261319048,-5016.490145202617,-4964.511427594737,3945.0,55,880,7,2,5
2,20,Inf,0.8,75,5287.0,1261319048,-5016.490145202617,-4964.511427594737,4069.0,57,914,7,6,5
2,20,Inf,0.8,75,5287.0,1261319048,-5015.461330492591,-4964.511427594737,4163.0,59,948,11,3,5
2,20,Inf,0.8,75,5287.0,1261319048,-5015.461330492591,-4964.511427594737,4219.0,61,980,13,1,6
2,20,Inf,0.8,75,5287.0,1261319048,-5014.7970029851895,-4964.511427594737,4762.0,63,1008,21,2,6
2,20,Inf,0.8,75,5287.0,1261319048,-5014.7970029851895,-4964.511427594737,4870.0,65,1038,18,1,6
2,20,Inf,0.8,75,5287.0,1261319048,-5014.70713560687,-4964.511427594737,4941.0,67,1073,4,3,6
2,20,Inf,0.8,75,5287.0,1261319048,-5014.70713560687,-4964.511427594737,5007.0,69,1100,6,2,6
2,20,Inf,0.8,75,5287.0,1261319048,-5014.45000163457,-4964.511427594737,5103.0,71,1135,12,0,6
2,20,Inf,0.8,75,5287.0,1261319048,-5014.45000163457,-4964.511427594737,5195.0,73,1171,10,3,6
2,20,Inf,0.8,75,5287.0,1261319048,-5014.022288011786,-4964.511427594737,5287.0,75,1201,15,6,6
