seed;dimension;var_A;p;k;M;time;x;solution;dual_gap;rel_dual_gap;termination;ncalls
1;5;1;25;5.0;0.1;25.197;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03902221680378037, 0.0, -0.0417208658538556, 0.0, 0.0, 0.0, 0.0, -0.03481062190013456, 0.0, -0.036800947254788365, 0.04878194806801483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.653897246423264;0.00642347759095363;0.009920830619189533;OPTIMAL;13108
1;5;5;25;5.0;0.1;16.017;[0.0, 0.0, 0.0, -0.06890923175794689, 0.0, 0.0, -0.07829738783670534, 0.0, -0.08207627648333192, 0.0, 0.0, 0.0, 0.0, -0.062352083359686616, 0.0, 0.0, 0.09637503107981257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.3507216199955216;0.003397439245553524;0.009781752707852134;OPTIMAL;7963
1;5;1;25;5.0;1.0;1444.078;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03902222767058964, 0.0, -0.0417208714915104, 0.0, 0.0, 0.0, 0.0, -0.03481060284184142, 0.0, -0.036800932203128196, 0.04878196073756607, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.6538972464232611;0.006472995873710641;0.009998074474683632;OPTIMAL;709621
1;5;5;25;5.0;1.0;1800.168;[0.0, 0.0, 0.0, -0.07064405590541645, 0.0, 0.0, -0.08499956058557218, 0.0, -0.08017237787186074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09102770846904043, 0.0, 0.0, 0.061879810634694055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.3523993539439662;0.010803102945885545;0.03162535570668849;Time limit reached;872501
2;5;1;25;5.0;0.1;0.046;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, -0.1, 0.0, 0.0, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.5150083111257999;0.003938717639458411;0.007706812711337081;OPTIMAL;22
2;5;5;25;5.0;0.1;0.314;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.1, -0.1, 0.0, 0.0, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.13744112423431368;2.4293581738776826e-6;1.7675940360660643e-5;OPTIMAL;168
2;5;1;25;5.0;1.0;123.662;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3829619452569307, -0.3309739229171069, 0.0, 0.0, 0.26139563850096503, 0.275090952828273, 0.3334008602537675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.3660217199680986;0.003587356642564543;0.00989794844409503;OPTIMAL;66137
2;5;5;25;5.0;1.0;274.114;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.22326507320258718, -0.18064800302612408, 0.0, 0.0, 0.12558685694642005, 0.1628229940609395, 0.2075438616952733, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.06958437127924136;0.000669410965611808;0.009713579788268648;OPTIMAL;114308
3;5;1;25;5.0;0.1;3.6;[0.0, 0.0, 0.0, -0.038115728175849475, -0.03254077563211416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04790437130438656, 0.0, 0.0, 0.049024107889810875, 0.0, 0.031109239418461332, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0];0.654847813553246;0.00640849388108633;0.009882950781464579;OPTIMAL;1905
3;5;5;25;5.0;0.1;7.666;[0.0, 0.0, 0.0, -0.070555253626354, -0.06746612950711987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10000000000000002, 0.0, 0.0, 0.06909735817329386, 0.0, 0.07020098155101472, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0];0.36138332348683605;0.0034562309504778677;0.009656242912449507;OPTIMAL;4078
