seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
3,7,1504.0,-6.89598800071143,-5.729821667573291,Optimal (tolerance reached),32,0,0,7,1
3,7,2719.0,-6.89598800071143,-5.729821667573291,Optimal (tolerance reached),56,1,0,6,2
3,7,2873.0,-6.764628328936518,-5.729821667573291,Optimal (tolerance reached),80,1,0,12,1
3,7,3009.0,-6.764628328936518,-5.729821667573291,Optimal (tolerance reached),101,1,0,8,2
3,7,3170.0,-6.7549961964026455,-5.729821667573291,Optimal (tolerance reached),123,1,0,14,4
3,7,3324.0,-6.7549961964026455,-5.729821667573291,Optimal (tolerance reached),147,1,0,14,2
3,7,3476.0,-6.6392640227849,-5.729821667573291,Optimal (tolerance reached),171,1,0,11,4
3,7,3610.0,-6.6392640227849,-5.729821667573291,Optimal (tolerance reached),192,2,0,11,3
3,7,3790.0,-6.63018580940756,-5.729821667573291,Optimal (tolerance reached),219,2,0,21,2
3,7,3934.0,-6.63018580940756,-5.729821667573291,Optimal (tolerance reached),242,2,0,15,6
3,7,4078.0,-6.605464384433142,-5.729821667573291,Optimal (tolerance reached),265,2,0,10,1
3,7,4231.0,-6.605464384433142,-5.729821667573291,Optimal (tolerance reached),290,2,0,13,3
3,7,4377.0,-6.594345130598303,-5.729821667573291,Optimal (tolerance reached),312,3,0,17,1
3,7,4523.0,-6.594345130598303,-5.729821667573291,Optimal (tolerance reached),335,2,0,16,3
3,7,4679.0,-6.533778358699257,-5.729821667573291,Optimal (tolerance reached),360,3,0,14,2
3,7,4812.0,-6.533778358699257,-5.729822051497852,Optimal (tolerance reached),381,1,0,8,1
3,7,4966.0,-6.525507655437275,-5.729822051497852,Optimal (tolerance reached),405,1,0,15,3
3,7,5107.0,-6.525507655437275,-5.729822051497852,Optimal (tolerance reached),427,1,0,9,2
3,7,5275.0,-6.496728370986179,-5.729822051497852,Optimal (tolerance reached),454,1,0,11,2
3,7,5413.0,-6.496728370986179,-5.729822051497852,Optimal (tolerance reached),476,1,0,6,3
3,7,5560.0,-6.488407726679445,-5.729822051497852,Optimal (tolerance reached),499,3,0,8,1
3,7,5716.0,-6.488407726679445,-5.729822051497852,Optimal (tolerance reached),522,1,0,8,4
3,7,5860.0,-6.455839338586508,-5.729822051497852,Optimal (tolerance reached),545,4,0,5,0
3,7,6007.0,-6.455839338586508,-5.729822051497852,Optimal (tolerance reached),568,1,0,13,7
3,7,6159.0,-6.447232407570785,-5.729822051497852,Optimal (tolerance reached),593,5,0,10,1
3,7,6290.0,-6.447232407570785,-5.729822051497852,Optimal (tolerance reached),613,1,0,11,2
3,7,6441.0,-6.43874306893044,-5.729822051497852,Optimal (tolerance reached),637,5,0,9,2
3,7,6595.0,-6.43874306893044,-5.729822051497852,Optimal (tolerance reached),662,4,0,14,1
3,7,6740.0,-6.4293909935102755,-5.729822051497852,Optimal (tolerance reached),685,0,0,14,7
3,7,6918.0,-6.4293909935102755,-5.729822051497852,Optimal (tolerance reached),713,5,0,16,4
3,7,7054.0,-6.421205888914428,-5.729822051497852,Optimal (tolerance reached),734,0,0,16,9
3,7,7183.0,-6.421205888914428,-5.729822051497852,Optimal (tolerance reached),754,0,0,14,4
3,7,7337.0,-6.412373661465166,-5.729822051497852,Optimal (tolerance reached),779,4,0,8,2
