seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings,sizeActiveSet,sizeDiscardedSet
1,4,106.0,-10.806380535821845,-10.428783286234417,Optimal (tolerance reached),24,27,27,9,2
1,4,177.0,-10.806380535821845,-10.428783286234417,Optimal (tolerance reached),39,1,0,7,2
1,4,247.0,-10.728472276312694,-10.52163604908415,Optimal (tolerance reached),56,2,0,6,0
1,4,326.0,-10.728472276312694,-10.52163604908415,Optimal (tolerance reached),73,10,1,11,2
1,4,384.0,-10.693356335417183,-10.52163604908415,Optimal (tolerance reached),87,6,0,9,3
1,4,453.0,-10.693356335417183,-10.52163604908415,Optimal (tolerance reached),104,10,0,11,3
1,4,537.0,-10.67309135709578,-10.52163604908415,Optimal (tolerance reached),119,6,0,7,2
1,4,586.0,-10.67309135709578,-10.52163604908415,Optimal (tolerance reached),130,1,0,9,3
1,4,648.0,-10.640172401052414,-10.52163604908415,Optimal (tolerance reached),145,6,0,13,1
1,4,704.0,-10.640172401052414,-10.52163604908415,Optimal (tolerance reached),158,1,0,11,2
1,4,737.0,-10.637978926473217,-10.52163604908415,Optimal (tolerance reached),166,4,0,7,1
1,4,802.0,-10.637978926473217,-10.521636927686076,Optimal (tolerance reached),181,1,0,8,1
1,4,853.0,-10.617627601349893,-10.521636927686076,Optimal (tolerance reached),194,5,0,10,2
