seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,16,1,80,16.0,1,712.0,0.38149230143457097,0.6931471805599453,Time limit reached,32,2
1,16,1,80,16.0,1,1987.0,0.38149230143457097,0.6931471805599453,Time limit reached,63,3
1,16,1,80,16.0,1,2122.0,0.38430087352517645,0.6931471805599453,Time limit reached,96,4
1,16,1,80,16.0,1,2264.0,0.38430087352517645,0.6931471805599453,Time limit reached,140,5
1,16,1,80,16.0,1,2392.0,0.38527763800533965,0.6931471805599453,Time limit reached,179,6
1,16,1,80,16.0,1,2560.0,0.38527763800533965,0.6931471805599453,Time limit reached,229,7
1,16,1,80,16.0,1,2698.0,0.38598258290025167,0.6931471805599453,Time limit reached,269,8
1,16,1,80,16.0,1,2891.0,0.38598258290025167,0.6931471805599453,Time limit reached,318,9
1,16,1,80,16.0,1,3066.0,0.3877496791814413,0.6931471805599453,Time limit reached,369,10
1,16,1,80,16.0,1,3257.0,0.3877496791814413,0.6931471805599453,Time limit reached,425,11
1,16,1,80,16.0,1,3427.0,0.3878260892262871,0.6931471805599453,Time limit reached,472,12
1,16,1,80,16.0,1,3698.0,0.3878260892262871,0.6931471805599453,Time limit reached,536,13
1,16,1,80,16.0,1,3908.0,0.3885134071446175,0.6931471805599453,Time limit reached,592,14
1,16,1,80,16.0,1,4113.0,0.3885134071446175,0.6931471805599453,Time limit reached,649,15
1,16,1,80,16.0,1,4511.0,0.389089077203522,0.6931471805599453,Time limit reached,706,16
1,16,1,80,16.0,1,4754.0,0.389089077203522,0.6931471805599453,Time limit reached,772,17
1,16,1,80,16.0,1,5132.0,0.3894514497312513,0.6931471805599453,Time limit reached,834,18
1,16,1,80,16.0,1,5366.0,0.3894514497312513,0.6931471805599453,Time limit reached,901,19
1,16,1,80,16.0,1,5655.0,0.38947018025067426,0.6931471805599453,Time limit reached,975,20
1,16,1,80,16.0,1,5938.0,0.38947018025067426,0.6931471805599453,Time limit reached,1051,21
