seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
5,20,100,4.0,377.0,3.7008652007914074,4.1681319312766,OPTIMAL,44,2,77,77
5,20,100,4.0,565.0,3.7008652007914074,4.1681319312766,OPTIMAL,69,3,0,0
5,20,100,4.0,818.0,3.7660520908131976,4.1681319312766,OPTIMAL,98,4,2,0
5,20,100,4.0,963.0,3.7660520908131976,4.1681319312766,OPTIMAL,114,5,0,0
5,20,100,4.0,1117.0,3.7768561157998333,4.1681319312766,OPTIMAL,137,6,3,0
5,20,100,4.0,1258.0,3.7768561157998333,4.1681319312766,OPTIMAL,157,7,0,0
5,20,100,4.0,1438.0,3.812079908121685,4.1681319312766,OPTIMAL,180,8,1,0
5,20,100,4.0,1526.0,3.812079908121685,4.1681319312766,OPTIMAL,192,9,0,0
5,20,100,4.0,1749.0,3.826493608602367,4.1681319312766,OPTIMAL,220,10,2,0
5,20,100,4.0,1985.0,3.826493608602367,4.1681319312766,OPTIMAL,250,11,0,0
5,20,100,4.0,2179.0,3.848300713021471,4.1681319312766,OPTIMAL,278,12,1,0
5,20,100,4.0,2335.0,3.848300713021471,4.1681319312766,OPTIMAL,300,13,0,0
5,20,100,4.0,2465.0,3.850144256361981,4.1681319312766,OPTIMAL,318,14,2,0
5,20,100,4.0,2637.0,3.850144256361981,4.1681319312766,OPTIMAL,340,15,0,0
5,20,100,4.0,2828.0,3.861424076456495,4.1681319312766,OPTIMAL,366,16,4,0
5,20,100,4.0,2976.0,3.861424076456495,4.1681319312766,OPTIMAL,385,17,0,0
5,20,100,4.0,3176.0,3.8763057682541007,4.1681319312766,OPTIMAL,415,18,1,0
5,20,100,4.0,3279.0,3.8763057682541007,4.1681319312766,OPTIMAL,429,19,0,0
5,20,100,4.0,3395.0,3.8765243856892515,4.1681319312766,OPTIMAL,447,20,4,0
5,20,100,4.0,3618.0,3.8765243856892515,4.1681319312766,OPTIMAL,474,21,0,0
5,20,100,4.0,3904.0,3.8877717901640256,4.1681319312766,OPTIMAL,507,22,0,0
5,20,100,4.0,4054.0,3.8877717901640256,4.1681319312766,OPTIMAL,528,23,0,0
5,20,100,4.0,4242.0,3.8896849794468964,4.1681319312766,OPTIMAL,555,24,0,0
5,20,100,4.0,4385.0,3.8896849794468964,4.1681319312766,OPTIMAL,574,25,0,0
5,20,100,4.0,4609.0,3.906438591163437,4.1681319312766,OPTIMAL,608,26,1,0
5,20,100,4.0,4728.0,3.906438591163437,4.1681319312766,OPTIMAL,624,27,0,0
5,20,100,4.0,4896.0,3.9120801060328123,4.1681319312766,OPTIMAL,647,28,3,0
5,20,100,4.0,5039.0,3.9120801060328123,4.1681319312766,OPTIMAL,667,29,0,0
5,20,100,4.0,5246.0,3.9176916012867182,4.1681319312766,OPTIMAL,698,30,1,0
5,20,100,4.0,5361.0,3.9176916012867182,4.1681319312766,OPTIMAL,714,31,0,0
5,20,100,4.0,5498.0,3.9228625918859397,4.1681319312766,OPTIMAL,737,32,5,0
5,20,100,4.0,5715.0,3.9228625918859397,4.1681319312766,OPTIMAL,765,33,0,0
5,20,100,4.0,5928.0,3.923735323966512,4.1681319312766,OPTIMAL,791,34,1,0
5,20,100,4.0,6059.0,3.923735323966512,4.1681319312766,OPTIMAL,809,35,0,0
5,20,100,4.0,6269.0,3.927745292319748,4.1681319312766,OPTIMAL,837,36,1,0
5,20,100,4.0,6442.0,3.927745292319748,4.1681319312766,OPTIMAL,861,37,0,0
5,20,100,4.0,6584.0,3.9286472993241266,4.1681319312766,OPTIMAL,883,38,2,0
5,20,100,4.0,6736.0,3.9286472993241266,4.1681319312766,OPTIMAL,903,39,0,0
5,20,100,4.0,7008.0,3.9455162442818006,4.1681319312766,OPTIMAL,937,40,0,0
5,20,100,4.0,7109.0,3.9455162442818006,4.1681319312766,OPTIMAL,951,41,0,0
5,20,100,4.0,7242.0,3.9463503303746856,4.1681319312766,OPTIMAL,973,42,5,0
5,20,100,4.0,7407.0,3.9463503303746856,4.1681319312766,OPTIMAL,997,43,0,0
