seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
3,20,5,100,20.0,1.0,200.0,0.20486645370538886,0.6931471805599454,Time limit reached,36,0,0
3,20,5,100,20.0,1.0,440.0,0.20486645370538886,0.6931471805599454,Time limit reached,75,0,0
3,20,5,100,20.0,1.0,676.0,0.20741123017460392,0.6931471805599454,Time limit reached,116,0,0
3,20,5,100,20.0,1.0,893.0,0.20741123017460392,0.6931471805599454,Time limit reached,153,0,0
3,20,5,100,20.0,1.0,1137.0,0.20785557275414798,0.6931471805599454,Time limit reached,197,0,0
3,20,5,100,20.0,1.0,1387.0,0.20785557275414798,0.6931471805599454,Time limit reached,240,0,0
3,20,5,100,20.0,1.0,1637.0,0.20840367554066777,0.6931471805599454,Time limit reached,285,0,0
3,20,5,100,20.0,1.0,1910.0,0.20840367554066777,0.6931471805599454,Time limit reached,332,0,0
3,20,5,100,20.0,1.0,2183.0,0.20942688648414132,0.6931471805599454,Time limit reached,381,0,0
3,20,5,100,20.0,1.0,2441.0,0.20942688648414132,0.6931471805599454,Time limit reached,427,0,0
3,20,5,100,20.0,1.0,2708.0,0.20942688648414132,0.6931471805599454,Time limit reached,475,0,0
3,20,5,100,20.0,1.0,3038.0,0.20942688648414132,0.6931471805599454,Time limit reached,527,0,0
3,20,5,100,20.0,1.0,3351.0,0.20991122860317465,0.6931471805599454,Time limit reached,580,0,0
3,20,5,100,20.0,1.0,3651.0,0.20991122860317465,0.6931471805599454,Time limit reached,630,0,0
3,20,5,100,20.0,1.0,3999.0,0.20991122860317465,0.6931471805599454,Time limit reached,689,0,0
3,20,5,100,20.0,1.0,4289.0,0.20991122860317465,0.6931471805599454,Time limit reached,739,0,0
3,20,5,100,20.0,1.0,4600.0,0.20992178827933888,0.6931471805599454,Time limit reached,794,0,0
3,20,5,100,20.0,1.0,4825.0,0.20992178827933888,0.6931471805599454,Time limit reached,834,0,0
3,20,5,100,20.0,1.0,5085.0,0.210206895404655,0.6931471805599454,Time limit reached,883,0,0
3,20,5,100,20.0,1.0,5299.0,0.210206895404655,0.6931471805599454,Time limit reached,924,0,0
3,20,5,100,20.0,1.0,5521.0,0.21046805509871588,0.6931471805599454,Time limit reached,967,0,0
3,20,5,100,20.0,1.0,5826.0,0.21046805509871588,0.6931471805599454,Time limit reached,1024,0,0
3,20,5,100,20.0,1.0,6122.0,0.21046805509871588,0.6931471805599454,Time limit reached,1081,0,0
3,20,5,100,20.0,1.0,6424.0,0.21046805509871588,0.6931471805599454,Time limit reached,1136,0,0
3,20,5,100,20.0,1.0,6747.0,0.21046805509871588,0.6931471805599454,Time limit reached,1198,0,0
3,20,5,100,20.0,1.0,7079.0,0.21046805509871588,0.6931471805599454,Time limit reached,1258,0,0
3,20,5,100,20.0,1.0,7434.0,0.21056517018134757,0.6931471805599454,Time limit reached,1326,0,0
3,20,5,100,20.0,1.0,7666.0,0.21056517018134757,0.6931471805599454,Time limit reached,1370,0,0
3,20,5,100,20.0,1.0,7893.0,0.21056517018134757,0.6931471805599454,Time limit reached,1415,0,0
3,20,5,100,20.0,1.0,8133.0,0.21056517018134757,0.6931471805599454,Time limit reached,1460,0,0
3,20,5,100,20.0,1.0,8391.0,0.21056517018134757,0.6931471805599454,Time limit reached,1509,0,0
3,20,5,100,20.0,1.0,8663.0,0.21056517018134757,0.6931471805599454,Time limit reached,1558,0,0
3,20,5,100,20.0,1.0,8934.0,0.2106968163331772,0.6931471805599454,Time limit reached,1609,0,0
3,20,5,100,20.0,1.0,9284.0,0.2106968163331772,0.6931471805599454,Time limit reached,1672,0,0
3,20,5,100,20.0,1.0,9664.0,0.21077184781498143,0.6931471805599454,Time limit reached,1744,0,0
3,20,5,100,20.0,1.0,10029.0,0.21077184781498143,0.6931471805599454,Time limit reached,1809,0,0
3,20,5,100,20.0,1.0,10455.0,0.21079322981653487,0.6931471805599454,Time limit reached,1888,0,0
