seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,2012.095,-509.5404952784372,3.1994456767799875,0.006279080281993402,3,Time limit reached,44
2,4,2296.0,-515.7396373858693,3.831060937221878,0.007428284854428458,3,Time limit reached,28
3,4,2146.544,-501.92173269220154,3.9077792197119834,0.007785634622257709,3,Time limit reached,19
1,5,1975.894,-533.8402170637078,5.581449033788658,0.010455280166954104,3,Time limit reached,29
2,5,2043.601,-494.7163796104896,4.593020985665078,0.00928414981788424,3,Time limit reached,39
3,5,2241.513,-524.4202367774924,4.119151665000686,0.007854677177052592,3,Time limit reached,35
1,6,2156.222,-456.26832020772747,6.3885672010245,0.014001776845072098,3,Time limit reached,32
2,6,1908.42,-485.64683220542145,7.6295703075136885,0.01571012060938656,3,Time limit reached,36
3,6,2152.539,-501.5769066445062,6.227516667560224,0.012415875980458548,3,Time limit reached,29
1,7,2009.937,-441.0162514046492,10.418446651338968,0.023623725017288866,3,Time limit reached,29
2,7,1961.183,-482.35453429598255,8.085306617258993,0.01676216567355348,3,Time limit reached,25
3,7,2105.444,-446.3102838342511,6.573847399327008,0.014729320917392028,3,Time limit reached,35
1,8,2152.567,-470.9548981221319,8.289324256942052,0.01760109999916042,3,Time limit reached,34
2,8,2142.097,-423.2829882509226,13.976424016742499,0.0330191016522905,3,Time limit reached,25
3,8,1941.727,-464.083777139218,10.204455883767594,0.021988391722441988,3,Time limit reached,31
