seed,dimension,var_A,p,k,M,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,17,1,85,17.0,1,137.0,0.571185380926491,0.6931471805599453,Time limit reached,32,2
1,17,1,85,17.0,1,232.0,0.571185380926491,0.6931471805599453,Time limit reached,62,3
1,17,1,85,17.0,1,386.0,0.5740490319137127,0.6931471805599453,Time limit reached,110,4
1,17,1,85,17.0,1,544.0,0.5740490319137127,0.6931471805599453,Time limit reached,157,5
1,17,1,85,17.0,1,677.0,0.5743356984553225,0.6931471805599453,Time limit reached,199,6
1,17,1,85,17.0,1,845.0,0.5743356984553225,0.6931471805599453,Time limit reached,250,7
1,17,1,85,17.0,1,988.0,0.5744506577327366,0.6931471805599453,Time limit reached,294,8
1,17,1,85,17.0,1,1144.0,0.5744506577327366,0.6931471805599453,Time limit reached,342,9
1,17,1,85,17.0,1,1324.0,0.5744506577327366,0.6931471805599453,Time limit reached,387,10
1,17,1,85,17.0,1,1515.0,0.5744506577327366,0.6931471805599453,Time limit reached,445,11
1,17,1,85,17.0,1,1722.0,0.5747617632122846,0.6931471805599453,Time limit reached,507,12
1,17,1,85,17.0,1,1896.0,0.5747617632122846,0.6931471805599453,Time limit reached,560,13
1,17,1,85,17.0,1,2076.0,0.5750605714782508,0.6931471805599453,Time limit reached,614,14
1,17,1,85,17.0,1,2316.0,0.5750605714782508,0.6931471805599453,Time limit reached,674,15
1,17,1,85,17.0,1,2535.0,0.5762328725511273,0.6931471805599453,Time limit reached,741,16
1,17,1,85,17.0,1,2728.0,0.5762328725511273,0.6931471805599453,Time limit reached,799,17
1,17,1,85,17.0,1,2908.0,0.5765497926400028,0.6931471805599453,Time limit reached,853,18
1,17,1,85,17.0,1,3101.0,0.5765497926400028,0.6931471805599453,Time limit reached,910,19
1,17,1,85,17.0,1,3276.0,0.5767160989604424,0.6931471805599453,Time limit reached,963,20
1,17,1,85,17.0,1,3531.0,0.5767160989604424,0.6931471805599453,Time limit reached,1028,21
1,17,1,85,17.0,1,3724.0,0.5767160989604424,0.6931471805599453,Time limit reached,1086,22
1,17,1,85,17.0,1,3981.0,0.5767160989604424,0.6931471805599453,Time limit reached,1159,23
1,17,1,85,17.0,1,4222.0,0.5768096803520733,0.6931471805599453,Time limit reached,1228,24
1,17,1,85,17.0,1,4464.0,0.5768096803520733,0.6931471805599453,Time limit reached,1289,25
1,17,1,85,17.0,1,4620.0,0.5768096803520733,0.6931471805599453,Time limit reached,1338,26
1,17,1,85,17.0,1,4825.0,0.5768096803520733,0.6931471805599453,Time limit reached,1398,27
1,17,1,85,17.0,1,5024.0,0.5768858478972552,0.6931471805599453,Time limit reached,1458,28
1,17,1,85,17.0,1,5227.0,0.5768858478972552,0.6931471805599453,Time limit reached,1519,29
1,17,1,85,17.0,1,5419.0,0.5771013480271842,0.6931471805599453,Time limit reached,1576,30
1,17,1,85,17.0,1,5669.0,0.5771013480271842,0.6931471805599453,Time limit reached,1639,31
1,17,1,85,17.0,1,5926.0,0.5771879447728263,0.6931471805599453,Time limit reached,1714,32
1,17,1,85,17.0,1,6167.0,0.5771879447728263,0.6931471805599453,Time limit reached,1783,33
1,17,1,85,17.0,1,6384.0,0.5771879447728263,0.6931471805599453,Time limit reached,1847,34
1,17,1,85,17.0,1,6676.0,0.5771879447728263,0.6931471805599453,Time limit reached,1920,35
1,17,1,85,17.0,1,6930.0,0.5772089692109477,0.6931471805599453,Time limit reached,1992,36
1,17,1,85,17.0,1,7176.0,0.5772089692109477,0.6931471805599453,Time limit reached,2060,37
1,17,1,85,17.0,1,7423.0,0.5772479297330532,0.6931471805599453,Time limit reached,2130,38
1,17,1,85,17.0,1,7676.0,0.5772479297330532,0.6931471805599453,Time limit reached,2194,39
1,17,1,85,17.0,1,7909.0,0.5774484717360636,0.6931471805599453,Time limit reached,2263,40
1,17,1,85,17.0,1,8186.0,0.5774484717360636,0.6931471805599453,Time limit reached,2339,41
1,17,1,85,17.0,1,8450.0,0.5774484717360636,0.6931471805599453,Time limit reached,2412,42
1,17,1,85,17.0,1,8779.0,0.5774484717360636,0.6931471805599453,Time limit reached,2492,43
1,17,1,85,17.0,1,9067.0,0.5774837108579587,0.6931471805599453,Time limit reached,2571,44
1,17,1,85,17.0,1,9306.0,0.5774837108579587,0.6931471805599453,Time limit reached,2639,45
1,17,1,85,17.0,1,9577.0,0.5774952848186511,0.6931471805599453,Time limit reached,2706,46
1,17,1,85,17.0,1,9751.0,0.5774952848186511,0.6931471805599453,Time limit reached,2760,47
1,17,1,85,17.0,1,9939.0,0.5776598075263173,0.6931471805599453,Time limit reached,2817,48
1,17,1,85,17.0,1,10181.0,0.5776598075263173,0.6931471805599453,Time limit reached,2886,49
1,17,1,85,17.0,1,10455.0,0.5776697127570357,0.6931471805599453,Time limit reached,2965,50
1,17,1,85,17.0,1,10770.0,0.5776697127570357,0.6931471805599453,Time limit reached,3043,51
1,17,1,85,17.0,1,11038.0,0.5777027090742645,0.6931471805599453,Time limit reached,3117,52
1,17,1,85,17.0,1,11322.0,0.5777027090742645,0.6931471805599453,Time limit reached,3196,53
1,17,1,85,17.0,1,11630.0,0.577744858780113,0.6931471805599453,Time limit reached,3272,54
1,17,1,85,17.0,1,11817.0,0.577744858780113,0.6931471805599453,Time limit reached,3329,55
1,17,1,85,17.0,1,12019.0,0.5777765435301978,0.6931471805599453,Time limit reached,3390,56
1,17,1,85,17.0,1,12309.0,0.5777765435301978,0.6931471805599453,Time limit reached,3468,57
1,17,1,85,17.0,1,12662.0,0.5778072397461008,0.6931471805599453,Time limit reached,3555,58
1,17,1,85,17.0,1,12968.0,0.5778072397461008,0.6931471805599453,Time limit reached,3639,59
1,17,1,85,17.0,1,13275.0,0.5778150502080309,0.6931471805599453,Time limit reached,3724,60
1,17,1,85,17.0,1,13526.0,0.5778150502080309,0.6931471805599453,Time limit reached,3788,61
1,17,1,85,17.0,1,13747.0,0.5778471534116952,0.6931471805599453,Time limit reached,3856,62
1,17,1,85,17.0,1,14031.0,0.5778471534116952,0.6931471805599453,Time limit reached,3935,63
1,17,1,85,17.0,1,14298.0,0.5778567443381457,0.6931471805599453,Time limit reached,4011,64
1,17,1,85,17.0,1,14676.0,0.5778567443381457,0.6931471805599453,Time limit reached,4103,65
1,17,1,85,17.0,1,15024.0,0.577979563647042,0.6931471805599453,Time limit reached,4191,66
1,17,1,85,17.0,1,15306.0,0.577979563647042,0.6931471805599453,Time limit reached,4270,67
1,17,1,85,17.0,1,15628.0,0.578002845427693,0.6931471805599453,Time limit reached,4352,68
1,17,1,85,17.0,1,15816.0,0.578002845427693,0.6931471805599453,Time limit reached,4408,69
1,17,1,85,17.0,1,16001.0,0.578002845427693,0.6931471805599453,Time limit reached,4464,70
