seed,dimension,p,k,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,18,90,4.0,121.0,4.6365796061706686,5.04847551003505,OPTIMAL,32,2,0,74
3,18,90,4.0,209.0,4.6365796061706686,5.04847551003505,OPTIMAL,56,3,0,0
3,18,90,4.0,300.0,4.688244107759954,5.04847551003505,OPTIMAL,83,4,0,0
3,18,90,4.0,432.0,4.688244107759954,5.04847551003505,OPTIMAL,115,5,0,0
3,18,90,4.0,541.0,4.729233967555124,5.04847551003505,OPTIMAL,142,6,0,0
3,18,90,4.0,658.0,4.729233967555124,5.04847551003505,OPTIMAL,176,7,0,0
3,18,90,4.0,749.0,4.749485757151289,5.04847551003505,OPTIMAL,202,8,0,0
3,18,90,4.0,826.0,4.749485757151289,5.04847551003505,OPTIMAL,219,9,0,0
3,18,90,4.0,890.0,4.7685915463891835,5.04847551003505,OPTIMAL,239,10,0,0
3,18,90,4.0,991.0,4.7685915463891835,5.04847551003505,OPTIMAL,266,11,0,0
3,18,90,4.0,1088.0,4.778800902298445,5.04847551003505,OPTIMAL,294,12,0,0
3,18,90,4.0,1188.0,4.778800902298445,5.04847551003505,OPTIMAL,320,13,0,0
3,18,90,4.0,1257.0,4.8017411122948515,5.04847551003505,OPTIMAL,342,14,0,0
3,18,90,4.0,1400.0,4.8017411122948515,5.04847551003505,OPTIMAL,374,15,0,0
3,18,90,4.0,1496.0,4.802271733186321,5.04847551003505,OPTIMAL,400,16,0,0
3,18,90,4.0,1578.0,4.802271733186321,5.04847551003505,OPTIMAL,419,17,0,0
3,18,90,4.0,1627.0,4.826880402447182,5.04847551003505,OPTIMAL,433,18,0,0
3,18,90,4.0,1713.0,4.826880402447182,5.04847551003505,OPTIMAL,457,19,0,0
3,18,90,4.0,1773.0,4.829670144708237,5.04847551003505,OPTIMAL,472,20,0,0
3,18,90,4.0,1856.0,4.829670144708237,5.04847551003505,OPTIMAL,495,21,0,0
3,18,90,4.0,1945.0,4.832043284247589,5.04847551003505,OPTIMAL,518,22,0,0
3,18,90,4.0,2057.0,4.832043284247589,5.04847551003505,OPTIMAL,547,23,0,0
3,18,90,4.0,2165.0,4.852098149504015,5.04847551003505,OPTIMAL,574,24,0,0
3,18,90,4.0,2275.0,4.852098149504015,5.04847551003505,OPTIMAL,600,25,0,0
3,18,90,4.0,2350.0,4.855215098286133,5.04847551003505,OPTIMAL,621,26,0,0
3,18,90,4.0,2437.0,4.855215098286133,5.04847551003505,OPTIMAL,644,27,0,0
3,18,90,4.0,2493.0,4.866295511979924,5.04847551003505,OPTIMAL,660,28,0,0
3,18,90,4.0,2612.0,4.866295511979924,5.04847551003505,OPTIMAL,687,29,0,0
3,18,90,4.0,2717.0,4.868309852747022,5.04847551003505,OPTIMAL,713,30,0,0
3,18,90,4.0,2791.0,4.868309852747022,5.04847551003505,OPTIMAL,735,31,0,0
3,18,90,4.0,2843.0,4.871589835139787,5.04847551003505,OPTIMAL,749,30,0,0
3,18,90,4.0,2922.0,4.871589835139787,5.04847551003505,OPTIMAL,770,31,0,0
3,18,90,4.0,2999.0,4.879436373187127,5.04847551003505,OPTIMAL,789,30,0,0
3,18,90,4.0,3063.0,4.879436373187127,5.04847551003505,OPTIMAL,806,31,0,0
3,18,90,4.0,3126.0,4.886252021879001,5.04847551003505,OPTIMAL,823,30,0,0
3,18,90,4.0,3219.0,4.886252021879001,5.04847551003505,OPTIMAL,848,31,0,0
3,18,90,4.0,3252.0,4.8959423203726535,5.04847551003505,OPTIMAL,858,30,0,0
3,18,90,4.0,3351.0,4.8959423203726535,5.04847551003505,OPTIMAL,880,31,0,0
3,18,90,4.0,3406.0,4.897205708651882,5.04847551003505,OPTIMAL,896,30,0,0
3,18,90,4.0,3542.0,4.897205708651882,5.04847551003505,OPTIMAL,930,31,0,0
3,18,90,4.0,3682.0,4.897780355429809,5.04847551003505,OPTIMAL,964,30,0,0
3,18,90,4.0,3776.0,4.897780355429809,5.04847551003505,OPTIMAL,990,31,0,0
3,18,90,4.0,3814.0,4.903458104582034,5.04847551003505,OPTIMAL,1001,30,0,0
3,18,90,4.0,3914.0,4.903458104582034,5.04847551003505,OPTIMAL,1028,31,0,0
3,18,90,4.0,3957.0,4.915076838906754,5.04847551003505,OPTIMAL,1040,30,0,0
3,18,90,4.0,4064.0,4.915076838906754,5.04847551003505,OPTIMAL,1065,31,0,0
3,18,90,4.0,4103.0,4.916769786492999,5.04847551003505,OPTIMAL,1077,30,0,0
3,18,90,4.0,4206.0,4.916769786492999,5.04847551003505,OPTIMAL,1102,31,0,0
3,18,90,4.0,4232.0,4.918644845833851,5.04847551003505,OPTIMAL,1110,30,0,0
3,18,90,4.0,4323.0,4.918644845833851,5.04847551003505,OPTIMAL,1135,31,0,0
3,18,90,4.0,4366.0,4.920245331247149,5.04847551003505,OPTIMAL,1144,30,0,0
3,18,90,4.0,4437.0,4.920245331247149,5.04847551003505,OPTIMAL,1162,31,0,0
3,18,90,4.0,4481.0,4.92274458227642,5.04847551003505,OPTIMAL,1175,30,0,0
3,18,90,4.0,4534.0,4.92274458227642,5.04847551003505,OPTIMAL,1191,31,0,0
3,18,90,4.0,4557.0,4.92313356797447,5.04847551003505,OPTIMAL,1198,30,0,0
3,18,90,4.0,4688.0,4.92313356797447,5.04847551003505,OPTIMAL,1230,31,0,0
