seed,num_v,number_nodes,time,lowerBound,upperBound,termination
1,8,6815,446.0,-136.3650622741388,Inf,Time limit reached
1,8,6815,1020.0,-136.3650622741388,Inf,Time limit reached
1,8,6815,1501.0,-136.03693590049602,Inf,Time limit reached
1,8,6815,2015.0,-136.03693590049602,Inf,Time limit reached
1,8,6815,2516.0,-136.03681513443973,Inf,Time limit reached
1,8,6815,3065.0,-136.03681513443973,Inf,Time limit reached
1,8,6815,3599.0,-135.94939685110342,Inf,Time limit reached
1,8,6815,4054.0,-135.94939685110342,Inf,Time limit reached
1,8,6815,4522.0,-135.66030223288647,Inf,Time limit reached
1,8,6815,5015.0,-135.66030223288647,Inf,Time limit reached
1,8,6815,5492.0,-135.64961606431447,Inf,Time limit reached
1,8,6815,5968.0,-135.64961606431447,Inf,Time limit reached
1,8,6815,6552.0,-135.57737295866272,Inf,Time limit reached
1,8,6815,6948.0,-135.57737295866272,Inf,Time limit reached
1,8,6815,7430.0,-135.5726580757939,Inf,Time limit reached
1,8,6815,7935.0,-135.5726580757939,Inf,Time limit reached
1,8,6815,8399.0,-134.61372928582585,Inf,Time limit reached
1,8,6815,8777.0,-134.61372928582585,Inf,Time limit reached
1,8,6815,9261.0,-134.60916718061395,Inf,Time limit reached
1,8,6815,9693.0,-134.60916718061395,Inf,Time limit reached
1,8,6815,10253.0,-134.6072872766058,Inf,Time limit reached
1,8,6815,10712.0,-134.6072872766058,Inf,Time limit reached
1,8,6815,11322.0,-134.60582020296798,Inf,Time limit reached
1,8,6815,11716.0,-134.60582020296798,Inf,Time limit reached
1,8,6815,12280.0,-134.5927698217175,Inf,Time limit reached
1,8,6815,12754.0,-134.5927698217175,Inf,Time limit reached
1,8,6815,13199.0,-134.58820697776193,Inf,Time limit reached
1,8,6815,13730.0,-134.58820697776193,Inf,Time limit reached
1,8,6815,14161.0,-134.58632784279934,Inf,Time limit reached
1,8,6815,14538.0,-134.58632784279934,Inf,Time limit reached
1,8,6815,14987.0,-134.5851283644767,Inf,Time limit reached
1,8,6815,15498.0,-134.5851283644767,Inf,Time limit reached
1,8,6815,16089.0,-134.58486072834796,Inf,Time limit reached
1,8,6815,16555.0,-134.58486072834796,Inf,Time limit reached
1,8,6815,17197.0,-134.58324849653616,Inf,Time limit reached
1,8,6815,17689.0,-134.58324849653616,Inf,Time limit reached
1,8,6815,18121.0,-134.5817828246557,Inf,Time limit reached
1,8,6815,18617.0,-134.5817828246557,Inf,Time limit reached
1,8,6815,19326.0,-134.57179795894015,Inf,Time limit reached
1,8,6815,19829.0,-134.57179795894015,Inf,Time limit reached
1,8,6815,20290.0,-134.57033153042588,Inf,Time limit reached
1,8,6815,20683.0,-134.57033153042588,Inf,Time limit reached
1,8,6815,21210.0,-134.56793457271468,Inf,Time limit reached
1,8,6815,21719.0,-134.56793457271468,Inf,Time limit reached
1,8,6815,22248.0,-134.56416889535217,Inf,Time limit reached
1,8,6815,22740.0,-134.56416889535217,Inf,Time limit reached
1,8,6815,23268.0,-134.56228902981886,Inf,Time limit reached
1,8,6815,23755.0,-134.56228902981886,Inf,Time limit reached
1,8,6815,24237.0,-134.5608226409604,Inf,Time limit reached
1,8,6815,24630.0,-134.5608226409604,Inf,Time limit reached
1,8,6815,25186.0,-134.55083844006387,Inf,Time limit reached
1,8,6815,25856.0,-134.55083844006387,Inf,Time limit reached
1,8,6815,26522.0,-134.54937205020667,Inf,Time limit reached
1,8,6815,27063.0,-134.54937205020667,Inf,Time limit reached
1,8,6815,27606.0,-134.54776056234184,Inf,Time limit reached
1,8,6815,28066.0,-134.54776056234184,Inf,Time limit reached
1,8,6815,28448.0,-134.54697509439202,Inf,Time limit reached
1,8,6815,28840.0,-134.54697509439202,Inf,Time limit reached
1,8,6815,29453.0,-134.54629343558005,Inf,Time limit reached
1,8,6815,29974.0,-134.54629343558005,Inf,Time limit reached
1,8,6815,30353.0,-134.54389649021954,Inf,Time limit reached
1,8,6815,31006.0,-134.54389649021954,Inf,Time limit reached
1,8,6815,31707.0,-134.53645552901818,Inf,Time limit reached
1,8,6815,32195.0,-134.53645552901818,Inf,Time limit reached
1,8,6815,32668.0,-134.5324459449907,Inf,Time limit reached
1,8,6815,33199.0,-134.5324459449907,Inf,Time limit reached
1,8,6815,33796.0,-134.53189197055826,Inf,Time limit reached
1,8,6815,34285.0,-134.53189197055826,Inf,Time limit reached
1,8,6815,34800.0,-134.53001210544073,Inf,Time limit reached
1,8,6815,35183.0,-134.53001210544073,Inf,Time limit reached
1,8,6815,35675.0,-134.5285457156675,Inf,Time limit reached
1,8,6815,36214.0,-134.5285457156675,Inf,Time limit reached
1,8,6815,36720.0,-134.52680035800734,Inf,Time limit reached
1,8,6815,37185.0,-134.52680035800734,Inf,Time limit reached
1,8,6815,37742.0,-134.52533396906793,Inf,Time limit reached
1,8,6815,38207.0,-134.52533396906793,Inf,Time limit reached
1,8,6815,38786.0,-134.52293701334935,Inf,Time limit reached
1,8,6815,39324.0,-134.52293701334935,Inf,Time limit reached
1,8,6815,39904.0,-134.5114864264552,Inf,Time limit reached
1,8,6815,40487.0,-134.5114864264552,Inf,Time limit reached
1,8,6815,41055.0,-134.5084085417664,Inf,Time limit reached
1,8,6815,41728.0,-134.5084085417664,Inf,Time limit reached
1,8,6815,42226.0,-134.50785460765684,Inf,Time limit reached
1,8,6815,42694.0,-134.50785460765684,Inf,Time limit reached
1,8,6815,43275.0,-134.50597402329882,Inf,Time limit reached
1,8,6815,43788.0,-134.50597402329882,Inf,Time limit reached
1,8,6815,44183.0,-134.5047672025208,Inf,Time limit reached
1,8,6815,44631.0,-134.5047672025208,Inf,Time limit reached
1,8,6815,45104.0,-134.50450763149624,Inf,Time limit reached
1,8,6815,45579.0,-134.50450763149624,Inf,Time limit reached
1,8,6815,46078.0,-134.5002043635044,Inf,Time limit reached
1,8,6815,46595.0,-134.5002043635044,Inf,Time limit reached
1,8,6815,47039.0,-134.49832380448524,Inf,Time limit reached
1,8,6815,47453.0,-134.49832380448524,Inf,Time limit reached
1,8,6815,47828.0,-134.4968573859946,Inf,Time limit reached
1,8,6815,48220.0,-134.4968573859946,Inf,Time limit reached
1,8,6815,48780.0,-134.49452343497512,Inf,Time limit reached
1,8,6815,49485.0,-134.49452343497512,Inf,Time limit reached
1,8,6815,50004.0,-134.49305704621804,Inf,Time limit reached
1,8,6815,50569.0,-134.49305704621804,Inf,Time limit reached
1,8,6815,51057.0,-134.4906600922987,Inf,Time limit reached
1,8,6815,51602.0,-134.4906600922987,Inf,Time limit reached
