seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size,node_level
30,40,Inf,0.8,91,5004.0,1463683744,1685.03813790904,1731.0505722623268,2948.0,47,520,1,1,12
30,40,Inf,0.8,91,5004.0,1463683744,1685.03813790904,1731.0505722623268,3037.0,49,540,14,8,6
30,40,Inf,0.8,91,5004.0,1463683744,1687.0652788965988,1731.0505722623268,3124.0,51,559,9,4,6
30,40,Inf,0.8,91,5004.0,1463683744,1687.0652788965988,1731.0505722623268,3249.0,53,585,2,5,7
30,40,Inf,0.8,91,5004.0,1463683744,1687.341221002341,1731.0505722623268,3495.0,55,609,15,7,7
30,40,Inf,0.8,91,5004.0,1463683744,1687.341221002341,1731.0505722623268,3643.0,57,632,9,1,4
30,40,Inf,0.8,91,5004.0,1463683744,1688.5040431634206,1731.0505722623268,3655.0,57,638,8,3,4
30,40,Inf,0.8,91,5004.0,1463683744,1688.5040431634206,1731.0505722623268,3675.0,57,647,8,6,5
30,40,Inf,0.8,91,5004.0,1463683744,1689.7717519220882,1731.0505722623268,3736.0,59,664,8,3,5
30,40,Inf,0.8,91,5004.0,1463683744,1689.7717519220882,1731.0505722623268,3826.0,61,685,10,2,6
30,40,Inf,0.8,91,5004.0,1463683744,1690.1838662939429,1731.0505722623268,3846.0,61,694,10,4,6
30,40,Inf,0.8,91,5004.0,1463683744,1690.1838662939429,1731.0505722623268,3875.0,63,706,5,3,13
30,40,Inf,0.8,91,5004.0,1463683744,1693.376385202893,1731.0505722623268,3886.0,63,711,3,2,13
30,40,Inf,0.8,91,5004.0,1463683744,1693.376385202893,1731.0505722623268,3959.0,65,731,11,6,8
30,40,Inf,0.8,91,5004.0,1463683744,1694.9284091489828,1731.0505722623268,4007.0,67,745,7,6,8
30,40,Inf,0.8,91,5004.0,1463683744,1694.9284091489828,1731.0505722623268,4112.0,69,775,16,6,3
30,40,Inf,0.8,91,5004.0,1463683744,1701.2186725782597,1731.0505722623268,4230.0,71,799,11,6,3
30,40,Inf,0.8,91,5004.0,1463683744,1701.2186725782597,1731.0505722623268,4310.0,73,823,9,6,7
30,40,Inf,0.8,91,5004.0,1463683744,1703.5920206219278,1731.0505722623268,4395.0,75,848,12,3,7
30,40,Inf,0.8,91,5004.0,1463683744,1703.5920206219278,1731.0505722623268,4404.0,75,852,6,3,14
30,40,Inf,0.8,91,5004.0,1463683744,1709.3679862275399,1731.0505722623268,4415.0,75,858,3,0,14
30,40,Inf,0.8,91,5004.0,1463683744,1709.3679862275399,1731.0505722623268,4533.0,77,881,17,12,8
30,40,Inf,0.8,91,5004.0,1463683744,1709.924973019097,1731.0505722623268,4556.0,77,891,9,6,8
30,40,Inf,0.8,91,5004.0,1463683744,1709.924973019097,1731.0505722623268,4574.0,77,900,8,1,7
30,40,Inf,0.8,91,5004.0,1463683744,1711.041628793787,1731.0505722623268,4629.0,79,917,6,4,7
30,40,Inf,0.8,91,5004.0,1463683744,1711.041628793787,1731.0505722623268,4639.0,79,922,8,4,8
30,40,Inf,0.8,91,5004.0,1463683744,1711.8896012192204,1731.0505722623268,4681.0,81,935,6,4,8
30,40,Inf,0.8,91,5004.0,1463683744,1711.8896012192204,1731.0505722623268,4716.0,83,949,2,3,9
30,40,Inf,0.8,91,5004.0,1463683744,1712.4124921321563,1731.0505722623268,4726.0,83,954,7,0,9
30,40,Inf,0.8,91,5004.0,1463683744,1712.4124921321563,1731.0505722623268,4761.0,85,966,2,4,9
30,40,Inf,0.8,91,5004.0,1463683744,1712.6956427961188,1731.0505722623268,4772.0,85,972,3,1,9
30,40,Inf,0.8,91,5004.0,1463683744,1712.6956427961188,1731.0505722623268,4849.0,87,991,10,6,7
30,40,Inf,0.8,91,5004.0,1463683744,1712.8461456579248,1731.0505722623268,4860.0,87,996,4,3,7
30,40,Inf,0.8,91,5004.0,1463683744,1712.8461456579248,1731.0505722623268,4875.0,87,1004,6,5,8
30,40,Inf,0.8,91,5004.0,1463683744,1713.3682059547073,1731.0505722623268,4952.0,89,1024,14,8,8
30,40,Inf,0.8,91,5004.0,1463683744,1713.3682059547073,1731.0505722623268,4997.0,91,1039,3,2,10
30,40,Inf,0.8,91,5004.0,1463683744,1713.966915891984,1731.0505722623268,5004.0,91,1042,4,1,10
