seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size,node_level
2,20,Inf,0.8,75,5229.0,1256308456,-5030.079278724683,-4964.511427594737,14.0,3,11,1,0,1
2,20,Inf,0.8,75,5229.0,1256308456,-5030.079278724683,-4964.511427594737,298.0,5,51,17,0,2
2,20,Inf,0.8,75,5229.0,1256308456,-5025.717324594471,-4964.511427594737,582.0,7,91,22,0,2
2,20,Inf,0.8,75,5229.0,1256308456,-5025.717324594471,-4964.511427594737,726.0,9,122,11,0,3
2,20,Inf,0.8,75,5229.0,1256308456,-5025.717309256127,-4964.511427594737,999.0,11,162,22,0,3
2,20,Inf,0.8,75,5229.0,1256308456,-5025.717309256127,-4964.511427594737,1122.0,13,202,18,2,3
2,20,Inf,0.8,75,5229.0,1256308456,-5022.437462180651,-4964.511427594737,1241.0,15,239,19,0,3
2,20,Inf,0.8,75,5229.0,1256308456,-5022.437462180651,-4964.511427594737,1411.0,17,274,13,1,4
2,20,Inf,0.8,75,5229.0,1256308456,-5021.679891804582,-4964.511427594737,1487.0,19,306,18,1,4
2,20,Inf,0.8,75,5229.0,1256308456,-5021.679891804582,-4964.511427594737,1569.0,21,337,7,9,4
2,20,Inf,0.8,75,5229.0,1256308456,-5021.360995532775,-4964.511427594737,1663.0,23,372,12,2,4
2,20,Inf,0.8,75,5229.0,1256308456,-5021.360995532775,-4964.511427594737,1797.0,25,408,14,2,4
2,20,Inf,0.8,75,5229.0,1256308456,-5020.2913081523775,-4964.511427594737,1904.0,27,450,10,1,4
2,20,Inf,0.8,75,5229.0,1256308456,-5020.2913081523775,-4964.511427594737,2049.0,29,478,9,0,4
2,20,Inf,0.8,75,5229.0,1256308456,-5019.048278704602,-4964.511427594737,2617.0,31,518,7,0,4
2,20,Inf,0.8,75,5229.0,1256308456,-5019.048278704602,-4964.511427594737,2697.0,33,552,12,2,5
2,20,Inf,0.8,75,5229.0,1256308456,-5018.703943808573,-4964.511427594737,2778.0,35,577,11,1,5
2,20,Inf,0.8,75,5229.0,1256308456,-5018.703943808573,-4964.511427594737,2864.0,37,608,12,0,5
2,20,Inf,0.8,75,5229.0,1256308456,-5017.860793876266,-4964.511427594737,3020.0,39,633,16,2,5
2,20,Inf,0.8,75,5229.0,1256308456,-5017.860793876266,-4964.511427594737,3210.0,41,667,9,2,5
2,20,Inf,0.8,75,5229.0,1256308456,-5017.697413515137,-4964.511427594737,3342.0,43,697,7,5,5
2,20,Inf,0.8,75,5229.0,1256308456,-5017.697413515137,-4964.511427594737,3463.0,45,726,7,4,5
2,20,Inf,0.8,75,5229.0,1256308456,-5017.231114141044,-4964.511427594737,3530.0,47,762,17,2,5
2,20,Inf,0.8,75,5229.0,1256308456,-5017.231114141044,-4964.511427594737,3602.0,49,793,17,5,5
2,20,Inf,0.8,75,5229.0,1256308456,-5016.908943135013,-4964.511427594737,3757.0,51,806,8,5,5
2,20,Inf,0.8,75,5229.0,1256308456,-5016.908943135013,-4964.511427594737,3844.0,53,839,11,2,5
2,20,Inf,0.8,75,5229.0,1256308456,-5016.490145202617,-4964.511427594737,3946.0,55,880,7,2,5
2,20,Inf,0.8,75,5229.0,1256308456,-5016.490145202617,-4964.511427594737,4069.0,57,914,7,6,5
2,20,Inf,0.8,75,5229.0,1256308456,-5015.461330492591,-4964.511427594737,4160.0,59,948,11,3,5
2,20,Inf,0.8,75,5229.0,1256308456,-5015.461330492591,-4964.511427594737,4209.0,61,980,5,2,6
2,20,Inf,0.8,75,5229.0,1256308456,-5014.7970029851895,-4964.511427594737,4749.0,63,1008,13,4,6
2,20,Inf,0.8,75,5229.0,1256308456,-5014.7970029851895,-4964.511427594737,4848.0,65,1038,13,2,6
2,20,Inf,0.8,75,5229.0,1256308456,-5014.70713560687,-4964.511427594737,4914.0,67,1073,7,3,6
2,20,Inf,0.8,75,5229.0,1256308456,-5014.70713560687,-4964.511427594737,4972.0,69,1100,14,2,6
2,20,Inf,0.8,75,5229.0,1256308456,-5014.45000163457,-4964.511427594737,5060.0,71,1135,12,1,6
2,20,Inf,0.8,75,5229.0,1256308456,-5014.45000163457,-4964.511427594737,5157.0,73,1171,14,3,6
2,20,Inf,0.8,75,5229.0,1256308456,-5014.022288011786,-4964.511427594737,5229.0,75,1201,12,5,6
