seed,dimension,p,k,time,solution,dual_gap,rel_dual_gap,termination,ncalls
1,15,75,3.0,1.38,2.8156085839248965,0.027241861727061778,0.00976982744421412,OPTIMAL,453
2,15,75,3.0,2.492,2.510955015317064,0.024650956132829638,0.009914698904894886,OPTIMAL,836
3,15,75,3.0,4.266,4.977486303591386,0.04824530818896733,0.009787573428437866,OPTIMAL,1395
4,15,75,3.0,22.069,3.570152937436937,0.03532378940557601,0.009993068385002074,OPTIMAL,6793
5,15,75,3.0,9.87,3.0960683648881093,0.02999864078313097,0.00978406999269657,OPTIMAL,3170
6,15,75,3.0,0.199,3.274959746910336,0.02452789631404917,0.0075460423234375955,OPTIMAL,60
7,15,75,3.0,3.162,4.4719289037401655,0.0417902943285009,0.009433179864783231,OPTIMAL,1079
8,15,75,3.0,30.002,2.287455683965412,0.022629600737534172,0.009991760914940537,OPTIMAL,8908
9,15,75,3.0,0.127,4.3133398005811046,0.04226011948591957,0.009894481639612792,OPTIMAL,39
10,15,75,3.0,0.575,2.391722770462672,0.02026960621457352,0.00854733566749579,OPTIMAL,180
1,16,80,4.0,16.652,2.6633825943920137,0.026243444918796044,0.009951482811985218,OPTIMAL,4946
2,16,80,4.0,8.403,2.346449784313559,0.022399463365995853,0.009638114615721026,OPTIMAL,2464
3,16,80,4.0,24.847,5.091732867438444,0.04995205010091386,0.009907620325171652,OPTIMAL,6474
4,16,80,4.0,19.3,3.5972405325105408,0.035226013634859665,0.009889351502693608,OPTIMAL,5222
5,16,80,4.0,100.901,3.63769637900974,0.035952953982782976,0.009982097484501936,OPTIMAL,26164
6,16,80,4.0,0.39,3.452723946379324,0.026181939652546227,0.0076409218393200615,OPTIMAL,120
7,16,80,4.0,12.575,4.703793852904876,0.046447972742382326,0.009973056315233726,OPTIMAL,3476
8,16,80,4.0,1135.793,2.133833155360607,0.0211261300415444,0.009999554973010947,OPTIMAL,213671
9,16,80,4.0,0.584,4.506263132840163,0.024266106751643868,0.005414128258095058,OPTIMAL,124
10,16,80,4.0,5.895,1.9988265865273447,0.019441826372758264,0.009822156239719604,OPTIMAL,1250
1,17,85,4.0,2.668,2.3474422755205793,0.019673804032458442,0.008451787311940505,OPTIMAL,633
2,17,85,4.0,31.39,2.510257899045362,0.0247325557593423,0.00995063511468538,OPTIMAL,7861
3,17,85,4.0,10.577,5.014570729546344,0.04919885140920943,0.009908392083548722,OPTIMAL,2374
4,17,85,4.0,31.242,3.9150015695258875,0.03859740750192886,0.009957013223764645,OPTIMAL,7332
5,17,85,4.0,55.281,3.8998167893942313,0.037915436101152444,0.00981781579397972,OPTIMAL,12873
6,17,85,4.0,0.394,3.193775533784988,0.025663551199113233,0.008100582094376014,OPTIMAL,100
7,17,85,4.0,7.322,4.518599214707445,0.04402076470470995,0.009837969139793056,OPTIMAL,1774
8,17,85,4.0,1800.391,1.9114825258867625,0.09942855780881166,0.05487063827037984,Time limit reached,265873
9,17,85,4.0,0.2,4.771345768384261,0.03412095790544889,0.007202731402987846,OPTIMAL,55
10,17,85,4.0,14.381,2.2440767386834564,0.021509676791412247,0.009677852767736656,OPTIMAL,3776
1,18,90,4.0,12.602,2.5444467333794374,0.025132992223471984,0.009976126360482567,OPTIMAL,3301
2,18,90,4.0,50.315,2.6345054709356903,0.02587265551691731,0.009918090182716605,OPTIMAL,12472
3,18,90,4.0,11.045,5.04847551003505,0.049445880489328964,0.009891095703271974,OPTIMAL,2735
4,18,90,4.0,116.966,4.028020637083428,0.039854052061648826,0.009993076069421805,OPTIMAL,27420
5,18,90,4.0,119.062,3.991629504656097,0.039344747341467645,0.009954937398842775,OPTIMAL,29123
6,18,90,4.0,1.241,3.655307345648596,0.03512321236281002,0.009702051351440833,OPTIMAL,299
7,18,90,4.0,8.879,4.62556213200753,0.04534196046260153,0.009899515474014317,OPTIMAL,2121
8,18,90,4.0,683.038,2.0434252666920547,0.020218348736690483,0.009993218467799119,OPTIMAL,91280
9,18,90,4.0,0.182,4.705116246234705,0.03266535804972914,0.006991054337741381,OPTIMAL,44
10,18,90,4.0,11.759,2.1813146857106016,0.021449420916797912,0.009930906925736236,OPTIMAL,2993
1,19,95,4.0,9.846,2.722326936292461,0.026893209500923554,0.009977321732534458,OPTIMAL,2437
2,19,95,4.0,9.789,2.8056349490336143,0.02713677233051559,0.009766705106395086,OPTIMAL,2464
3,19,95,4.0,16.725,5.181127574970973,0.05005979286129314,0.009756213518721175,OPTIMAL,3883
4,19,95,4.0,14.314,3.9361600595812054,0.038459891999601314,0.009867329539476718,OPTIMAL,3272
5,19,95,4.0,240.347,4.178160862783165,0.04136383485042483,0.00999900033072093,OPTIMAL,56206
6,19,95,4.0,1.275,3.5875915636396223,0.03104638527874304,0.008729366202807952,OPTIMAL,305
7,19,95,4.0,23.872,5.093563664756703,0.05020094148631493,0.009953862976121998,OPTIMAL,5496
8,19,95,4.0,524.04,2.1470014564255115,0.021246626052185746,0.00999486194203045,OPTIMAL,83365
9,19,95,4.0,0.82,5.310003417992356,0.05028409398505573,0.009560223823263832,OPTIMAL,222
10,19,95,4.0,2.621,2.1517612804867037,0.021086130081871435,0.009896454688489247,OPTIMAL,685
1,20,100,4.0,12.897,2.654499422520585,0.025822427682912874,0.009823355145430288,OPTIMAL,1489
2,20,100,4.0,158.18,3.1191382473600155,0.030540452982162236,0.009888128858265309,OPTIMAL,17294
3,20,100,4.0,43.714,5.18800102635046,0.051102733719410764,0.009948169266406993,OPTIMAL,4758
4,20,100,4.0,294.671,4.252012558500874,0.04189981824520839,0.009952184378479128,OPTIMAL,28688
5,20,100,4.0,78.279,4.1681319312766,0.041185917017327434,0.009979756671161523,OPTIMAL,9436
6,20,100,4.0,0.814,3.7097736428286248,0.03035308478450416,0.008249419794686104,OPTIMAL,93
7,20,100,4.0,83.22,5.183353910013434,0.05121302738659672,0.009978881826872964,OPTIMAL,9236
8,20,100,4.0,1800.649,2.4692161713401415,0.045122060842683887,0.018613988890647575,Time limit reached,133333
9,20,100,4.0,0.501,5.098485980297229,0.0454712274002631,0.008998831316333243,OPTIMAL,60
10,20,100,4.0,16.29,2.2411762901230188,0.02165812795772526,0.009758031417321792,OPTIMAL,1976
1,21,105,5.0,55.708,2.8240260478591983,0.027858501583298168,0.009963101681943828,OPTIMAL,6482
2,21,105,5.0,27.441,3.0547449239361724,0.029628023111933022,0.009794009317081404,OPTIMAL,2706
3,21,105,5.0,283.355,5.917432857407691,0.05840634497613806,0.009968609094396955,OPTIMAL,26580
4,21,105,5.0,136.317,4.4040904004188,0.04336864469080748,0.009945290509269693,OPTIMAL,11904
5,21,105,5.0,749.014,4.268244857783212,0.0422358348579186,0.009994260454437567,OPTIMAL,66881
6,21,105,5.0,2.581,3.4372800733085014,0.024858839013631062,0.007284809613713413,OPTIMAL,220
7,21,105,5.0,27.228,5.125226080112155,0.04969862936424718,0.009791815697287543,OPTIMAL,2629
8,21,105,5.0,1801.154,2.161884741888665,0.2351230988606725,0.12203019491874771,Time limit reached,118278
9,21,105,5.0,1.474,4.948293389150535,0.04698228477055988,0.009585656525368271,OPTIMAL,105
10,21,105,5.0,28.026,1.86223669515536,0.018346734035658452,0.009950015685598399,OPTIMAL,3217
1,22,110,5.0,55.175,2.833149522892048,0.027525972296903234,0.009810999872404217,OPTIMAL,5778
2,22,110,5.0,350.009,3.2455791672423677,0.03211765911665765,0.009994723458004218,OPTIMAL,29473
3,22,110,5.0,167.08,5.872043837599708,0.05794390801635707,0.009966101153770406,OPTIMAL,14863
4,22,110,5.0,214.324,4.397493315195604,0.04317880941833252,0.00991632767018625,OPTIMAL,17939
5,22,110,5.0,877.082,4.387951913543736,0.04336799430311089,0.009982082314269357,OPTIMAL,75585
6,22,110,5.0,7.325,3.585870472421875,0.035308437478032584,0.00994446432157354,OPTIMAL,765
7,22,110,5.0,68.797,5.328576129934933,0.05272905501924807,0.009994424453648659,OPTIMAL,6358
8,22,110,5.0,1800.485,2.361419136915378,0.29031189498328525,0.14017231416392487,Time limit reached,122253
9,22,110,5.0,7.739,5.3574506821002155,0.051668978124603804,0.009738240471877753,OPTIMAL,606
10,22,110,5.0,101.896,2.0931169374023684,0.02012553139088391,0.00970844902324328,OPTIMAL,8979
1,23,115,5.0,29.71,3.009254643542085,0.02857942767874322,0.009588239445425554,OPTIMAL,3036
2,23,115,5.0,296.813,3.3639564519681846,0.033182764151516775,0.009962479370151437,OPTIMAL,23763
3,23,115,5.0,274.397,6.150088467900773,0.06088771997358933,0.009999295883670125,OPTIMAL,22184
4,23,115,5.0,520.761,4.6313633071927915,0.045830285614751,0.009994538344634842,OPTIMAL,38990
5,23,115,5.0,730.855,4.260633793294362,0.04216692185441939,0.009995793054557289,OPTIMAL,59278
6,23,115,5.0,15.723,3.6780389906691457,0.03616100400744049,0.00992921897435316,OPTIMAL,1268
7,23,115,5.0,55.357,5.131105838383593,0.05052487565081609,0.009944704359880811,OPTIMAL,4618
8,23,115,5.0,1800.537,2.390833456618253,0.3518119009465934,0.17253956926939182,Time limit reached,121692
9,23,115,5.0,4.608,5.301264060442235,0.05142759799753538,0.009796038098601459,OPTIMAL,355
10,23,115,5.0,320.061,2.175036125906605,0.02152525405586081,0.009995423908569282,OPTIMAL,30655
1,24,120,5.0,17.039,2.7933726237952254,0.027500950620523934,0.00994295971401956,OPTIMAL,1717
2,24,120,5.0,648.283,3.482510049977039,0.03443193516173215,0.00998583385155602,OPTIMAL,47244
3,24,120,5.0,144.007,5.824768462631013,0.057154244252282105,0.009909512337034928,OPTIMAL,11694
4,24,120,5.0,303.784,4.512027803014818,0.04454690005103146,0.009971368880721672,OPTIMAL,23182
