seed,dimension,p,k,time,solution,dual_gap,rel_dual_gap,termination,ncalls
5,24,120,5.0,1732.072,4.586682765248187,0.045377508127897315,0.009992173077718162,OPTIMAL,134882
6,24,120,5.0,10.927,3.896540232509097,0.03809951223838892,0.009874328776966633,OPTIMAL,1092
7,24,120,5.0,329.63,5.441829021885716,0.05385440242961881,0.009995296235277232,OPTIMAL,24296
8,24,120,5.0,1800.617,2.400896548937225,0.25036854300708455,0.11642189374734316,Time limit reached,105522
9,24,120,5.0,15.045,5.580355562138196,0.05466812586761538,0.009893452443360099,OPTIMAL,1363
10,24,120,5.0,282.71,2.104806905280289,0.020760981601578354,0.009961863779341072,OPTIMAL,26729
1,25,125,5.0,159.857,3.2556069749362564,0.032097286790530255,0.009957248432838966,OPTIMAL,15800
2,25,125,5.0,253.57,3.65929746449191,0.03611793418875209,0.009968574255477215,OPTIMAL,17999
3,25,125,5.0,255.852,5.945514641916456,0.05865260170468378,0.009963304949910773,OPTIMAL,19962
4,25,125,5.0,1800.047,4.884672325565907,0.12818727246115014,0.026950000058862153,Time limit reached,131014
5,25,125,5.0,157.54,4.894533786447226,0.0482364733474947,0.009953263333041832,OPTIMAL,13335
6,25,125,5.0,5.814,3.78635467547559,0.03730129480709099,0.00994952352490637,OPTIMAL,574
7,25,125,5.0,121.758,5.263450191286596,0.051996822765739026,0.009977413034110491,OPTIMAL,9539
8,25,125,5.0,1801.408,2.4856970215150085,0.3144358429288001,0.1448171440773152,Time limit reached,119886
9,25,125,5.0,6.938,5.610723655358916,0.0540221234291689,0.009721976809218318,OPTIMAL,694
10,25,125,5.0,130.272,2.129746512550934,0.020884181076243014,0.009903055673453594,OPTIMAL,12201
1,26,130,6.0,492.44,3.025581528422717,0.02985820236824077,0.009966942577292536,OPTIMAL,33194
2,26,130,6.0,621.653,3.7070399595975227,0.03669892174207812,0.009998777051933312,OPTIMAL,38952
3,26,130,6.0,309.789,5.998170344082331,0.05907482415944365,0.009946771181112554,OPTIMAL,19903
4,26,130,6.0,1800.44,5.037757043805911,0.17184400279987866,0.035315880360317686,Time limit reached,110143
5,26,130,6.0,1053.191,5.04277457237946,0.04989614812533549,0.009993463466475127,OPTIMAL,75839
6,26,130,6.0,98.963,4.084618122133698,0.04035613447108588,0.009978615281155357,OPTIMAL,6000
7,26,130,6.0,431.575,5.551365819982829,0.054823027529234736,0.009974092734164334,OPTIMAL,27497
8,26,130,6.0,1802.621,2.4904623553541443,0.3916986302055063,0.18663302853577077,Time limit reached,97551
9,26,130,6.0,31.453,5.767390891505263,0.055644207723555716,0.009742065046679219,OPTIMAL,2088
10,26,130,6.0,1640.788,2.0399755865373486,0.020194520566160445,0.009998371064266882,OPTIMAL,91029
1,27,135,6.0,119.003,3.10866462066773,0.030524201810003593,0.009916442285414283,OPTIMAL,7918
2,27,135,6.0,614.217,3.613939111182163,0.035693202398014545,0.00997505574180695,OPTIMAL,38351
3,27,135,6.0,774.974,6.377443938471518,0.0630890807257698,0.009991373964100091,OPTIMAL,45068
4,27,135,6.0,1043.122,4.816536694787371,0.047662312516068894,0.00999445753766499,OPTIMAL,57903
5,27,135,6.0,1016.664,5.009688064248175,0.04955581396076525,0.00999082513533662,OPTIMAL,59875
6,27,135,6.0,29.573,3.8093869889692282,0.036407431522262446,0.009649517302685305,OPTIMAL,1518
7,27,135,6.0,121.465,5.734069052956908,0.055726708165744654,0.00981390426677315,OPTIMAL,7332
8,27,135,6.0,1801.926,2.2478654478723645,0.3838716547976646,0.2059404147287742,Time limit reached,89162
9,27,135,6.0,19.329,5.795033269275499,0.05471747328558596,0.009532136424238308,OPTIMAL,1072
10,27,135,6.0,380.419,2.082768560879226,0.020609443824523677,0.00999410940410811,OPTIMAL,19459
1,28,140,6.0,433.55,3.021453087549278,0.029885125087633746,0.009989786447319233,OPTIMAL,24075
2,28,140,6.0,1641.558,3.7959262974493706,0.03757519145424837,0.009997786368152357,OPTIMAL,90541
3,28,140,6.0,706.3,6.449544719835144,0.06354463169746438,0.009950615537181368,OPTIMAL,41161
4,28,140,6.0,929.759,4.716504057817988,0.046652121288823345,0.00999006433670726,OPTIMAL,52977
5,28,140,6.0,1800.397,5.176891131084282,0.07924985495666448,0.015546377366291652,Time limit reached,115210
6,28,140,6.0,102.478,3.954622037877673,0.03905559232761968,0.00997444249018055,OPTIMAL,5887
7,28,140,6.0,1137.105,5.962622957672978,0.05902487633808917,0.009998119032646408,OPTIMAL,65675
8,28,140,6.0,1801.257,2.6162189295886056,0.4426285736854596,0.20363937136698582,Time limit reached,97930
9,28,140,6.0,24.481,6.060032596950799,0.058105667989002185,0.009681168844062086,OPTIMAL,1396
10,28,140,6.0,1800.473,2.0790026229489516,0.036827445302581197,0.018033440865256836,Time limit reached,88817
1,29,145,6.0,146.973,3.255397068719602,0.03208135009938573,0.009952903438549477,OPTIMAL,8047
2,29,145,6.0,448.635,3.784462810142961,0.03708813604519712,0.009897098441091065,OPTIMAL,25669
3,29,145,6.0,1800.04,6.517959364236611,0.08650514755873129,0.013450324707965484,Time limit reached,103087
4,29,145,6.0,1800.562,5.022077072203834,0.12257156952643555,0.025017130700119575,Time limit reached,96505
5,29,145,6.0,1800.494,5.317290722644149,0.1162826412575777,0.022357712089264268,Time limit reached,84299
6,29,145,6.0,68.86,4.116280950667715,0.040021881984483976,0.009818287137822276,OPTIMAL,1880
7,29,145,6.0,1800.388,6.032713297894729,0.12638279353372806,0.021397853276312932,Time limit reached,71809
8,29,145,6.0,1800.242,2.6026615490157057,0.4533148681910597,0.21090821328885626,Time limit reached,95475
9,29,145,6.0,15.914,5.734539698611755,0.05522531814365905,0.009723941033020841,OPTIMAL,944
10,29,145,6.0,1801.861,2.4219082364507765,0.10700375938116524,0.0462238336143438,Time limit reached,79242
1,30,150,6.0,1315.705,3.6177972196873176,0.03577535152839584,0.009987474349726279,OPTIMAL,73390
2,30,150,6.0,1800.165,4.115566751961235,0.09776597900772632,0.0243332072774375,Time limit reached,87016
3,30,150,6.0,992.39,6.401715731176486,0.06315663763871981,0.009963879283401922,OPTIMAL,49521
4,30,150,6.0,1800.972,4.973018804898767,0.06757602391765438,0.013775723606369097,Time limit reached,83569
5,30,150,6.0,1800.144,5.306261686907196,0.15585789211678236,0.0302612956821815,Time limit reached,95628
6,30,150,6.0,90.285,4.334812917701235,0.042664856928380956,0.009940210897733715,OPTIMAL,4225
7,30,150,6.0,318.063,5.955014138676084,0.058741851882375684,0.009962540572277148,OPTIMAL,15991
8,30,150,6.0,1801.835,2.905382194557009,0.5269269092560531,0.22154165037808513,Time limit reached,85320
9,30,150,6.0,90.307,5.908317519582886,0.0584266326914058,0.00998764486741608,OPTIMAL,4446
10,30,150,6.0,1448.536,2.4923899400961025,0.02463299257943463,0.009981936269786655,OPTIMAL,58260
