seed,num_v,time,solution,dual_gap,rel_dual_gap,number_nodes,termination,ncalls
1,4,0.56,-8728.550761759516,0.0,0.0,1,Optimal (tree empty),4
2,4,0.225,-10639.628112737708,0.0,0.0,1,Optimal (tree empty),6
3,4,0.111,-8733.371498838405,0.0,0.0,1,Optimal (tree empty),4
1,5,0.107,-12164.174506409388,0.0,0.0,1,Optimal (tree empty),4
2,5,0.198,12342.863873538061,0.0,0.0,1,Optimal (tree empty),4
3,5,0.127,-25842.90294910671,0.0,0.0,1,Optimal (tree empty),4
1,6,0.109,-19055.5550940589,0.0,0.0,1,Optimal (tree empty),4
2,6,0.118,-21660.201383877356,0.0,0.0,1,Optimal (tree empty),4
3,6,0.231,12605.054860879736,0.0,0.0,1,Optimal (tree empty),4
1,7,0.107,-18525.8088696645,0.0,0.0,1,Optimal (tree empty),4
2,7,0.119,-5114.645054518984,0.0,0.0,1,Optimal (tree empty),4
3,7,0.126,-40220.7475551962,0.0,0.0,1,Optimal (tree empty),4
1,8,0.11,-10736.706325443743,0.0,0.0,1,Optimal (tree empty),4
2,8,0.12,-12843.37879915211,0.0,0.0,1,Optimal (tree empty),4
3,8,0.148,24729.915103547384,0.0,0.0,1,Optimal (tree empty),2
