seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes,localTighteings,globalTightenings
3,10,247.0,2.2088024866727203,5.120154486883239,Time limit reached,45,2,0,0
3,10,480.0,2.2088024866727203,4.581913615231723,Time limit reached,89,3,0,0
3,10,700.0,2.391475964208877,4.581913615231723,Time limit reached,127,4,0,0
3,10,892.0,2.391475964208877,4.581913615231723,Time limit reached,161,5,0,0
3,10,1092.0,2.405692041138966,4.581913615231723,Time limit reached,200,6,0,0
3,10,1322.0,2.405692041138966,4.521988041704102,Time limit reached,238,7,0,0
3,10,1511.0,2.572088978175847,4.521988041704102,Time limit reached,275,8,0,0
3,10,1748.0,2.572088978175847,4.521988041704102,Time limit reached,315,9,0,0
3,10,1981.0,2.5871561948844493,4.521988041704102,Time limit reached,356,10,0,0
3,10,2242.0,2.5871561948844493,4.521988041704102,Time limit reached,397,11,0,0
3,10,2431.0,2.587569622589216,4.521988041704102,Time limit reached,432,12,0,0
3,10,2689.0,2.587569622589216,4.521988041704102,Time limit reached,470,13,0,0
3,10,2868.0,2.602280731005038,4.521988041704102,Time limit reached,503,14,0,0
3,10,3101.0,2.602280731005038,4.521988041704102,Time limit reached,541,15,0,0
3,10,3271.0,2.7323539867961593,4.521988041704102,Time limit reached,577,16,0,0
3,10,3510.0,2.7323539867961593,4.521988041704102,Time limit reached,618,17,0,0
3,10,3699.0,2.74616931104204,4.521988041704102,Time limit reached,652,18,0,0
3,10,3919.0,2.74616931104204,4.521988041704102,Time limit reached,691,19,0,0
3,10,4113.0,2.7484578833414095,4.521988041704102,Time limit reached,726,20,0,0
3,10,4291.0,2.7484578833414095,4.521988041704102,Time limit reached,763,21,0,0
3,10,4564.0,2.7623418120205123,4.521988041704102,Time limit reached,809,22,0,0
3,10,4777.0,2.7623418120205123,4.521988041704102,Time limit reached,849,23,0,0
3,10,4964.0,2.793401155707963,4.521988041704102,Time limit reached,883,24,0,0
3,10,5163.0,2.793401155707963,4.521988041704102,Time limit reached,915,25,0,0
3,10,5353.0,2.8087991003453663,4.521988041704102,Time limit reached,951,26,0,0
3,10,5552.0,2.8087991003453663,4.521988041704102,Time limit reached,986,27,1,0
3,10,5707.0,2.8091614903271314,4.521988041704102,Time limit reached,1014,28,0,0
3,10,5989.0,2.8091614903271314,4.521988041704102,Time limit reached,1061,29,1,0
3,10,6196.0,2.8246595275522184,4.521988041704102,Time limit reached,1099,30,0,0
3,10,6420.0,2.8246595275522184,4.521988041704102,Time limit reached,1135,31,1,0
3,10,6637.0,2.8869673183279723,4.521988041704102,Time limit reached,1170,32,0,0
3,10,6869.0,2.8869673183279723,4.521988041704102,Time limit reached,1212,33,1,0
3,10,7116.0,2.9022254609343268,4.521988041704102,Time limit reached,1256,34,0,0
3,10,7338.0,2.9022254609343268,4.521988041704102,Time limit reached,1294,35,2,0
3,10,7559.0,2.9025543076372173,4.521988041704102,Time limit reached,1336,36,1,0
3,10,7808.0,2.9025543076372173,4.521988041704102,Time limit reached,1379,37,2,0
3,10,8018.0,2.918048769985525,4.521988041704102,Time limit reached,1422,38,1,0
3,10,8260.0,2.918048769985525,4.521988041704102,Time limit reached,1464,39,2,0
3,10,8468.0,2.9484304403883628,4.521988041704102,Time limit reached,1504,40,1,0
3,10,8822.0,2.9484304403883628,4.521988041704102,Time limit reached,1557,41,2,0
3,10,9007.0,2.959289295758635,4.521988041704102,Time limit reached,1588,42,1,0
3,10,9417.0,2.959289295758635,4.521988041704102,Time limit reached,1638,43,2,0
3,10,9559.0,2.9637432883218247,4.521988041704102,Time limit reached,1665,44,1,0
3,10,9813.0,2.9637432883218247,4.521988041704102,Time limit reached,1705,45,2,0
3,10,10059.0,2.9655959116344466,4.521988041704102,Time limit reached,1750,46,1,0
3,10,10316.0,2.9655959116344466,4.521988041704102,Time limit reached,1796,47,2,0
3,10,10530.0,2.972588990656429,4.521988041704102,Time limit reached,1832,48,1,0
3,10,10784.0,2.972588990656429,4.521988041704102,Time limit reached,1876,49,2,0
3,10,11008.0,2.973378485864054,4.521988041704102,Time limit reached,1918,50,1,0
3,10,11269.0,2.973378485864054,4.521988041704102,Time limit reached,1965,51,2,0
3,10,11476.0,2.979526725488139,4.521988041704102,Time limit reached,2002,52,1,0
3,10,11705.0,2.979526725488139,4.521988041704102,Time limit reached,2041,53,2,0
3,10,11921.0,2.9890790211681475,4.521988041704102,Time limit reached,2078,54,1,0
3,10,12148.0,2.9890790211681475,4.521988041704102,Time limit reached,2120,55,2,0
3,10,12327.0,3.0173913679544215,4.521988041704102,Time limit reached,2152,56,1,0
3,10,12511.0,3.0173913679544215,4.521988041704102,Time limit reached,2183,57,1,0
3,10,12729.0,3.020570548881679,4.521988041704102,Time limit reached,2226,58,2,0
3,10,13145.0,3.020570548881679,4.521988041704102,Time limit reached,2276,59,2,0
3,10,13365.0,3.0317905349860137,4.521988041704102,Time limit reached,2310,60,1,0
3,10,13514.0,3.0317905349860137,4.521988041704102,Time limit reached,2336,61,1,0
3,10,13745.0,3.0319007339536492,4.521988041704102,Time limit reached,2376,62,4,0
3,10,13946.0,3.0319007339536492,4.521988041704102,Time limit reached,2413,63,1,0
3,10,14214.0,3.034970767772478,4.521988041704102,Time limit reached,2457,64,4,0
3,10,14490.0,3.034970767772478,4.521988041704102,Time limit reached,2498,65,4,0
3,10,14726.0,3.0359860926050857,4.521988041704102,Time limit reached,2541,66,1,0
3,10,14972.0,3.0359860926050857,4.521988041704102,Time limit reached,2582,67,4,0
3,10,15238.0,3.047731930152942,4.521988041704102,Time limit reached,2628,68,1,0
3,10,15424.0,3.047731930152942,4.521988041704102,Time limit reached,2661,69,1,0
3,10,15708.0,3.0516754948031637,4.521988041704102,Time limit reached,2713,70,4,0
3,10,16000.0,3.0516754948031637,4.521988041704102,Time limit reached,2759,71,4,0
3,10,16274.0,3.079035773737175,4.521988041704102,Time limit reached,2803,72,1,0
3,10,16643.0,3.079035773737175,4.521988041704102,Time limit reached,2854,73,1,0
3,10,16847.0,3.087422368577025,4.521988041704102,Time limit reached,2895,74,5,0
3,10,17061.0,3.087422368577025,4.521988041704102,Time limit reached,2933,75,1,0
3,10,17300.0,3.0929065529820647,4.5218054016585185,Time limit reached,2972,76,5,0
3,10,17564.0,3.0929065529820647,4.5218054016585185,Time limit reached,3015,77,1,0
3,10,17795.0,3.094160361110739,4.5218054016585185,Time limit reached,3056,78,5,0
3,10,18093.0,3.094160361110739,4.5218054016585185,Time limit reached,3094,79,1,0
3,10,18274.0,3.103178995761253,4.5218054016585185,Time limit reached,3128,80,5,0
3,10,18508.0,3.103178995761253,4.5218054016585185,Time limit reached,3169,81,1,0
3,10,18708.0,3.1031996123584547,4.5218054016585185,Time limit reached,3206,82,5,0
3,10,18908.0,3.1031996123584547,4.5218054016585185,Time limit reached,3241,83,1,0
3,10,19168.0,3.1088236150238604,4.5218054016585185,Time limit reached,3289,84,5,0
3,10,19556.0,3.1088236150238604,4.5218054016585185,Time limit reached,3337,85,1,0
3,10,19770.0,3.1176980417463174,4.5218054016585185,Time limit reached,3378,86,5,0
3,10,19994.0,3.1176980417463174,4.5218054016585185,Time limit reached,3416,87,1,0
3,10,20251.0,3.142385279837942,4.5218054016585185,Time limit reached,3466,88,5,0
3,10,20443.0,3.142385279837942,4.5218054016585185,Time limit reached,3497,89,1,0
3,10,20663.0,3.1479273295867376,4.5218054016585185,Time limit reached,3537,90,5,0
3,10,20869.0,3.1479273295867376,4.5218054016585185,Time limit reached,3571,91,1,0
3,10,21068.0,3.14890201243458,4.5218054016585185,Time limit reached,3608,92,5,0
3,10,21456.0,3.14890201243458,4.5218054016585185,Time limit reached,3651,93,1,0
3,10,21683.0,3.1575133273889975,4.5218054016585185,Time limit reached,3691,94,5,0
3,10,21875.0,3.1575133273889975,4.5218054016585185,Time limit reached,3724,95,0,0
3,10,22123.0,3.1582723344285357,4.498291191488162,Time limit reached,3769,96,4,0
3,10,22351.0,3.1582723344285357,4.498291191488162,Time limit reached,3810,97,3,0
3,10,22606.0,3.1624103610069385,4.498291191488162,Time limit reached,3853,98,4,0
3,10,22816.0,3.1624103610069385,4.498291191488162,Time limit reached,3890,99,3,0
3,10,23030.0,3.163709545312122,4.498291191488162,Time limit reached,3926,100,4,0
3,10,23221.0,3.163709545312122,4.498291191488162,Time limit reached,3963,101,3,0
3,10,23452.0,3.16506745215729,4.498291191488162,Time limit reached,4000,102,4,0
3,10,23830.0,3.16506745215729,4.498291191488162,Time limit reached,4049,103,3,0
3,10,24049.0,3.1654193536381108,4.498291191488162,Time limit reached,4086,104,4,0
3,10,24336.0,3.1654193536381108,4.498291191488162,Time limit reached,4129,105,3,0
3,10,24592.0,3.173261273475406,4.498291191488162,Time limit reached,4173,106,4,0
3,10,24754.0,3.173261273475406,4.498291191488162,Time limit reached,4204,107,3,0
3,10,25010.0,3.1777466882250183,4.498291191488162,Time limit reached,4249,108,4,0
3,10,25222.0,3.1777466882250183,4.498291191488162,Time limit reached,4288,109,3,0
3,10,25461.0,3.1800892312423104,4.498291191488162,Time limit reached,4330,110,4,0
3,10,25669.0,3.1800892312423104,4.498291191488162,Time limit reached,4363,111,3,0
3,10,25908.0,3.2047004060673805,4.498291191488162,Time limit reached,4408,112,4,0
3,10,26175.0,3.2047004060673805,4.498291191488162,Time limit reached,4447,113,4,0
3,10,26450.0,3.20901810602557,4.498291191488162,Time limit reached,4498,114,4,0
3,10,26892.0,3.20901810602557,4.498291191488162,Time limit reached,4547,115,4,0
3,10,27116.0,3.2145250092339492,4.498291191488162,Time limit reached,4591,116,4,0
3,10,27319.0,3.2145250092339492,4.498291191488162,Time limit reached,4623,117,4,0
3,10,27547.0,3.218563102633846,4.498291191488162,Time limit reached,4660,118,4,0
3,10,27758.0,3.218563102633846,4.498291191488162,Time limit reached,4693,119,4,0
3,10,27977.0,3.220061071043557,4.498291191488162,Time limit reached,4736,120,4,0
3,10,28187.0,3.220061071043557,4.498291191488162,Time limit reached,4767,121,4,0
3,10,28445.0,3.220547262073116,4.498291191488162,Time limit reached,4814,122,4,0
3,10,28630.0,3.220547262073116,4.498291191488162,Time limit reached,4842,123,4,0
3,10,28855.0,3.224280292850737,4.498291191488162,Time limit reached,4882,124,4,0
3,10,29210.0,3.224280292850737,4.498291191488162,Time limit reached,4927,125,4,0
3,10,29419.0,3.2249954941050287,4.498291191488162,Time limit reached,4962,126,4,0
3,10,29719.0,3.2249954941050287,4.498291191488162,Time limit reached,5001,127,4,0
3,10,29953.0,3.2289626655735066,4.498291191488162,Time limit reached,5045,128,4,0
3,10,30172.0,3.2289626655735066,4.498291191488162,Time limit reached,5079,129,4,0
3,10,30396.0,3.229150983437109,4.498291191488162,Time limit reached,5122,130,4,0
3,10,30578.0,3.229150983437109,4.498291191488162,Time limit reached,5152,131,4,0
3,10,30827.0,3.233123720496686,4.498291191488162,Time limit reached,5197,132,4,0
3,10,31067.0,3.233123720496686,4.498291191488162,Time limit reached,5239,133,4,0
3,10,31254.0,3.2343714219700512,4.498291191488162,Time limit reached,5273,134,4,0
3,10,31485.0,3.2343714219700512,4.498291191488162,Time limit reached,5311,135,4,0
3,10,31683.0,3.235566008187156,4.498291191488162,Time limit reached,5348,136,4,0
3,10,31923.0,3.235566008187156,4.498291191488162,Time limit reached,5385,137,4,0
3,10,32155.0,3.2400639351243896,4.498291191488162,Time limit reached,5427,138,4,0
3,10,32458.0,3.2400639351243896,4.498291191488162,Time limit reached,5472,139,4,0
3,10,32677.0,3.244459329384412,4.498291191488162,Time limit reached,5514,140,4,0
3,10,32934.0,3.244459329384412,4.498291191488162,Time limit reached,5553,141,4,0
3,10,33204.0,3.2491317646007043,4.498291191488162,Time limit reached,5601,142,6,0
3,10,33415.0,3.2491317646007043,4.498291191488162,Time limit reached,5639,143,4,0
3,10,33666.0,3.256035502699109,4.498291191488162,Time limit reached,5684,144,4,0
3,10,33915.0,3.256035502699109,4.498291191488162,Time limit reached,5725,145,4,0
3,10,34166.0,3.270760891862054,4.498291191488162,Time limit reached,5767,146,6,0
3,10,34531.0,3.270760891862054,4.498291191488162,Time limit reached,5812,147,4,0
