seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
3,3,Inf,0.7,139,14102.0,1316235864,-0.0009512480948475742,0.5687442356870922,783.0,3,25,5,4
3,3,Inf,0.7,139,14102.0,1316235864,-0.0009512480948475742,0.5687442356870922,1308.0,5,44,8,4
3,3,Inf,0.7,139,14102.0,1316235864,-0.00041214488338184866,0.5047905114910584,1732.0,7,65,5,5
3,3,Inf,0.7,139,14102.0,1316235864,-0.00041214488338184866,0.5047905114910584,2195.0,9,84,9,6
3,3,Inf,0.7,139,14102.0,1316235864,-0.00041214488338184866,0.4996174444388206,2433.0,11,102,3,3
3,3,Inf,0.7,139,14102.0,1316235864,-0.00041214488338184866,0.4751491469603056,2691.0,13,113,8,7
3,3,Inf,0.7,139,14102.0,1316235864,-0.00035658887939417957,0.4751491469603056,2903.0,15,130,6,2
3,3,Inf,0.7,139,14102.0,1316235864,-0.00035658887939417957,0.4751491469603056,3114.0,17,142,3,4
3,3,Inf,0.7,139,14102.0,1316235864,-0.00035658887939417957,0.4751491469603056,3489.0,19,162,8,2
3,3,Inf,0.7,139,14102.0,1316235864,-0.00035658887939417957,0.367887119019984,3844.0,21,182,5,4
3,3,Inf,0.7,139,14102.0,1316235864,-0.000224395575332549,0.367887119019984,4179.0,23,202,6,3
3,3,Inf,0.7,139,14102.0,1316235864,-0.000224395575332549,0.367887119019984,4419.0,25,213,4,6
3,3,Inf,0.7,139,14102.0,1316235864,-0.0001590484142682699,0.367887119019984,4585.0,27,225,5,5
3,3,Inf,0.7,139,14102.0,1316235864,-0.0001590484142682699,0.17486478315859083,4967.0,29,243,10,3
3,3,Inf,0.7,139,14102.0,1316235864,-5.942594832962675e-5,0.17486478315859083,5164.0,31,263,7,4
3,3,Inf,0.7,139,14102.0,1316235864,-5.942594832962675e-5,0.17486478315859083,5354.0,33,277,5,9
3,3,Inf,0.7,139,14102.0,1316235864,0.0010747032026314075,0.17486478315859083,5428.0,35,290,3,3
3,3,Inf,0.7,139,14102.0,1316235864,0.0010747032026314075,0.17486478315859083,5714.0,37,308,9,2
3,3,Inf,0.7,139,14102.0,1316235864,0.001338873791799348,0.17486478315859083,5952.0,39,323,4,1
3,3,Inf,0.7,139,14102.0,1316235864,0.001338873791799348,0.17486478315859083,6099.0,41,336,5,6
