seed,num_v,time,lowerBound,upperBound,termination,LMOcalls,openNodes
1,8,188.0,-4.9066186235985025,-2.737265394412579,Time limit reached,45,2
1,8,337.0,-4.9066186235985025,-2.737265394412579,Time limit reached,85,3
1,8,475.0,-4.740135841889576,-2.737295481341528,Time limit reached,120,4
1,8,639.0,-4.740135841889576,-2.737295481341528,Time limit reached,164,5
1,8,804.0,-4.731701849579824,-2.737295481341528,Time limit reached,205,6
1,8,950.0,-4.731701849579824,-2.737295481341528,Time limit reached,247,7
1,8,1092.0,-4.577726741606455,-2.737295481341528,Time limit reached,283,8
1,8,1267.0,-4.577726741606455,-2.737295481341528,Time limit reached,323,9
1,8,1450.0,-4.569009367811576,-2.737295481341528,Time limit reached,366,10
1,8,1605.0,-4.569009367811576,-2.737295481341528,Time limit reached,402,11
1,8,1766.0,-4.561920003536535,-2.737295481341528,Time limit reached,442,12
1,8,1917.0,-4.561920003536535,-2.737295481341528,Time limit reached,485,13
1,8,2057.0,-4.5524328267357745,-2.737295481341528,Time limit reached,522,14
1,8,2204.0,-4.5524328267357745,-2.737295481341528,Time limit reached,559,15
1,8,2355.0,-4.432504976293316,-2.737295481341528,Time limit reached,601,16
1,8,2519.0,-4.432504976293316,-2.737295481341528,Time limit reached,641,17
1,8,2651.0,-4.423584602604377,-2.737297271447811,Time limit reached,678,18
1,8,2817.0,-4.423584602604377,-2.737297271447811,Time limit reached,718,19
1,8,2973.0,-4.415222748715849,-2.737297271447811,Time limit reached,756,20
1,8,3124.0,-4.415222748715849,-2.737297271447811,Time limit reached,795,21
1,8,3245.0,-4.406389983483346,-2.737297271447811,Time limit reached,828,22
1,8,3402.0,-4.406389983483346,-2.737297271447811,Time limit reached,868,23
1,8,3573.0,-4.3808651999388575,-2.737297271447811,Time limit reached,908,24
1,8,3709.0,-4.3808651999388575,-2.737297271447811,Time limit reached,950,25
1,8,3871.0,-4.3724958113789425,-2.737297271447811,Time limit reached,989,26
1,8,4010.0,-4.3724958113789425,-2.737297271447811,Time limit reached,1027,27
1,8,4193.0,-4.365593218479348,-2.737297271447811,Time limit reached,1071,28
1,8,4338.0,-4.365593218479348,-2.737297271447811,Time limit reached,1111,29
1,8,4519.0,-4.3547593874070385,-2.737297271447811,Time limit reached,1154,30
1,8,4652.0,-4.3547593874070385,-2.737297271447811,Time limit reached,1193,31
1,8,4845.0,-4.288596946530505,-2.737297271447811,Time limit reached,1238,32
1,8,5018.0,-4.288596946530505,-2.737297271447811,Time limit reached,1285,33
1,8,5198.0,-4.278666341175946,-2.737297271447811,Time limit reached,1332,34
1,8,5383.0,-4.278666341175946,-2.737297271447811,Time limit reached,1377,35
1,8,5561.0,-4.2712638015007025,-2.737297271447811,Time limit reached,1419,36
1,8,5712.0,-4.2712638015007025,-2.737297271447811,Time limit reached,1461,37
1,8,5886.0,-4.262982247999719,-2.737297271447811,Time limit reached,1504,38
1,8,6014.0,-4.262982247999719,-2.737297271447811,Time limit reached,1541,39
1,8,6148.0,-4.237891384005628,-2.737297271447811,Time limit reached,1574,40
1,8,6299.0,-4.237891384005628,-2.737297271447811,Time limit reached,1613,41
1,8,6479.0,-4.235260674335557,-2.737297271447811,Time limit reached,1657,42
1,8,6627.0,-4.235260674335557,-2.737297271447811,Time limit reached,1700,43
1,8,6825.0,-4.227913014980599,-2.737297271447811,Time limit reached,1745,44
1,8,6995.0,-4.227913014980599,-2.737297271447811,Time limit reached,1784,45
1,8,7159.0,-4.225059869731082,-2.737297271447811,Time limit reached,1828,46
1,8,7317.0,-4.225059869731082,-2.737297271447811,Time limit reached,1865,47
1,8,7483.0,-4.219746633078157,-2.737297271447811,Time limit reached,1906,48
1,8,7660.0,-4.219746633078157,-2.737297271447811,Time limit reached,1951,49
1,8,7831.0,-4.217164753437845,-2.737297271447811,Time limit reached,1993,50
1,8,8016.0,-4.217164753437845,-2.737297271447811,Time limit reached,2041,51
1,8,8189.0,-4.211037827470966,-2.737297271447811,Time limit reached,2086,52
1,8,8353.0,-4.211037827470966,-2.737297271447811,Time limit reached,2128,53
1,8,8485.0,-4.209119155657561,-2.737297271447811,Time limit reached,2163,54
1,8,8643.0,-4.209119155657561,-2.737297271447811,Time limit reached,2203,55
1,8,8786.0,-4.183458078831319,-2.737297271447811,Time limit reached,2244,56
1,8,8955.0,-4.183458078831319,-2.737297271447811,Time limit reached,2286,57
1,8,9110.0,-4.174308409133512,-2.737297271447811,Time limit reached,2328,58
1,8,9267.0,-4.174308409133512,-2.737297271447811,Time limit reached,2363,59
1,8,9442.0,-4.166913231832543,-2.737297271447811,Time limit reached,2406,60
1,8,9581.0,-4.166913231832543,-2.737297271447811,Time limit reached,2446,61
1,8,9773.0,-4.157348872669926,-2.737297271447811,Time limit reached,2490,62
1,8,9926.0,-4.157348872669926,-2.737297271447811,Time limit reached,2530,63
1,8,10062.0,-4.150694935743211,-2.737297271447811,Time limit reached,2569,64
1,8,10248.0,-4.150694935743211,-2.737297271447811,Time limit reached,2614,65
1,8,10406.0,-4.139995285920583,-2.737297271447811,Time limit reached,2656,66
1,8,10587.0,-4.139995285920583,-2.737297271447811,Time limit reached,2700,67
1,8,10789.0,-4.133661854819754,-2.737297271447811,Time limit reached,2750,68
1,8,10932.0,-4.133661854819754,-2.737297271447811,Time limit reached,2782,69
1,8,11118.0,-4.123527117086714,-2.737297271447811,Time limit reached,2827,70
1,8,11269.0,-4.123527117086714,-2.737297271447811,Time limit reached,2865,71
1,8,11414.0,-4.0982798295923475,-2.737297271447811,Time limit reached,2905,72
1,8,11536.0,-4.0982798295923475,-2.737297271447811,Time limit reached,2941,73
1,8,11709.0,-4.096464524875437,-2.737297271447811,Time limit reached,2984,74
1,8,11831.0,-4.096464524875437,-2.737297271447811,Time limit reached,3018,75
1,8,12004.0,-4.089359739105617,-2.737297271447811,Time limit reached,3060,76
1,8,12168.0,-4.089359739105617,-2.737297271447811,Time limit reached,3102,77
1,8,12326.0,-4.086758700313254,-2.737297271447811,Time limit reached,3137,78
1,8,12460.0,-4.086758700313254,-2.737297271447811,Time limit reached,3172,79
1,8,12638.0,-4.085612310847339,-2.737297271447811,Time limit reached,3222,80
1,8,12795.0,-4.085612310847339,-2.737297271447811,Time limit reached,3260,81
1,8,12972.0,-4.081825127616419,-2.737297271447811,Time limit reached,3305,82
1,8,13118.0,-4.081825127616419,-2.737297271447811,Time limit reached,3339,83
1,8,13310.0,-4.079380284594194,-2.737297271447811,Time limit reached,3387,84
1,8,13475.0,-4.079380284594194,-2.737297271447811,Time limit reached,3426,85
1,8,13655.0,-4.074973864048595,-2.737297271447811,Time limit reached,3474,86
1,8,13817.0,-4.074973864048595,-2.737297271447811,Time limit reached,3517,87
1,8,13960.0,-4.071952838416733,-2.737297271447811,Time limit reached,3554,88
1,8,14116.0,-4.071952838416733,-2.737297271447811,Time limit reached,3593,89
1,8,14284.0,-4.069388617627653,-2.737297271447811,Time limit reached,3632,90
1,8,14428.0,-4.069388617627653,-2.737297271447811,Time limit reached,3664,91
1,8,14622.0,-4.067675466745734,-2.737297271447811,Time limit reached,3716,92
1,8,14776.0,-4.067675466745734,-2.737297271447811,Time limit reached,3757,93
1,8,14941.0,-4.059032761677573,-2.737297271447811,Time limit reached,3803,94
1,8,15094.0,-4.059032761677573,-2.737297271447811,Time limit reached,3844,95
1,8,15255.0,-4.044294976272469,-2.737297271447811,Time limit reached,3887,96
1,8,15434.0,-4.044294976272469,-2.737297271447811,Time limit reached,3931,97
1,8,15622.0,-4.034950570709728,-2.737297271447811,Time limit reached,3979,98
1,8,15773.0,-4.034950570709728,-2.737297271447811,Time limit reached,4020,99
1,8,15965.0,-4.033693425316082,-2.737297271447811,Time limit reached,4068,100
1,8,16106.0,-4.033693425316082,-2.737297271447811,Time limit reached,4107,101
1,8,16285.0,-4.031254562191937,-2.737297271447811,Time limit reached,4153,102
1,8,16477.0,-4.031254562191937,-2.737297271447811,Time limit reached,4201,103
1,8,16616.0,-4.028610107649295,-2.737297271447811,Time limit reached,4236,104
1,8,16766.0,-4.028610107649295,-2.737297271447811,Time limit reached,4276,105
1,8,16938.0,-4.0244602909604215,-2.737297271447811,Time limit reached,4321,106
1,8,17097.0,-4.0244602909604215,-2.737297271447811,Time limit reached,4362,107
1,8,17255.0,-4.023163513472531,-2.737297271447811,Time limit reached,4401,108
1,8,17428.0,-4.023163513472531,-2.737297271447811,Time limit reached,4444,109
1,8,17616.0,-4.021776482047966,-2.737297271447811,Time limit reached,4488,110
1,8,17762.0,-4.021776482047966,-2.737297271447811,Time limit reached,4525,111
1,8,17924.0,-4.018550257192293,-2.737297271447811,Time limit reached,4566,112
