seed,dimension,p,k,Ns,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
5,70,70,35.0,10.0,1989.0,0.28918538765851154,0.2986117733925991,OPTIMAL,24,0,0
5,70,70,35.0,10.0,3481.0,0.28918538765851154,0.2986117733925991,OPTIMAL,44,0,0
5,70,70,35.0,10.0,3839.0,0.2917964175048573,0.29861176875825685,OPTIMAL,83,0,0
5,70,70,35.0,10.0,4191.0,0.2917964175048573,0.29861176875825685,OPTIMAL,124,0,0
5,70,70,35.0,10.0,4534.0,0.2941777508832256,0.2986117545331957,OPTIMAL,165,0,0
5,70,70,35.0,10.0,4860.0,0.2941777508832256,0.2986117545331957,OPTIMAL,204,0,0
5,70,70,35.0,10.0,5155.0,0.2941777508832256,0.2986117545331957,OPTIMAL,241,0,0
5,70,70,35.0,10.0,5480.0,0.2941777508832256,0.2986117545331957,OPTIMAL,280,0,0
5,70,70,35.0,10.0,5808.0,0.29457903641333794,0.2986117545331957,OPTIMAL,319,0,0
5,70,70,35.0,10.0,6027.0,0.29457903641333794,0.2986117545331957,OPTIMAL,341,0,0
5,70,70,35.0,10.0,6337.0,0.29457903641333794,0.2986117545331957,OPTIMAL,378,0,0
5,70,70,35.0,10.0,6697.0,0.29457903641333794,0.2986117545331957,OPTIMAL,421,0,0
5,70,70,35.0,10.0,7021.0,0.29457903641333794,0.2986117545331957,OPTIMAL,461,0,0
5,70,70,35.0,10.0,7343.0,0.29457903641333794,0.2986117545331957,OPTIMAL,499,0,0
5,70,70,35.0,10.0,7701.0,0.2951219252685403,0.2986117545331957,OPTIMAL,541,0,0
5,70,70,35.0,10.0,8055.0,0.2951219252685403,0.2986117545331957,OPTIMAL,583,0,0
5,70,70,35.0,10.0,8395.0,0.29532820910578456,0.2986117545331957,OPTIMAL,626,0,0
5,70,70,35.0,10.0,8701.0,0.29532820910578456,0.2986117545331957,OPTIMAL,666,0,0
5,70,70,35.0,10.0,8997.0,0.29541932122752745,0.2986117545331957,OPTIMAL,706,0,0
5,70,70,35.0,10.0,9326.0,0.29541932122752745,0.2986117545331957,OPTIMAL,748,0,0
5,70,70,35.0,10.0,9653.0,0.2957373624356308,0.2986117545331957,OPTIMAL,788,0,0
