seed,dimension,solution,termination,time
1,20,-2.4853835146593886,LOCALLY_SOLVED,7.37750506401062
1,25,4.76260907095854,LOCALLY_SOLVED,12.570307970046997
1,30,3.9408646157462477,LOCALLY_SOLVED,25.78009796142578
1,35,5.4446203655776735,LOCALLY_SOLVED,22.148168087005615
1,40,4.38234345670403,LOCALLY_SOLVED,43.26883602142334
1,45,9.570033809940176,LOCALLY_SOLVED,87.13548111915588
1,50,7.593465317694221,LOCALLY_SOLVED,53.70733404159546
1,55,10.19543043095585,LOCALLY_SOLVED,118.85216093063354
1,60,12.5412799120262,LOCALLY_SOLVED,125.38143396377563
1,65,9.812801297611847,LOCALLY_SOLVED,163.96890711784363
1,70,16.60647948866525,LOCALLY_SOLVED,235.95360589027405
1,75,14.304019661704123,LOCALLY_SOLVED,257.32998991012573
1,80,14.894398525861384,LOCALLY_SOLVED,162.53922986984253
1,85,11.027272700661898,LOCALLY_SOLVED,372.80736112594604
1,90,6.706372502743411,LOCALLY_SOLVED,1102.0793800354004
1,95,7.3561366242782125,LOCALLY_SOLVED,1357.0926458835602
1,100,4.405728454763928,LOCALLY_SOLVED,1800.3948101997375
1,105,25.149555719140817,LOCALLY_SOLVED,285.59286618232727
1,110,16.671056871665726,LOCALLY_SOLVED,471.6992509365082
1,115,11.776676657420516,LOCALLY_SOLVED,855.5559859275818
1,120,35.64280480577885,LOCALLY_SOLVED,402.97310400009155
