seed,dimension,var_A,p,k,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
7,5,1,25,5.0,1.0,104.558,0.6236465617884746,0.006171126518645043,0.00999412473137224,OPTIMAL,46846
