
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, M, k, var_A) = (9, 10, 1.0, 10.0, 1)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 201, 0.5420921612431743, Inf, 10.273)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 367, 0.542468893152881, 0.618650921446252, 17.385)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 553, 0.5426331900053207, 0.6179994653590405, 24.439)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 715, 0.5427814222629664, 0.6179994653590405, 31.379)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 861, 0.5429126084562391, 0.6179994653590405, 38.176)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1019, 0.5430288052744208, 0.6066206126934868, 45.189)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1185, 0.5432002030806917, 0.6063856254607519, 52.145)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1339, 0.5433192622460403, 0.6063856254607519, 59.057)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1509, 0.5433982902521172, 0.6063856254607519, 65.922)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1675, 0.5434500570777376, 0.6063856254607519, 72.855)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 1847, 0.5435271105317879, 0.5977993021517818, 79.771)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2015, 0.5436475016644361, 0.5977993021517818, 86.812)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2171, 0.5437600833512972, 0.5977993021517818, 93.793)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2341, 0.5438273781486771, 0.5977993021517818, 100.73)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2497, 0.5438942600366621, 0.5977993021517818, 107.641)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 2673, 0.5439340579445888, 0.5977993021517818, 114.599)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 2851, 0.5439825919260397, 0.5977993021517818, 121.616)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3027, 0.5440469734469879, 0.5977993021517818, 128.528)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 3203, 0.54409621546748, 0.5977993021517818, 135.507)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2000, 3363, 0.5441595348463879, 0.5977993021517818, 142.514)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2100, 3525, 0.544194004208694, 0.5977993021517818, 149.425)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2200, 3677, 0.5442402426041324, 0.5977993021517818, 156.44)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2300, 3831, 0.5442834171403083, 0.5977993021517818, 163.453)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2400, 3987, 0.5443198033084218, 0.5977993021517818, 170.378)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2500, 4147, 0.5443444880725004, 0.5977993021517818, 177.418)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2600, 4303, 0.5443885132861824, 0.5977993021517818, 184.442)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2700, 4461, 0.5444143067258951, 0.5977993021517818, 191.406)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2800, 4635, 0.5444434471335597, 0.5977993021517818, 198.421)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2900, 4811, 0.5444634182934002, 0.5977993021517818, 205.498)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3000, 4965, 0.544504992473265, 0.5977993021517818, 212.456)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3100, 5139, 0.5445393225992962, 0.5977993021517818, 219.366)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3200, 5303, 0.5445790426561179, 0.5977993021517818, 226.343)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3300, 5467, 0.5446009446152803, 0.5977993021517818, 233.324)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3400, 5629, 0.5446601943119718, 0.5977993021517818, 240.253)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3500, 5791, 0.5446897070302746, 0.5977993021517818, 247.292)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3600, 5955, 0.5447127671726814, 0.5977993021517818, 254.402)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3700, 6115, 0.5447502132167954, 0.5977993021517818, 261.42)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3800, 6273, 0.5447860570677149, 0.5977993021517818, 268.438)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (3900, 6435, 0.544820399072692, 0.5977993021517818, 275.442)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4000, 6595, 0.5448380696041393, 0.5977993021517818, 282.486)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4100, 6765, 0.5448610603181213, 0.5977993021517818, 289.54)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4200, 6927, 0.5448840080586892, 0.5977993021517818, 296.604)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4300, 7087, 0.5449160511495165, 0.5977993021517818, 303.543)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4400, 7251, 0.5449451609129563, 0.5977993021517818, 310.447)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4500, 7427, 0.5449583324591258, 0.5977993021517818, 317.52)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4600, 7595, 0.5449858997871754, 0.5977993021517818, 324.505)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4700, 7759, 0.545008218482875, 0.5977993021517818, 331.513)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (4800, 7925, 0.5450402595708643, 0.5977993021517818, 338.429)
