seed,dimension,time_afw,solution_afw,termination_afw
1,20,4.514,-0.24907328181143348,Optimal (tree empty)
2,20,12.675,-5.1345392563138885,OPTIMAL
3,20,12.295,-0.7394277769829829,Optimal (tree empty)
4,20,15.751,-0.48809006533446797,OPTIMAL
1,25,14.928,-0.2465479480642135,OPTIMAL
2,25,7.297,-0.20379936365496193,Optimal (tree empty)
3,25,11.586,-0.5449211081101463,OPTIMAL
4,25,7.371,0.11889501718027007,Optimal (tree empty)
1,30,11.423,-0.1234003712799403,Optimal (tree empty)
2,30,10.464,-0.20913012724279495,OPTIMAL
3,30,19.386,-0.50676643861154,OPTIMAL
4,30,6.103,-0.1398184104346633,OPTIMAL
1,35,10.112,-0.05744557203278261,Optimal (tree empty)
2,35,23.268,-0.6323473403415675,OPTIMAL
3,35,14.733,-0.2857008302696895,OPTIMAL
4,35,22.065,-0.35205171243364847,OPTIMAL
1,40,14.34,-0.08212313928731796,OPTIMAL
2,40,22.659,-0.11049633047779528,OPTIMAL
3,40,27.37,-0.28264111628589067,OPTIMAL
4,40,16.434,-0.20697891790824496,OPTIMAL
1,45,68.195,-0.7906363479881606,OPTIMAL
2,45,354.429,-10.592133325078638,OPTIMAL
3,45,255.419,-1.4002230063427383,OPTIMAL
4,45,20.466,0.08275738927625786,OPTIMAL
