
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, M, k, var_A) = (7, 15, 1.0, 15.0, 1)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 189, 0.6244633056731775, 0.6717043815655758, 17.183)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 357, 0.6245218589702063, 0.6715677880078291, 33.167)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 535, 0.6245333976321292, 0.6715677880078291, 49.428)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 715, 0.6245471687103946, 0.6715122463798796, 65.958)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 869, 0.6245772401042003, 0.6715122463798796, 81.922)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1021, 0.6245998962626222, 0.67150179201877, 97.765)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1199, 0.6246102713726064, 0.6712620674390052, 114.349)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1359, 0.6246309014791159, 0.6712620674390052, 130.804)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1509, 0.6246510372744387, 0.6712474555378177, 147.032)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1653, 0.6246695140438355, 0.6712474555378177, 163.274)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 1803, 0.6246863430168856, 0.6712474555378177, 179.621)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 1945, 0.6247012362667391, 0.6712474555378177, 195.761)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2085, 0.6247211789198032, 0.6681515109591781, 211.832)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2225, 0.6247347000568584, 0.6681515109591781, 227.885)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2367, 0.6247500681524001, 0.6681515109591781, 244.001)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 2501, 0.6247651420058509, 0.6681515109591781, 259.887)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 2647, 0.6247764835785862, 0.6681515109591781, 276.097)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 2789, 0.6247893090940441, 0.6681515109591781, 292.258)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 2923, 0.6247999937577476, 0.6679508373852386, 308.296)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2000, 3063, 0.6248116813284776, 0.6679508373852386, 324.43)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2100, 3203, 0.6248226475440009, 0.6679508373852386, 340.514)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2200, 3353, 0.6248298845830865, 0.6679508373852386, 356.985)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2300, 3505, 0.624840075487581, 0.6679508373852386, 373.527)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2400, 3641, 0.6248508687364871, 0.6679508373852386, 389.525)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2500, 3781, 0.6248627940876362, 0.6679508373852386, 405.649)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2600, 3941, 0.6248691625162119, 0.6679508373852386, 422.066)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2700, 4097, 0.624874809074703, 0.6679508373852386, 438.626)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2800, 4263, 0.6248821007510812, 0.6679508373852386, 455.232)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2900, 4421, 0.6248881906095151, 0.6679508373852386, 471.912)
