seed,dimension,time_afw,solution_afw,termination_afw
1,20,10.248,1.2658745372323663,OPTIMAL
1,20,11.107,1.2658745372323663,OPTIMAL
2,20,67.835,-4.930225190397363,OPTIMAL
3,20,35.437,1.4037574423466936,OPTIMAL
2,20,71.512,-4.930225190397363,OPTIMAL
4,20,48.859,0.5686080969010998,OPTIMAL
3,20,37.592,1.4037574423466936,OPTIMAL
4,20,50.382,0.5686080969010998,OPTIMAL
5,20,171.478,-2.3615473444687503,OPTIMAL
6,20,3.755,-8.917010648707457,OPTIMAL
7,20,12.101,2.4385252917781446,OPTIMAL
5,20,172.019,-2.3615473444687503,OPTIMAL
6,20,3.81,-8.917010648707457,OPTIMAL
1,25,46.147,3.064385575894592,OPTIMAL
7,20,12.074,2.4385252917781446,OPTIMAL
2,25,34.305,3.577052275587004,OPTIMAL
1,25,46.348,3.064385575894592,OPTIMAL
2,25,35.814,3.577052275587004,OPTIMAL
3,25,95.961,2.2152637314483545,OPTIMAL
4,25,37.769,7.003511052171426,OPTIMAL
3,25,96.049,2.2152637314483545,OPTIMAL
4,25,38.266,7.003511052171426,OPTIMAL
5,25,349.914,-6.582704719193822,Optimal (tree empty)
6,25,36.3,5.274775664864363,OPTIMAL
5,25,348.182,-6.582704719193822,Optimal (tree empty)
7,25,22.87,3.910201133873616,OPTIMAL
6,25,35.714,5.274775664864363,OPTIMAL
7,25,22.938,3.910201133873616,OPTIMAL
1,30,73.427,5.523682232067458,OPTIMAL
2,30,24.514,7.035181744964532,OPTIMAL
1,30,74.55,5.523682232067458,OPTIMAL
2,30,24.795,7.035181744964532,OPTIMAL
3,30,83.834,1.323910728602376,OPTIMAL
4,30,27.315,5.641999694466306,OPTIMAL
3,30,82.198,1.323910728602376,OPTIMAL
5,30,54.053,5.946586837571959,OPTIMAL
4,30,27.583,5.641999694466306,OPTIMAL
5,30,54.086,5.946586837571959,OPTIMAL
6,30,89.85,6.3330059909113245,OPTIMAL
6,30,90.909,6.3330059909113245,OPTIMAL
7,30,1800.256,-4.060737097919322,Time limit reached
7,30,1800.565,-4.060737097919322,Time limit reached
1,35,66.755,6.514563951553402,OPTIMAL
1,35,68.093,6.514563951553402,OPTIMAL
2,35,277.093,2.1412733647313287,OPTIMAL
2,35,278.384,2.1412733647313287,OPTIMAL
3,35,92.773,6.913338934161181,OPTIMAL
3,35,91.578,6.913338934161181,OPTIMAL
4,35,167.932,3.056180406502043,OPTIMAL
4,35,170.409,3.056180406502043,OPTIMAL
5,35,505.522,1.2883581448262902,OPTIMAL
5,35,512.387,1.2883581448262902,OPTIMAL
6,35,591.74,-0.5540655212899406,OPTIMAL
6,35,622.511,-0.5540655212899406,OPTIMAL
7,35,846.631,0.848113097447935,OPTIMAL
1,40,60.014,6.668905686660359,OPTIMAL
7,35,818.122,0.848113097447935,OPTIMAL
1,40,57.438,6.668905686660359,OPTIMAL
2,40,247.373,10.366094011721161,OPTIMAL
2,40,251.309,10.366094011721161,OPTIMAL
3,40,243.127,6.981144660277266,OPTIMAL
4,40,77.665,9.881754761554713,OPTIMAL
3,40,244.484,6.981144660277266,OPTIMAL
4,40,77.081,9.881754761554713,OPTIMAL
5,40,82.231,6.165277011653874,OPTIMAL
5,40,82.063,6.165277011653874,OPTIMAL
6,40,1800.597,0.7325766126645119,Time limit reached
6,40,1801.035,0.7325766126645119,Time limit reached
7,40,246.283,6.817786289214361,OPTIMAL
7,40,235.58,6.817786289214361,OPTIMAL
1,45,1800.941,3.2623219447755982,Time limit reached
1,45,1800.669,3.2623219447755982,Time limit reached
2,45,1800.438,0.046716356305597895,Time limit reached
2,45,1800.142,0.046716356305597895,Time limit reached
3,45,1800.851,1.1186445151371023,Time limit reached
3,45,1800.443,1.1186445151371023,Time limit reached
4,45,90.701,10.701337940556193,OPTIMAL
4,45,90.724,10.701337940556193,OPTIMAL
5,45,1800.873,3.6037121380656183,Time limit reached
5,45,1800.636,3.6037121380656183,Time limit reached
6,45,132.07,5.495402245983364,OPTIMAL
6,45,131.569,5.495402245983364,OPTIMAL
7,45,237.276,12.62718452571226,OPTIMAL
7,45,237.865,12.62718452571226,OPTIMAL
1,50,1800.019,1.7912657405623136,Time limit reached
