
******************************************************************************
This program contains Ipopt, a library for large-scale nonlinear optimization.
 Ipopt is released as open source code under the Eclipse Public License (EPL).
         For more information visit https://github.com/coin-or/Ipopt
******************************************************************************

(seed, dimension, M, k, var_A) = (4, 15, 1.0, 15.0, 1)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (100, 193, 0.5945241318302574, 0.6631513823751567, 19.923)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (200, 371, 0.594628551058059, 0.6619380098974629, 38.956)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (300, 555, 0.594669796370831, 0.6619380098974629, 57.468)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (400, 733, 0.5947164719644586, 0.6619380098974629, 76.515)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (500, 915, 0.5947280047423467, 0.6603076009010187, 94.925)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (600, 1097, 0.5947648573997869, 0.6603076009010187, 113.759)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (700, 1251, 0.5948473410454105, 0.6603076009010187, 132.643)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (800, 1425, 0.5948620553274656, 0.6603076009010187, 151.402)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (900, 1597, 0.5949025762770737, 0.6603076009010187, 170.235)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1000, 1761, 0.5949285630048323, 0.6601002690002535, 189.139)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1100, 1937, 0.5949374674326137, 0.6601002690002535, 208.519)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1200, 2115, 0.5949471914636025, 0.6600533557533743, 226.161)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1300, 2297, 0.5949569691734153, 0.6600533557533743, 243.488)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1400, 2471, 0.5950203130264895, 0.6600533557533743, 261.368)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1500, 2649, 0.5950312816634215, 0.6600533557533743, 279.18)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1600, 2817, 0.5950454978470361, 0.6600533557533743, 296.867)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1700, 2997, 0.5950563232621886, 0.6600533557533743, 314.543)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1800, 3159, 0.5951066313469004, 0.6600533557533743, 332.366)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (1900, 3327, 0.5951171528867336, 0.6600533557533743, 350.237)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2000, 3497, 0.5951250905237253, 0.6600533557533743, 368.066)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2100, 3669, 0.5951313444876455, 0.6600533557533743, 385.794)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2200, 3843, 0.5951386072082484, 0.6600533557533743, 403.622)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2300, 4011, 0.5951538028377724, 0.6600533557533743, 421.557)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2400, 4193, 0.5951591478332119, 0.6600533557533743, 439.318)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2500, 4371, 0.5951669791438009, 0.6600533557533743, 457.002)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2600, 4531, 0.5951918829355229, 0.6600533557533743, 474.634)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2700, 4717, 0.5951991004964439, 0.6600533557533743, 492.594)
(iteration, tree.num_nodes, tree.lb, tree.incumbent, time / 1000) = (2800, 4891, 0.5952063218832995, 0.6600533557533743, 510.389)
