seed,dimension,time_afw,solution_afw,termination_afw
4,65,165.623,-0.945908727423765,OPTIMAL
1,20,4.26,-0.24907328181143348,Optimal (tree empty)
2,20,12.127,-5.1345392563138885,OPTIMAL
3,20,11.076,-0.7394277769829829,Optimal (tree empty)
4,20,15.938,-0.48809006533464466,OPTIMAL
5,20,14.737,-3.5969548401823435,OPTIMAL
6,20,4.136,-9.087962251160672,OPTIMAL
7,20,4.133,-0.18350406861912533,Optimal (tree empty)
8,20,2.341,-0.04223830682344687,Optimal (tree empty)
9,20,5.811,-0.11979333714649526,Optimal (tree empty)
10,20,40.555,-4.058747840179187,OPTIMAL
1,25,6.378,-0.24654794806430141,OPTIMAL
2,25,5.137,-0.20379936365496193,Optimal (tree empty)
3,25,10.929,-0.5449211081095297,OPTIMAL
4,25,6.101,0.11889501718027007,Optimal (tree empty)
5,25,30.572,-8.054385103576962,OPTIMAL
6,25,6.379,-0.23104045112807392,Optimal (tree empty)
7,25,5.49,-0.1729139086924093,OPTIMAL
8,25,5.577,-0.40160574729385423,OPTIMAL
9,25,8.159,-0.10266094220002042,Optimal (tree empty)
10,25,15.135,-12.511823177479481,OPTIMAL
1,30,10.336,-0.1234003712799403,Optimal (tree empty)
2,30,8.784,-0.20913012724279562,OPTIMAL
3,30,19.076,-0.5067664386113001,OPTIMAL
4,30,4.957,-0.1398184104346626,OPTIMAL
5,30,6.771,0.048014061133839436,Optimal (tree empty)
6,30,10.347,-0.30595871521522366,OPTIMAL
7,30,115.127,-8.158434055869323,OPTIMAL
8,30,7.107,-0.05429737629000153,OPTIMAL
9,30,39.503,-1.4253288108881574,OPTIMAL
10,30,73.992,-12.128321673844342,OPTIMAL
1,35,7.853,-0.05744557203278261,Optimal (tree empty)
2,35,28.013,-0.6323473403443768,OPTIMAL
3,35,13.808,-0.2857008302696909,OPTIMAL
4,35,22.252,-0.3520517124364991,OPTIMAL
5,35,43.102,-0.7906425622635929,Optimal (tree empty)
6,35,44.58,-1.751210403331723,OPTIMAL
7,35,34.086,-0.8466459183754873,OPTIMAL
8,35,42.42,-2.7343496437969392,OPTIMAL
9,35,23.437,-0.6692424942385596,OPTIMAL
10,35,11.364,-0.17883327641850671,OPTIMAL
1,40,11.486,-0.08212313928731646,OPTIMAL
2,40,18.093,-0.11049633047779811,OPTIMAL
3,40,26.967,-0.28264111646593054,OPTIMAL
4,40,12.863,-0.20697891790824424,OPTIMAL
5,40,15.315,-0.2081520553259506,OPTIMAL
6,40,58.901,-4.760934488011122,OPTIMAL
7,40,17.648,-0.1767563303071238,OPTIMAL
8,40,212.727,-5.563031454845829,OPTIMAL
9,40,20.164,-1.7448075629768054,OPTIMAL
10,40,44.804,-20.37821013089735,Optimal (tree empty)
1,45,62.083,-0.7906363479850071,OPTIMAL
2,45,312.349,-10.592133325078638,OPTIMAL
3,45,231.75,-1.4002230063427383,OPTIMAL
4,45,13.713,0.08275738927625342,OPTIMAL
5,45,701.091,-3.2104911750148535,OPTIMAL
6,45,19.463,-0.25723064334094303,OPTIMAL
7,45,30.811,-0.20748396614318504,OPTIMAL
8,45,16.16,-0.27210731508769603,OPTIMAL
9,45,68.102,-0.575285769077327,Optimal (tree empty)
10,45,42.658,-0.3210203833030643,OPTIMAL
1,50,307.14,-0.7056653870315656,OPTIMAL
2,50,41.098,-0.23052390148148494,OPTIMAL
3,50,203.761,-19.334158975171924,OPTIMAL
4,50,49.673,-0.460517495622957,OPTIMAL
5,50,21.193,-0.16434010863385112,OPTIMAL
6,50,18.254,-64.5153965813752,OPTIMAL
7,50,49.723,-0.2491054627126458,OPTIMAL
8,50,50.295,-0.5547308941087966,OPTIMAL
9,50,40.7,-0.5012655637176572,OPTIMAL
10,50,73.632,-0.4209192908107388,OPTIMAL
1,55,40.904,-0.37150200883753787,OPTIMAL
2,55,37.282,-0.436546490615902,OPTIMAL
3,55,480.329,-9.774816314881374,OPTIMAL
4,55,119.652,-0.4993110117679786,OPTIMAL
5,55,49.411,-0.6678913131600448,OPTIMAL
6,55,50.062,-0.5071732620299458,OPTIMAL
7,55,25.279,-0.07066400005880424,OPTIMAL
8,55,23.248,-0.20585926256565096,OPTIMAL
9,55,35.432,-0.3395042650823889,OPTIMAL
10,55,36.735,-0.20557635134593125,Optimal (tree empty)
1,60,36.579,-0.20061002656754462,OPTIMAL
2,60,115.611,-0.5574430219536539,OPTIMAL
3,60,75.151,-0.5419936297841093,OPTIMAL
4,60,1226.111,-11.863910497065547,OPTIMAL
5,60,231.382,-0.7346714967148581,OPTIMAL
6,60,51.764,-0.3735903360603318,OPTIMAL
7,60,42.745,-0.7475508138859449,OPTIMAL
8,60,45.179,-0.4364566104612334,OPTIMAL
9,60,32.115,-0.11493894999814214,OPTIMAL
10,60,1800.304,-1.1188085353693853,Time limit reached
1,65,36.511,-0.11508688561115282,OPTIMAL
2,65,42.787,-0.21018679197840173,OPTIMAL
3,65,34.604,-0.24032260066226047,OPTIMAL
4,65,155.133,-0.9459260889678043,OPTIMAL
5,65,215.03,-0.8178468331038663,OPTIMAL
6,65,35.865,-0.2401428959893343,OPTIMAL
7,65,45.811,-0.27826541468167404,OPTIMAL
8,65,89.372,-0.571314118282226,OPTIMAL
9,65,36.249,-0.07944925048457568,OPTIMAL
10,65,86.907,-0.9792907657450016,OPTIMAL
1,70,76.872,-0.3960285618804536,OPTIMAL
2,70,71.671,-0.35134225558442717,OPTIMAL
3,70,87.846,-0.11200773758584581,OPTIMAL
4,70,1800.962,-21.125594863785043,Time limit reached
5,70,41.338,-0.15227893218831162,OPTIMAL
6,70,30.605,0.10754995648616161,OPTIMAL
7,70,25.135,-0.15884073382969444,OPTIMAL
8,70,198.012,-0.2563738573165163,OPTIMAL
9,70,60.471,-0.16999958403593335,OPTIMAL
10,70,63.214,-0.19928796190070222,OPTIMAL
1,75,53.013,-0.12878649855016783,Optimal (tree empty)
2,75,83.077,-0.5117607561406298,OPTIMAL
3,75,46.322,-0.23408754811975208,OPTIMAL
4,75,89.49,-0.5669479240236236,OPTIMAL
5,75,127.722,-0.47484882805024475,OPTIMAL
6,75,108.263,-0.33654167012051733,OPTIMAL
7,75,1800.171,-0.7595660546051936,Time limit reached
8,75,1800.793,-5.060936328116213,Time limit reached
9,75,70.931,-0.19553236543598856,OPTIMAL
10,75,97.979,-0.2550485290693505,OPTIMAL
1,80,76.426,-0.10688443798515274,OPTIMAL
2,80,110.821,-0.5814840451668912,OPTIMAL
3,80,1800.979,-4.161351697872056,Time limit reached
4,80,104.479,-0.3723516995444954,OPTIMAL
5,80,1800.836,-0.12778906884960461,Time limit reached
6,80,218.229,-0.45609824225579654,OPTIMAL
7,80,53.224,-0.1420898177594221,OPTIMAL
8,80,118.503,-0.44690235408836726,OPTIMAL
9,80,53.302,-0.03426963024216717,OPTIMAL
10,80,46.676,-0.1136078401782677,OPTIMAL
