seed,dimension,timeBoscia_BLMO_Lazy,solutionBoscia_BLMO_Lazy,terminationBoscia_BLMO_Lazy,numberNodesBoscia_BLMO_Lazy,dualGapBoscia_BLMO_Lazy,lbBoscia_BLMO_Lazy,relGapBoscia_BLMO_Lazy,timeBoscia_BLMO_DICG,solutionBoscia_BLMO_DICG,terminationBoscia_BLMO_DICG,numberNodesBoscia_BLMO_DICG,dualGapBoscia_BLMO_DICG,lbBoscia_BLMO_DICG,relGapBoscia_BLMO_DICG,timeBoscia_MIP_Lazy,solutionBoscia_MIP_Lazy,terminationBoscia_MIP_Lazy,numberNodesBoscia_MIP_Lazy,dualGapBoscia_MIP_Lazy,lbBoscia_MIP_Lazy,relGapBoscia_MIP_Lazy,timeBoscia_MIP_DICG,solutionBoscia_MIP_DICG,terminationBoscia_MIP_DICG,numberNodesBoscia_MIP_DICG,dualGapBoscia_MIP_DICG,lbBoscia_MIP_DICG,relGapBoscia_MIP_DICG,timeBoscia_BLMO_DICG_Lazy,solutionBoscia_BLMO_DICG_Lazy,terminationBoscia_BLMO_DICG_Lazy,numberNodesBoscia_BLMO_DICG_Lazy,dualGapBoscia_BLMO_DICG_Lazy,lbBoscia_BLMO_DICG_Lazy,relGapBoscia_BLMO_DICG_Lazy,timeBoscia_MIP_DICG_Lazy,solutionBoscia_MIP_DICG_Lazy,terminationBoscia_MIP_DICG_Lazy,numberNodesBoscia_MIP_DICG_Lazy,dualGapBoscia_MIP_DICG_Lazy,lbBoscia_MIP_DICG_Lazy,relGapBoscia_MIP_DICG_Lazy,timeBoscia_BLMO_DICG_WS,solutionBoscia_BLMO_DICG_WS,terminationBoscia_BLMO_DICG_WS,numberNodesBoscia_BLMO_DICG_WS,dualGapBoscia_BLMO_DICG_WS,lbBoscia_BLMO_DICG_WS,relGapBoscia_BLMO_DICG_WS,timeBoscia_BLMO_DICG_Lazy_WS,solutionBoscia_BLMO_DICG_Lazy_WS,terminationBoscia_BLMO_DICG_Lazy_WS,numberNodesBoscia_BLMO_DICG_Lazy_WS,dualGapBoscia_BLMO_DICG_Lazy_WS,lbBoscia_BLMO_DICG_Lazy_WS,relGapBoscia_BLMO_DICG_Lazy_WS,timeBoscia_MIP_DICG_Lazy_WS,solutionBoscia_MIP_DICG_Lazy_WS,terminationBoscia_MIP_DICG_Lazy_WS,numberNodesBoscia_MIP_DICG_Lazy_WS,dualGapBoscia_MIP_DICG_Lazy_WS,lbBoscia_MIP_DICG_Lazy_WS,relGapBoscia_MIP_DICG_Lazy_WS,timeBoscia_MIP_DICG_WS,solutionBoscia_MIP_DICG_WS,terminationBoscia_MIP_DICG_WS,numberNodesBoscia_MIP_DICG_WS,dualGapBoscia_MIP_DICG_WS,lbBoscia_MIP_DICG_WS,relGapBoscia_MIP_DICG_WS,minimumTime
1,40,7.613,0.5200000000000002,1,762,2.1713454367855434e-8,0.5199999782865459,4.175664475872389e-8,12.484,0.5200000000000002,1,1842,2.1713454367855434e-8,0.5199999782865459,4.175664475872389e-8,8.136,0.5200000000000002,1,762,2.1713454367855434e-8,0.5199999782865459,4.175664475872389e-8,14.81,0.5200000000000002,1,1842,2.1713454367855434e-8,0.5199999782865459,4.175664475872389e-8,6.878,0.5200000000000002,1,1651,0.005144619395785255,0.514855380604215,0.009992358222512354,14.054,0.5200000000000002,1,1666,2.1713454367855434e-8,0.5199999782865459,4.175664475872389e-8,6.758,0.5200000000000002,1,1741,2.1713454367855434e-8,0.5199999782865459,4.175664475872389e-8,8.176,0.5200000000000002,1,865,0.005144683255664861,0.5148553167443354,0.009992483496522939,14.233,0.5200000000000002,1,865,0.0051446832556651945,0.514855316744335,0.009992483496523591,15.871,0.5200000000000002,1,1741,2.1713454367855434e-8,0.5199999782865459,4.175664475872389e-8,6.758
2,40,6.392,0.3950000000000008,1,412,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,6.836,0.3950000000000008,1,1096,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,7.824,0.3950000000000008,1,412,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,12.016,0.3950000000000008,1,1022,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,6.888,0.3950000000000008,1,867,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,11.146,0.3950000000000008,1,879,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,8.311,0.3950000000000008,1,1027,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,8.056,0.3950000000000008,1,507,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,12.667,0.3950000000000008,1,507,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,14.53,0.3950000000000008,1,1027,4.236680761771083e-8,0.3949999576331932,1.0725775230855521e-7,6.392
3,40,6.42,0.40000000000000013,1,441,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,7.418,0.40000000000000013,1,1056,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,14.649,0.40000000000000013,1,441,1.8130962509133042e-8,0.3999999818690376,4.532740832740644e-8,12.267,0.40000000000000013,1,1056,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,6.582,0.40000000000000013,1,924,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,11.448,0.40000000000000013,1,932,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,8.278,0.40000000000000013,1,1017,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,8.108,0.40000000000000013,1,521,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,12.739,0.40000000000000013,1,521,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,14.426,0.40000000000000013,1,1017,1.8130962620155344e-8,0.3999999818690375,4.5327408604962224e-8,6.42
4,40,6.46,0.4400000000000005,1,511,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,6.393,0.4400000000000005,1,1258,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,14.888,0.4400000000000005,1,511,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,12.858,0.4400000000000005,1,1258,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,7.076,0.4400000000000005,1,1117,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,11.836,0.4400000000000005,1,1072,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,8.277,0.4400000000000005,1,1245,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,7.542,0.4400000000000005,1,630,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,13.182,0.4400000000000005,1,630,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,15.338,0.4400000000000005,1,1245,3.835492912163119e-8,0.4399999616450714,8.717030105691332e-8,6.393
5,40,8.055,0.5250000000000065,1,790,0.005081874020840926,0.5199181259791655,0.00977437363098314,7.488,0.5250000000000065,1,2076,0.005123040060153072,0.5198769599398534,0.009854331803328575,15.266,0.5250000000000065,1,790,0.005081874020840704,0.5199181259791658,0.00977437363098271,15.815,0.5250000000000065,1,2076,0.0051230400601537385,0.5198769599398527,0.009854331803329869,6.65,0.5250000000000065,1,1906,0.0035644725676510225,0.5214355274323554,0.0068358835946663275,14.632,0.5250000000000065,1,1848,0.0033116504170801475,0.5216883495829263,0.006347947811615325,8.233,0.5250000000000065,1,1767,0.005196242091902281,0.5198037579081042,0.009996545836478778,7.647,0.5250000000000065,1,944,0.005012843706394654,0.5199871562936118,0.00964032216127304,14.437,0.5250000000000065,1,944,0.005012843706394654,0.5199871562936118,0.00964032216127304,17.453,0.5250000000000065,1,1767,0.005196242091902392,0.5198037579081041,0.009996545836478993,6.65
6,40,7.984,0.5750000000000008,1,955,0.0050383820093045095,0.5699616179906963,0.008839861931521769,6.834,0.5750000000000008,1,2488,0.0052071348074757,0.5697928651925251,0.009138645156106476,10.139,0.5750000000000008,1,955,0.0050383820093045095,0.5699616179906963,0.008839861931521769,17.71,0.5750000000000008,1,2488,0.005207134807476144,0.5697928651925247,0.009138645156107262,6.713,0.5750000000000008,1,2034,0.00507300941225397,0.5699269905877469,0.008901156632400131,14.677,0.5750000000000008,1,2042,0.0050730094122546365,0.5699269905877462,0.00890115663240131,6.605,0.5750000000000008,1,2367,0.005048138286872561,0.5699518617131283,0.008857130971902012,8.424,0.5750000000000008,1,1179,0.005025760286628711,0.5699742397133721,0.008817521804417089,15.807,0.5750000000000008,1,1179,0.0050257602866286,0.5699742397133722,0.008817521804416893,20.428,0.5750000000000008,1,2367,0.005048138286872561,0.5699518617131283,0.008857130971902012,6.605
7,40,7.169,0.31500000000000045,1,299,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,13.102,0.31500000000000045,1,766,3.225252398486589e-8,0.31499996774747646,1.0238897551482136e-7,9.271,0.31500000000000045,1,299,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,12.38,0.31500000000000045,1,722,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,6.112,0.31500000000000045,1,641,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,11.547,0.31500000000000045,1,660,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,7.523,0.31500000000000045,1,721,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,8.16,0.31500000000000045,1,370,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,12.05,0.31500000000000045,1,370,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,13.131,0.31500000000000045,1,721,3.2252524317932796e-8,0.31499996774747613,1.0238897657217684e-7,6.112
8,40,7.153,0.2650000000000011,1,224,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,7.63,0.2650000000000011,1,600,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,9.222,0.2650000000000011,1,224,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,11.716,0.2650000000000011,1,600,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,6.175,0.2650000000000011,1,449,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,10.895,0.2650000000000011,1,469,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,7.531,0.2650000000000011,1,643,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,8.117,0.2650000000000011,1,279,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,11.303,0.2650000000000011,1,279,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,12.866,0.2650000000000011,1,643,4.962731547930588e-8,0.26499995037268564,1.8727292367229484e-7,6.175
9,40,7.25,0.2800000000000066,1,288,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,7.261,0.2800000000000066,1,716,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,7.121,0.2800000000000066,1,288,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,12.193,0.2800000000000066,1,716,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,7.915,0.2800000000000066,1,663,0.0022434207774607584,0.2777565792225458,0.008076931188237565,11.856,0.2800000000000066,1,664,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,7.437,0.2800000000000066,1,651,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,8.17,0.2800000000000066,1,353,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,10.867,0.2800000000000066,1,353,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,12.759,0.2800000000000066,1,651,7.6980540164584e-8,0.2799999230194664,2.7493057617459447e-7,7.121
10,40,7.548,0.40500000000000014,1,448,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,7.308,0.40500000000000014,1,1116,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,8.406,0.40500000000000014,1,448,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,13.9,0.40500000000000014,1,1116,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,7.898,0.40500000000000014,1,960,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,12.959,0.40500000000000014,1,968,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,8.019,0.40500000000000014,1,1055,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,8.156,0.40500000000000014,1,542,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,10.52,0.40500000000000014,1,542,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,14.315,0.40500000000000014,1,1055,1.4754243382597565e-8,0.40499998524575676,3.643023190147671e-8,7.308
