seed,dimension,timeBoscia_BLMO_Lazy,solutionBoscia_BLMO_Lazy,terminationBoscia_BLMO_Lazy,numberNodesBoscia_BLMO_Lazy,dualGapBoscia_BLMO_Lazy,lbBoscia_BLMO_Lazy,relGapBoscia_BLMO_Lazy,timeBoscia_BLMO_DICG,solutionBoscia_BLMO_DICG,terminationBoscia_BLMO_DICG,numberNodesBoscia_BLMO_DICG,dualGapBoscia_BLMO_DICG,lbBoscia_BLMO_DICG,relGapBoscia_BLMO_DICG,timeBoscia_MIP_Lazy,solutionBoscia_MIP_Lazy,terminationBoscia_MIP_Lazy,numberNodesBoscia_MIP_Lazy,dualGapBoscia_MIP_Lazy,lbBoscia_MIP_Lazy,relGapBoscia_MIP_Lazy,timeBoscia_MIP_DICG,solutionBoscia_MIP_DICG,terminationBoscia_MIP_DICG,numberNodesBoscia_MIP_DICG,dualGapBoscia_MIP_DICG,lbBoscia_MIP_DICG,relGapBoscia_MIP_DICG,timeBoscia_BLMO_DICG_Lazy,solutionBoscia_BLMO_DICG_Lazy,terminationBoscia_BLMO_DICG_Lazy,numberNodesBoscia_BLMO_DICG_Lazy,dualGapBoscia_BLMO_DICG_Lazy,lbBoscia_BLMO_DICG_Lazy,relGapBoscia_BLMO_DICG_Lazy,timeBoscia_MIP_DICG_Lazy,solutionBoscia_MIP_DICG_Lazy,terminationBoscia_MIP_DICG_Lazy,numberNodesBoscia_MIP_DICG_Lazy,dualGapBoscia_MIP_DICG_Lazy,lbBoscia_MIP_DICG_Lazy,relGapBoscia_MIP_DICG_Lazy,timeBoscia_BLMO_DICG_WS,solutionBoscia_BLMO_DICG_WS,terminationBoscia_BLMO_DICG_WS,numberNodesBoscia_BLMO_DICG_WS,dualGapBoscia_BLMO_DICG_WS,lbBoscia_BLMO_DICG_WS,relGapBoscia_BLMO_DICG_WS,timeBoscia_BLMO_DICG_Lazy_WS,solutionBoscia_BLMO_DICG_Lazy_WS,terminationBoscia_BLMO_DICG_Lazy_WS,numberNodesBoscia_BLMO_DICG_Lazy_WS,dualGapBoscia_BLMO_DICG_Lazy_WS,lbBoscia_BLMO_DICG_Lazy_WS,relGapBoscia_BLMO_DICG_Lazy_WS,timeBoscia_MIP_DICG_Lazy_WS,solutionBoscia_MIP_DICG_Lazy_WS,terminationBoscia_MIP_DICG_Lazy_WS,numberNodesBoscia_MIP_DICG_Lazy_WS,dualGapBoscia_MIP_DICG_Lazy_WS,lbBoscia_MIP_DICG_Lazy_WS,relGapBoscia_MIP_DICG_Lazy_WS,timeBoscia_MIP_DICG_WS,solutionBoscia_MIP_DICG_WS,terminationBoscia_MIP_DICG_WS,numberNodesBoscia_MIP_DICG_WS,dualGapBoscia_MIP_DICG_WS,lbBoscia_MIP_DICG_WS,relGapBoscia_MIP_DICG_WS,minimumTime
1,50,9.557,0.41500000000000914,1,510,9.949305801448816e-8,0.4149999005069511,2.397423659450291e-7,7.317,0.41500000000000914,1,1330,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,8.502,0.41500000000000914,1,510,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,15.461,0.41500000000000914,1,1330,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,6.156,0.41500000000000914,1,1192,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,14.831,0.41500000000000914,1,1235,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,7.954,0.41500000000000914,1,1141,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,8.238,0.41500000000000914,1,611,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,12.359,0.41500000000000914,1,611,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,15.769,0.41500000000000914,1,1141,9.949305823653276e-8,0.4149999005069509,2.3974236648007663e-7,6.156
2,50,6.888,0.5400000000000003,1,865,0.005068080066903957,0.5349319199330963,0.00947425247597455,6.641,0.5400000000000003,1,2142,0.005019783627831398,0.5349802163721689,0.009383120112126338,9.724,0.5400000000000003,1,865,0.005068080066903957,0.5349319199330963,0.00947425247597455,18.589,0.5400000000000003,1,2142,0.005019783627831176,0.5349802163721691,0.00938312011212592,7.129,0.5400000000000003,1,1924,0.005068650144079867,0.5349313498559204,0.009475328274263733,15.791,0.5400000000000003,1,1920,0.005068650144079867,0.5349313498559204,0.009475328274263733,8.039,0.5400000000000003,1,2029,0.005046504887598946,0.5349534951124013,0.009433539426709613,7.851,0.5400000000000003,1,1058,0.005025184262721916,0.5349748157372783,0.009393309955715265,13.714,0.5400000000000003,1,1058,0.005025184262721916,0.5349748157372783,0.009393309955715265,19.54,0.5400000000000003,1,2029,0.005046504887599168,0.5349534951124011,0.009433539426710031,6.641
3,50,7.859,0.39000000000000823,1,547,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,6.561,0.39000000000000823,1,1384,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,9.418,0.39000000000000823,1,547,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,15.006,0.39000000000000823,1,1358,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,7.025,0.39000000000000823,1,1253,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,13.332,0.39000000000000823,1,1224,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,8.036,0.39000000000000823,1,1257,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,7.822,0.39000000000000823,1,665,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,9.894,0.39000000000000823,1,665,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,15.916,0.39000000000000823,1,1257,8.989030786388241e-8,0.38999991010970037,2.3048802200646095e-7,6.561
4,50,6.94,0.5000000000000009,1,705,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,6.579,0.5000000000000009,1,1874,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,9.535,0.5000000000000009,1,705,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,17.395,0.5000000000000009,1,1874,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,6.461,0.5000000000000009,1,1459,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,14.089,0.5000000000000009,1,1470,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,6.595,0.5000000000000009,1,1911,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,7.873,0.5000000000000009,1,867,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,10.574,0.5000000000000009,1,867,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,19.054,0.5000000000000009,1,1911,5.0840168963617316e-8,0.4999999491598319,1.0168034826612662e-7,6.461
5,50,7.743,0.5800000000000095,1,1032,0.0050355017828909165,0.5749644982171186,0.008757935139483005,6.639,0.5800000000000095,1,2830,0.005072127002315185,0.5749278729976943,0.008822197079903145,17.984,0.5800000000000095,1,1032,0.005035501782891583,0.5749644982171179,0.008757935139484174,21.626,0.5800000000000095,1,2872,0.005041566654414242,0.5749584333455953,0.008768575886569985,6.407,0.5800000000000095,1,2618,0.005519039214355703,0.5744809607856538,0.009607001086350932,18.117,0.5800000000000095,1,2579,0.005546605090485324,0.5744533949095242,0.009655448361235481,6.516,0.5800000000000095,1,2389,0.005066261813643114,0.5749337381863664,0.008811905576501184,7.664,0.5800000000000095,1,1275,0.005002602680032275,0.5749973973199772,0.00870021795463607,12.319,0.5800000000000095,1,1275,0.005002602680032164,0.5749973973199773,0.008700217954635873,20.979,0.5800000000000095,1,2389,0.005066261813643114,0.5749337381863664,0.008811905576501184,6.407
6,50,8.417,0.5150000000000093,1,779,0.005047565908058882,0.5099524340919505,0.009898111217072347,6.589,0.5150000000000093,1,2052,0.005080992913330085,0.5099190070866793,0.00996431363160853,17.364,0.5150000000000093,1,779,0.00504756590805866,0.5099524340919507,0.009898111217071908,18.39,0.5150000000000093,1,2052,0.005080992913330085,0.5099190070866793,0.00996431363160853,6.378,0.5150000000000093,1,1874,0.005046490297780704,0.5099535097022286,0.009895981107625759,16.064,0.5150000000000093,1,1956,0.00369975937460576,0.5113002406254036,0.007235982072060734,6.547,0.5150000000000093,1,1801,0.00500854337184975,0.5099914566281596,0.009820837793958447,7.638,0.5150000000000093,1,962,0.005027917476987387,0.509972082523022,0.009859201413756622,11.371,0.5150000000000093,1,962,0.005027917476987387,0.509972082523022,0.009859201413756622,19.254,0.5150000000000093,1,1801,0.00500854337184975,0.5099914566281596,0.009820837793958447,6.378
7,50,7.26,0.420000000000001,1,540,5.2289008234396306e-8,0.41999994771099275,1.244976541529882e-7,6.669,0.420000000000001,1,1294,0.0015528274257678443,0.41844717257423314,0.00371092823071321,12.001,0.420000000000001,1,540,5.2289008234396306e-8,0.41999994771099275,1.244976541529882e-7,14.339,0.420000000000001,1,1294,0.0015528274257728403,0.41844717257422814,0.0037109282307251938,6.444,0.420000000000001,1,1174,5.2289008234396306e-8,0.41999994771099275,1.244976541529882e-7,13.17,0.420000000000001,1,1172,5.2289008234396306e-8,0.41999994771099275,1.244976541529882e-7,6.577,0.420000000000001,1,1215,0.00044234315165947447,0.4195576568483415,0.0010543083755932246,7.698,0.420000000000001,1,627,5.2289008234396306e-8,0.41999994771099275,1.244976541529882e-7,10.367,0.420000000000001,1,627,5.2289008234396306e-8,0.41999994771099275,1.244976541529882e-7,16.095,0.420000000000001,1,1215,0.00044234315165891935,0.41955765684834206,0.0010543083755919001,6.444
8,50,7.217,0.37500000000000006,1,433,1.5408557096918685e-8,0.37499998459144296,4.108948728012905e-8,6.683,0.37500000000000006,1,1158,1.5408557096918685e-8,0.37499998459144296,4.108948728012905e-8,11.864,0.37500000000000006,1,433,1.540855687487408e-8,0.3749999845914432,4.1089486688010056e-8,14.049,0.37500000000000006,1,1158,1.5408557096918685e-8,0.37499998459144296,4.108948728012905e-8,7.424,0.37500000000000006,1,829,1.5408557096918685e-8,0.37499998459144296,4.108948728012905e-8,11.844,0.37500000000000006,1,823,1.540855687487408e-8,0.3749999845914432,4.1089486688010056e-8,9.277,0.37500000000000006,1,1373,1.540855687487408e-8,0.3749999845914432,4.1089486688010056e-8,7.653,0.37500000000000006,1,521,1.5408557096918685e-8,0.37499998459144296,4.108948728012905e-8,9.707,0.37500000000000006,1,521,1.5408557096918685e-8,0.37499998459144296,4.108948728012905e-8,17.116,0.37500000000000006,1,1373,1.5408557096918685e-8,0.37499998459144296,4.108948728012905e-8,6.683
9,50,6.684,0.530000000000001,1,775,0.005020187942972432,0.5249798120570286,0.009562630462496885,6.572,0.530000000000001,1,2048,0.0007816192546928891,0.5292183807453081,0.0014769314202430386,8.067,0.530000000000001,1,775,0.005020187942968213,0.5249798120570328,0.009562630462488774,17.328,0.530000000000001,1,1950,0.0050365337657167775,0.5249634662342842,0.0095940652820001,7.375,0.530000000000001,1,1713,0.005088012945057785,0.5249119870549432,0.009693078212224588,14.908,0.530000000000001,1,1684,5.311341044755835e-8,0.5299999468865906,1.0021399201936819e-7,9.186,0.530000000000001,1,1901,0.005123329949377364,0.5248766700506237,0.00976101671442784,7.715,0.530000000000001,1,946,0.005073179506024039,0.524926820493977,0.009664546195696337,11.033,0.530000000000001,1,946,0.00507317950602415,0.5249268204939769,0.00966454619569655,19.561,0.530000000000001,1,1901,0.005123329949377253,0.5248766700506238,0.009761016714427627,6.572
10,50,6.932,0.615,1,1255,0.005109792299406446,0.6098902077005935,0.008378216660784523,6.658,0.615,1,3090,0.005034722392297852,0.6099652776077021,0.008254113106313445,8.784,0.615,1,1255,0.005109792299406446,0.6098902077005935,0.008378216660784523,22.555,0.615,1,3090,0.0050347223922986295,0.6099652776077014,0.008254113106314728,7.344,0.615,1,2888,0.005381672021263384,0.6096183279787366,0.008827936717563873,19.814,0.615,1,2890,0.005381672021263384,0.6096183279787366,0.008827936717563873,11.014,0.615,1,2939,0.005064014615386858,0.6099359853846131,0.008302534588434874,7.276,0.615,1,1535,0.005014557093975913,0.6099854429060241,0.00822078158141959,13.139,0.615,1,1535,0.005014557093975913,0.6099854429060241,0.00822078158141959,25.168,0.615,1,2939,0.005064014615386858,0.6099359853846131,0.008302534588434874,6.658
1,60,7.936,0.7500000000000013,1,2763,0.005019517199424728,0.7449804828005766,0.006737783492736681,7.649,0.7500000000000013,1,6996,0.005014783026618175,0.7449852169733832,0.006731385955538152,10.906,0.7500000000000013,1,2763,0.005019517199425061,0.7449804828005763,0.006737783492737131,43.01,0.7500000000000013,1,6996,0.005014783026617398,0.7449852169733839,0.006731385955537102,7.359,0.7500000000000013,1,6376,0.005127595287568787,0.7448724047124325,0.006883857228605965,31.883,0.7500000000000013,1,6370,0.005127595287568898,0.7448724047124324,0.006883857228606115,10.429,0.7500000000000013,1,6593,0.005022139674394577,0.7449778603256068,0.006741327416360474,7.361,0.7500000000000013,1,3426,0.005010806664107137,0.7449891933358942,0.006726012550155085,19.366,0.7500000000000013,1,3426,0.005010806664107137,0.7449891933358942,0.006726012550155085,42.14,0.7500000000000013,1,6593,0.005022139674394466,0.7449778603256069,0.006741327416360324,7.359
2,60,11.659,0.5950000000000001,1,1223,0.005070118569414972,0.5899298814305851,0.008594442710919966,7.662,0.5950000000000001,1,3078,0.005009730072167762,0.5899902699278323,0.008491207952938873,9.335,0.5950000000000001,1,1223,0.005070118569415416,0.5899298814305847,0.008594442710920726,24.826,0.5950000000000001,1,3076,0.005033934444944599,0.5899660655550555,0.008532583039684734,6.945,0.5950000000000001,1,2891,0.005040723808196423,0.5899592761918037,0.008544189423945284,20.23,0.5950000000000001,1,2910,0.005036413643380255,0.5899635863566198,0.008536821186682284,10.271,0.5950000000000001,1,2797,0.005017811608136524,0.5899821883918636,0.008505022197049305,7.195,0.5950000000000001,1,1470,0.0050634410389515105,0.5899365589610486,0.008583026364510886,12.948,0.5950000000000001,1,1470,0.0050634410389515105,0.5899365589610486,0.008583026364510886,24.375,0.5950000000000001,1,2797,0.005017811608136524,0.5899821883918636,0.008505022197049305,6.945
3,60,13.083,0.6950000000000002,1,2021,0.0050099658817776005,0.6899900341182226,0.007260924990286447,7.632,0.6950000000000002,1,5376,0.005012050044795213,0.689987949955205,0.007263967501346369,11.31,0.6950000000000002,1,2021,0.0050099658817774895,0.6899900341182227,0.007260924990286285,36.496,0.6950000000000002,1,5376,0.005012050044796101,0.6899879499552041,0.007263967501347665,6.977,0.6950000000000002,1,4365,0.005055313841919262,0.6899446861580809,0.0073271291791078205,25.228,0.6950000000000002,1,4352,0.005055313841919262,0.6899446861580809,0.0073271291791078205,7.939,0.6950000000000002,1,5313,0.005011922018759218,0.689988077981241,0.00726378060534472,8.033,0.6950000000000002,1,2510,0.005014580559044135,0.689985419440956,0.007267661631324148,19.381,0.6950000000000002,1,2510,0.005014580559044135,0.689985419440956,0.007267661631324148,35.201,0.6950000000000002,1,5313,0.005011922018758996,0.6899880779812412,0.007263780605344396,6.977
