seed,dimension,p,k,Ns,time,solution,dual_gap,rel_dual_gap,termination,ncalls
3,90,90,45.0,10.0,3.731,-2.0721976445755582e7,6.332993507385254e-8,3.056172524837717e-15,OPTIMAL,32
