seed,dimension,var_A,p,k,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
10,15,1,75,15.0,1.0,1800.218,0.6416504945099353,0.03971084182133522,0.06597146681393115,Time limit reached,207483
