seed,dimension,var_A,p,k,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
10,20,5,100,20.0,1.0,1801.377,0.6931471805599454,0.6429551526571239,12.809905865966835,Time limit reached,175858
