seed,dimension,var_A,p,k,M,time,solution,dual_gap,rel_dual_gap,termination,ncalls
9,15,5,75,15.0,0.1,1801.677,0.2708310708372523,0.03685372131083983,0.15750978197434284,Time limit reached,246469
