seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,3.772682190772173,0.007515659693021125,3,17,Time limit reached,2102.694
1,5,-496.4583624786399,8.897898404853777,0.017922748567331483,3,8,Time limit reached,1997.598
1,6,-485.5407587930873,5.881502108837935,0.012113302544275858,3,33,Time limit reached,1902.431
1,7,-475.91426983362254,7.644631738327234,0.016063043751555848,3,25,Time limit reached,2023.065
1,8,-470.9310220831441,12.127994014574654,0.025753228064965796,3,20,Time limit reached,2071.515
2,4,-505.8780881861788,5.175259965473288,0.010230251292419354,3,25,Time limit reached,1939.263
2,5,-543.7924584375728,4.525030542235186,0.008321245489936594,3,18,Time limit reached,2354.698
2,6,-476.5735179166229,6.718768616406123,0.014098073778370496,3,31,Time limit reached,2017.638
2,7,-466.26739774702844,10.53957439209995,0.022604141835835916,3,13,Time limit reached,1946.794
2,8,-448.3903978779525,11.025408426342949,0.02458885934783991,3,29,Time limit reached,1997.947
3,4,-482.39674582137786,3.0731870632570235,0.006370662923988639,3,29,Time limit reached,1961.062
3,5,-492.7137659643789,3.867296505108243,0.007848971902660077,3,18,Time limit reached,2563.786
3,6,-508.8601833257553,5.420703078621955,0.010652637514678175,3,26,Time limit reached,1916.325
3,7,-457.58825120820745,11.10172099265543,0.024261376823689538,3,22,Time limit reached,1914.699
3,8,-433.40142236741144,9.135942514482224,0.021079632052377822,3,27,Time limit reached,1915.786
