seed,numV,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
1,4,940.816,-501.9761863719564,0,11,4.833676927736633,-506.809863299693,0.009629295291221156,1.800031e6,Inf,0,25507,Inf,1800.16249,56.212670609837375,0,4121,Inf,1800.0,NaN,0,Inf,604.2454800605774,-502.1513211937731,0,0.00927716787609978,604.2454800605774
1,5,1969.507,-496.4583624786399,1,3,9.101790965360124e-8,-496.4583625696578,1.833344274818561e-10,1.800021e6,Inf,0,25671,Inf,1800.081268,70.17616111291902,0,3439,Inf,1800.0,NaN,0,Inf,1800.0,Inf,0,Inf,1800.0
1,6,666.75,-485.5407587930873,0,15,6.7940883990559655,-492.3348471921433,0.013992828152973372,1.800044e6,Inf,0,25925,Inf,1800.062231,84.19760566275201,0,3021,Inf,1800.0,NaN,0,Inf,287.9203598499298,-485.54075759455964,0,0.013992830655952694,287.9203598499298
1,7,756.541,-475.91426983362254,0,15,8.432402208463259,-484.3466720420858,0.017718321855344218,1.800063e6,Inf,0,25521,Inf,1800.001689,98.2734180172942,0,3715,Inf,1800.0,NaN,0,Inf,700.4584369659424,-476.659381639504,0,0.01612742914267383,700.4584369659424
1,8,729.728,-470.9310220831441,0,10,15.725960448776732,-486.65698253192085,0.033393341511488435,1.800138e6,Inf,0,26191,Inf,1800.000348,112.4191280815403,0,2487,Inf,1800.0,NaN,0,Inf,1800.0,Inf,0,Inf,729.728
2,4,700.542,-506.0168111748489,0,14,5.483506751597417,-511.5003179264463,0.010836609832914519,1.800022e6,Inf,0,25953,Inf,1800.003368,-434.0232359904962,0,4683,0.17850906474888975,1800.0,NaN,0,Inf,689.4799270629883,-506.90644966974605,0,0.009062556334986873,689.4799270629883
2,5,1347.33,-543.7924584375733,0,9,6.2211331566110175,-550.0135915941843,0.011440271118296865,1.800022e6,Inf,0,14897,Inf,1800.153077,70.1472257845897,0,4746,Inf,1800.0,NaN,0,Inf,606.3640828132629,-543.7924563208994,0,0.01144027505525689,606.3640828132629
2,6,748.683,-476.5735179166228,0,11,8.312831375230019,-484.8863492918528,0.017442915022996223,1.800123e6,Inf,0,25761,Inf,1800.00328,84.49977068059134,0,3487,Inf,1800.0,NaN,0,Inf,677.2821969985962,-476.8306164530839,0,0.01689432800832226,677.2821969985962
2,7,733.537,-466.26739774702844,0,8,14.087600438782658,-480.3549981858111,0.03021356523499812,1.800148e6,Inf,0,26083,Inf,1800.021873,98.32315508057927,0,3079,Inf,1800.0,NaN,0,Inf,1800.0,Inf,0,Inf,733.537
2,8,747.66,-448.3903978779525,0,14,12.729395634380865,-461.1197935123334,0.028389090610824546,1.800025e6,Inf,0,26151,Inf,1800.037983,112.55293734028733,0,2073,Inf,1800.0,NaN,0,Inf,523.8315298557281,-449.07957544072633,0,0.02681087880648056,523.8315298557281
3,4,714.207,-482.5884753539862,0,19,2.9586651214239623,-485.5471404754102,0.0061308242374701035,1.800127e6,Inf,0,25427,Inf,1800.00174,-412.2659841061194,0,4192,0.1777521289518464,1800.0,NaN,0,Inf,795.6141328811646,-482.58847225018263,0,0.006130830708475178,714.207
3,5,671.754,-492.7137659643789,0,12,4.451574984646925,-497.16534094902585,0.009034809441408533,1.800041e6,Inf,0,25541,Inf,1800.066089,70.27081657301724,0,3761,Inf,1800.0,NaN,0,Inf,583.6137549877167,-492.8695431637486,0,0.008715892156172567,583.6137549877167
3,6,672.38,-508.8601833257553,0,12,6.608118081417388,-515.4683014071727,0.012986117401107587,1.800062e6,Inf,0,25925,Inf,1800.058507,84.27001909352992,0,5047,Inf,1800.0,NaN,0,Inf,234.42479801177979,-508.92596999346944,0,0.0128551730496033,234.42479801177979
3,7,709.995,-457.58825120820745,0,12,13.675538668750733,-471.2637898769582,0.0298861228028519,1.80014e6,Inf,0,25953,Inf,1800.001196,98.0697066103069,0,3152,Inf,1800.0,NaN,0,Inf,602.2382578849792,-457.8706997487621,0,0.029250812807076334,602.2382578849792
3,8,743.553,-433.40142236741144,0,9,16.02118773811935,-449.4226101055308,0.0369661632640826,1.800081e6,Inf,0,25821,Inf,1800.009999,112.03496883490644,0,2628,Inf,1800.0,NaN,0,Inf,497.45705699920654,-433.59193849067793,0,0.03651053031557508,497.45705699920654
