seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,3.9094341493959064,0.0077880868764939335,3,18,Time limit reached,2046.644
1,5,-496.4583624786399,8.955028875905896,0.01803782462480161,3,8,Time limit reached,1928.251
1,6,-485.5407587930873,6.085593525526974,0.012533640925746346,3,29,Time limit reached,1934.647
1,7,-475.91426983362254,7.792725041836945,0.01637422018163323,3,23,Time limit reached,2090.935
1,8,-470.9310220831441,12.326378815982025,0.026174488912318397,3,21,Time limit reached,1986.82
2,4,-505.96912868151054,5.084026813010496,0.010048096859701313,3,28,Time limit reached,1911.176
2,5,-543.7924584375728,4.572983147815421,0.0084094273042229,3,18,Time limit reached,2375.575
2,6,-476.5735179166229,6.830117443082543,0.014331718373569972,3,27,Time limit reached,1942.169
2,7,-466.26739774702844,10.481348567183659,0.022479265369675865,3,11,Time limit reached,2100.038
2,8,-448.3903978779525,11.100388665006903,0.024756080231736633,3,29,Time limit reached,1948.845
3,4,-482.39674582137786,3.080848413994204,0.0063865447698002965,3,31,Time limit reached,2068.343
3,5,-492.7137659643789,3.9035818317739768,0.007922615728289168,3,18,Time limit reached,2563.562
3,6,-508.8601833257553,5.458277880224955,0.010726478626312068,3,23,Time limit reached,2001.517
3,7,-457.58825120820745,11.179432669918299,0.02443120565355499,3,23,Time limit reached,2036.972
3,8,-433.40142236741144,9.092435396539372,0.020979246784361857,3,28,Time limit reached,2018.686
