seed,dimension,Ns,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
9,50,10.0,14.694,0.29867033858620706,1,1620,0.002926464592059974,0.2957438739941471,0.009895266984018375,33.138,0.29867031625561985,1,909,0.0028385669133338953,0.29583174934228595,0.009895191477510291,35.866,0.29867031625561985,1,909,0.0028385669133338953,0.29583174934228595,0.009895191477510291,31.1,0.29867031625561985,1,909,0.0028385669133338953,0.29583174934228595,0.009895191477510291,34.48,0.29867031625561985,1,909,0.0028385669133338953,0.29583174934228595,0.009895191477510291,31.485,0.29867031625561985,1,909,0.0028385669133338953,0.29583174934228595,0.009895191477510291,17.795,0.29867031625561985,1,1038,0.0028385669133338953,0.29583174934228595,0.009895191477510291,14.694
10,70,0.1,1800.016,0.9999999999999983,0,49502,0.020735645660001967,0.9792643543399964,0.021174717090542274,1817.742,0.9971627249381513,0,1665,0.019258227941732375,0.9779044969964189,0.018277363531952553,1806.881,0.9971627249381513,0,2039,0.019066199585036414,0.9780965253531149,0.018277363531952553,1806.966,0.9971627249381513,0,2075,0.019059863507722485,0.9781028614304288,0.018277363531952553,1808.065,0.9971627249381513,0,2126,0.019043174219928183,0.9781195507182231,0.018277363531952553,1809.899,0.9971627249381513,0,5463,0.018498748339098148,0.9786639765990531,0.018277363531952553,1802.014,0.9971627249381513,0,41079,0.01788320218930861,0.9792795227488427,0.018277363531952553,1800.016
10,90,1.0,1800.015,0.9999999999999983,0,41731,0.020873468644286852,0.9791265313557115,0.021318458826138816,1806.696,0.9969404444481795,0,2515,0.018963162631145503,0.977977281817034,0.018193678265262272,1803.563,0.9969404444481795,0,2945,0.018930223135533275,0.9780102213126463,0.018193678265262272,1813.764,0.995659291433933,0,1786,0.01795385682759454,0.9777054346063384,0.016885213043231487,1813.143,0.9969404444481795,0,3152,0.01888744967316991,0.9780529947750096,0.018193678265262272,1801.93,0.9969404444481795,0,8529,0.01842067181457252,0.978519772633607,0.018193678265262272,1801.842,0.9969404444481795,0,37532,0.017694562525671254,0.9792458819225083,0.018193678265262272,1800.015
10,50,5.0,1800.025,0.9999999999999983,0,32752,0.02090162966314557,0.9790983703368528,0.021347834187441753,1817.068,0.9971470436774174,0,3266,0.01929814248316697,0.9778489011942504,0.018433973426342294,1809.689,0.9971470436774174,0,3843,0.019265883477488366,0.977881160199929,0.018433973426342294,1804.526,0.9971470436774174,0,4029,0.019233585136035125,0.9779134585413822,0.018433973426342294,1815.531,0.9971470436774174,0,4015,0.019233585136035125,0.9779134585413822,0.018433973426342294,1801.975,0.9971470436774174,0,6335,0.01895454585739642,0.9781924978200209,0.018433973426342294,1801.902,0.9971470436774174,0,30313,0.01818034188354445,0.9789667017938729,0.018433973426342294,1800.025
10,70,10.0,2.345,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,10.396,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,13.535,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,10.942,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,12.511,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,11.18,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,9.397,0.9995257767164175,1,33,0.007639395341641486,0.991886381374776,0.007701885503310488,2.345
1,90,0.1,1800.032,0.8458268719706753,0,28253,0.085806772479042,0.7600200994916333,0.1129006621488523,1822.37,0.836027139905809,0,783,0.07781790582108083,0.7582092340847282,0.10000661885786409,1811.806,0.836027139905809,0,945,0.07772617126819092,0.7583009686376181,0.10000661885786409,1816.085,0.836027139905809,0,1012,0.07767706049084033,0.7583500794149687,0.10000661885786409,1807.579,0.836027139905809,0,995,0.07771026844386397,0.758316871461945,0.10000661885786409,1806.937,0.836027139905809,0,978,0.07771026844386397,0.758316871461945,0.10000661885786409,1801.787,0.836027139905809,0,22792,0.0761707801024536,0.7598563598033554,0.10000661885786409,1800.032
1,50,1.0,1800.022,0.9999999999999984,0,14432,1.0281234509703567,-0.028123450970358288,Inf,1812.015,0.02910851070751062,0,1440,0.05881633593698242,-0.0297078252294718,Inf,1817.92,0.02910851070751062,0,1645,0.058759087397465284,-0.029650576689954664,Inf,1822.818,0.02910851070751062,0,1369,0.05882465919391267,-0.029716148486402052,Inf,1816.698,0.02910851070751062,0,1716,0.058759087397465284,-0.029650576689954664,Inf,1817.349,0.02910851070751062,0,1824,0.058746386492100205,-0.029637875784589585,Inf,1802.006,0.02910851070751062,0,9756,0.05770588473122264,-0.028597374023712017,Inf,1800.022
1,70,5.0,1800.023,0.9999999999999984,0,23379,1.028165629245547,-0.02816562924554855,Inf,1808.558,0.016460859681873566,0,1766,0.04649597962285505,-0.030035119940981486,Inf,1809.54,0.016460859681873594,0,2001,0.04641434398634191,-0.029953484304468314,Inf,1813.575,0.016460859681873594,0,1961,0.04641434398634191,-0.029953484304468314,Inf,1807.35,0.016460859681873594,0,2078,0.04636106455386302,-0.029900204871989425,Inf,1823.6,0.016460859681873594,0,2078,0.04636106455386302,-0.029900204871989425,Inf,1805.229,0.016460859681873594,0,15610,0.04493555204700102,-0.028474692365127424,Inf,1800.023
1,90,10.0,2.419,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,10.805,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,14.187,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,11.419,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,13.016,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,11.484,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,9.967,0.791877428349506,1,41,0.007679003658215611,0.7841984246912904,0.00979216919651241,2.419
2,50,0.1,1800.035,0.8276433030597814,0,21651,0.093214941777364,0.7344283612824174,0.12692176213701406,1816.517,0.8229861560750843,0,857,0.09008800821155949,0.7328981478635248,0.12058057594348927,1814.229,0.8229861560750843,0,1011,0.090015095875845,0.7329710601992393,0.12058057594348927,1812.288,0.8229861560750843,0,993,0.09003297716478276,0.7329531789103015,0.12058057594348927,1806.742,0.8229861560750843,0,1062,0.090015095875845,0.7329710601992393,0.12058057594348927,1818.58,0.8229861560750843,0,1136,0.08998604818474587,0.7330001078903384,0.12058057594348927,1801.819,0.8229861560750843,0,17401,0.08861797527374449,0.7343681808013398,0.12058057594348927,1800.035
2,70,1.0,1800.039,0.9999999999999984,0,21617,1.1451379829753787,-0.14513798297538028,Inf,1832.341,-0.08185655509841146,0,1431,0.06468344012754614,-0.1465399952259576,0.7730770956692372,1833.504,-0.08185655509841146,0,1605,0.06468344012754822,-0.14653999522595967,0.7730770956692372,1810.943,-0.08185655509841146,0,1747,0.06468344012754822,-0.14653999522595967,0.7730770956692372,1826.472,-0.08185655509841146,0,1683,0.06468344012754822,-0.14653999522595967,0.7730770956692372,1824.668,-0.08708080596984231,0,1637,0.05932347456752367,-0.14640428053736598,0.6667046355271933,1801.935,-0.08708080596984231,0,17176,0.05793729368270083,-0.14501809965254314,0.6667046355271933,1800.039
2,90,5.0,1800.05,0.9999999999999984,0,19840,1.1459119337307515,-0.14591193373075306,Inf,1832.784,-0.08440431160801304,0,1844,0.06315114591924412,-0.14755545752725716,0.7287260680282678,1805.22,-0.08440431160801304,0,2054,0.06313832522262167,-0.1475426368306347,0.7287260680282678,1809.918,-0.08440431160801304,0,2054,0.06313832522262167,-0.1475426368306347,0.7287260680282678,1815.885,-0.08440431160801304,0,2261,0.06292561828861351,-0.14732992989662655,0.7287260680282678,1817.234,-0.08440431160801304,0,2177,0.06311588090877862,-0.14752019251679166,0.7287260680282678,1801.983,-0.08440431160801304,0,15669,0.061684854608243994,-0.14608916621625703,0.7287260680282678,1800.05
2,50,10.0,2.231,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,10.692,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,12.282,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,11.314,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,12.89,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,11.449,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,9.875,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,2.231
3,70,0.1,1800.033,0.548353627903558,0,13023,0.13189329697472485,0.41646033092883317,0.31670074477576937,1837.525,0.4511744564812674,0,1485,0.036873161836988966,0.41430129464427845,0.08335517929165352,1812.62,0.4511744564812673,0,1651,0.03679616845185574,0.41437828802941157,0.08335517929165326,1820.058,0.4511744564812674,0,1431,0.037002069907356216,0.4141723865739112,0.08335517929165352,1823.358,0.4511744564812673,0,1910,0.03650603877635428,0.41466841770491303,0.08335517929165326,1810.145,0.4511744564812673,0,4574,0.03552055401091336,0.41565390247035394,0.08335517929165326,1809.402,0.4511744564812673,0,9446,0.034363820610602724,0.4168106358706646,0.08335517929165326,1800.033
3,90,1.0,1800.028,0.8924674633395794,0,11319,1.524484710906252,-0.6320172475666727,Inf,1838.574,-0.3039412986114327,0,1416,0.32938559620056507,-0.6333268948119978,1.0794056301465689,1826.454,-0.3039412986114327,0,1633,0.32918725457490083,-0.6331285531863335,1.0794056301465689,1822.393,-0.3039412986114327,0,1567,0.3292317676263625,-0.6331730662377952,1.0794056301465689,1818.977,-0.308388138554239,0,1639,0.3247666352717568,-0.6331547738259958,1.049421389971891,1822.018,-0.308388138554239,0,1672,0.3247206887407989,-0.6331088272950379,1.049421389971891,1802.075,-0.308388138554239,0,18106,0.3236427858974868,-0.6320309244517258,1.049421389971891,1800.028
3,50,5.0,1800.053,0.9999999999999984,0,18692,1.6427474465134104,-0.642747446513412,Inf,1826.951,-0.3250111533583346,0,1841,0.3188856297450324,-0.643896783103367,0.9776165829138902,1829.865,-0.3250111533583346,0,2128,0.3187520140663163,-0.6437631674246509,0.9776165829138902,1824.958,-0.3250111533583346,0,2206,0.3187520140663163,-0.6437631674246509,0.9776165829138902,1805.75,-0.3250111533583346,0,2206,0.3187520140663163,-0.6437631674246509,0.9776165829138902,1825.777,-0.3250111533583346,0,3044,0.3184497508496899,-0.6434609042080245,0.9776165829138902,1801.987,-0.3250111533583346,0,14855,0.3177361230231753,-0.6427472763815099,0.9776165829138902,1800.053
3,70,10.0,2.345,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,11.175,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,12.907,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,11.641,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,13.338,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,11.97,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,10.204,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,2.345
4,90,0.1,1800.026,0.5671716855515061,0,10164,0.1484601859449946,0.4187114996065115,0.3545643864200329,1816.376,0.43812591720595556,0,1028,0.020458795255925755,0.4176671219500298,0.04636705134129101,1832.826,0.4381259172059552,0,1242,0.020223573190576494,0.4179023440153787,0.04636705134129008,1842.43,0.43812591720595556,0,884,0.020614721086716692,0.41751119611923887,0.04636705134129101,1817.322,0.4381259172059552,0,1242,0.020223573190576494,0.4179023440153787,0.04636705134129008,1809.542,0.4381259172059552,0,1800,0.020003615445194578,0.4181223017607606,0.04636705134129008,1809.134,0.4381259172059552,0,10124,0.019593286781431574,0.4185326304245236,0.04636705134129008,1800.026
4,50,1.0,1800.036,-0.1419570710066267,0,16871,1.4605475244692236,-1.6025045954758503,10.288656381203046,1815.115,-1.3607463713237462,0,1434,0.24244471695913017,-1.6031910882828764,0.17766589663356558,1811.828,-1.3631633489115382,0,1524,0.24061146006548562,-1.6037748089770238,0.17557781813560483,1811.468,-1.3631633489115382,0,1607,0.24061146006548562,-1.6037748089770238,0.17557781813560483,1808.375,-1.3631633489115382,0,1524,0.24061146006548562,-1.6037748089770238,0.17557781813560483,1816.728,-1.3631633489115382,0,1607,0.24061146006548562,-1.6037748089770238,0.17557781813560483,1801.79,-1.3631633489115382,0,14547,0.23934511246707935,-1.6025084613786176,0.17557781813560483,1800.036
4,70,5.0,1800.039,0.9999999999999984,0,23168,2.8984415946092152,-1.8984415946092168,Inf,1836.487,-1.6593521636392077,0,1822,0.24055803675556242,-1.89991020039477,0.14408600911192365,1806.163,-1.6593521636392077,0,2184,0.24037123711424702,-1.8997234007534547,0.14408600911192365,1827.86,-1.6593521636392077,0,2306,0.24033116454898407,-1.8996833281881917,0.14408600911192365,1815.806,-1.6593521636392077,0,2184,0.24037123711424702,-1.8997234007534547,0.14408600911192365,1802.89,-1.6593521636392077,0,2308,0.24033116454898407,-1.8996833281881917,0.14408600911192365,1802.015,-1.6593521636392077,0,20062,0.23920166386430552,-1.8985538275035132,0.14408600911192365,1800.039
4,90,10.0,2.431,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,17.716,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,12.466,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,11.611,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,13.142,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,11.738,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,10.198,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,2.431
5,50,0.1,1800.026,0.8786243549139496,0,23708,0.09875252668410728,0.7798718282298424,0.12662661107820286,1812.103,0.8692761132992008,0,892,0.09109262346995428,0.7781834898292466,0.1146397162111739,1802.025,0.8692761132992008,0,1024,0.09100169483735865,0.7782744184618422,0.1146397162111739,1816.451,0.8692761132992008,0,1062,0.09096873122127469,0.7783073820779262,0.1146397162111739,1812.156,0.8692761132992008,0,1126,0.09083545220671296,0.7784406610924879,0.1146397162111739,1824.653,0.8692761132992008,0,1206,0.09073198358162338,0.7785441297175775,0.1146397162111739,1801.753,0.8692761132992008,0,19003,0.08949754775528862,0.7797785655439122,0.1146397162111739,1800.026
5,70,1.0,1800.035,0.9999999999999984,0,14885,0.7410099479566365,0.2589900520433619,2.8611521643795474,1834.822,0.3370039597128762,0,1413,0.07995884914531792,0.2570451105675583,0.3012235684498519,1828.669,0.3370039597128762,0,1625,0.07987821835979458,0.25712574135308164,0.3012235684498519,1817.889,0.3370039597128762,0,1345,0.07995884914531792,0.2570451105675583,0.3012235684498519,1812.254,0.3370039597128762,0,1666,0.07974539566931216,0.25725856404356406,0.3012235684498519,1804.835,0.3370039597128762,0,1703,0.07974539566931216,0.25725856404356406,0.3012235684498519,1801.828,0.3370039597128762,0,11199,0.07813377963609147,0.25887018007678475,0.3012235684498519,1800.035
5,90,5.0,1800.031,0.9999999999999984,0,21207,0.7406756448702673,0.2593243551297312,2.856174633114319,1817.313,0.3372048025680868,0,1739,0.0800027272676157,0.2572020753004711,0.30032060582738057,1819.971,0.33720480256808666,0,2058,0.07973115859267177,0.2574736439754149,0.3003206058273799,1814.43,0.33720480256808666,0,2185,0.0795188444695708,0.25768595809851585,0.3003206058273799,1821.31,0.33720480256808666,0,2140,0.0795188444695708,0.25768595809851585,0.3003206058273799,1825.339,0.33720480256808666,0,2185,0.0795188444695708,0.25768595809851585,0.3003206058273799,1801.882,0.33720480256808666,0,16852,0.07815509326311149,0.2590497093049752,0.3003206058273799,1800.031
5,50,10.0,3.023,0.9588343944418661,1,109,0.00553123439215597,0.9533031600497102,0.00580217775829836,22.896,0.9588344184744112,1,95,0.006306673327742152,0.952527745146669,0.005802202968059612,16.183,0.9588344184744112,1,95,0.006306673327742152,0.952527745146669,0.005802202968059612,14.355,0.9588344184744112,1,95,0.006306673327742152,0.952527745146669,0.005802202968059612,16.347,0.9588344184744112,1,95,0.006306673327742152,0.952527745146669,0.005802202968059612,14.593,0.9588344184744112,1,95,0.006306673327742152,0.952527745146669,0.005802202968059612,13.09,0.9588344184744112,1,95,0.006306673327742152,0.952527745146669,0.005802202968059612,3.023
6,70,0.1,1800.024,0.849446359679231,0,22738,0.109641355931133,0.739805003748098,0.14820304725657904,1820.761,0.8394008620905159,0,932,0.10038917699818761,0.7390116850923283,0.13462447244589074,1810.263,0.8394008620905159,0,1045,0.10033864786486701,0.7390622142256489,0.13462447244589074,1821.676,0.8394008620905159,0,1182,0.10031744192447634,0.7390834201660396,0.13462447244589074,1804.985,0.8394008620905159,0,1119,0.10031823288309816,0.7390826292074177,0.13462447244589074,1812.128,0.8394008620905159,0,2602,0.09995090190664735,0.7394499601838685,0.13462447244589074,1801.671,0.8394008620905159,0,13737,0.09959413932400807,0.7398067227665078,0.13462447244589074,1800.024
6,90,1.0,1800.022,0.9999999999999984,0,13815,1.0221145329345895,-0.02211453293459109,Inf,1815.059,0.061974031798993905,0,1397,0.08596925484733564,-0.023995223048341736,Inf,1824.78,0.061974031798993905,0,1595,0.08591772171223819,-0.023943689913244283,Inf,1810.027,0.061974031798993905,0,1632,0.08591772171223819,-0.023943689913244283,Inf,1810.974,0.060655782337839144,0,1835,0.08419536809517451,-0.02353958575733537,Inf,1809.502,0.060655782337839144,0,1588,0.08433792740066184,-0.0236821450628227,Inf,1802.181,0.060655782337839144,0,9462,0.08301307276897155,-0.022357290431132402,Inf,1800.022
6,50,5.0,1800.021,0.9999999999999984,0,21814,1.0222295223728532,-0.022229522372854804,Inf,1824.793,0.061586525543365606,0,1757,0.08534075687439137,-0.023754231331025763,Inf,1826.935,0.061586525543365606,0,1986,0.08521187529696754,-0.023625349753601935,Inf,1829.53,0.061586525543365606,0,2158,0.08511483904414281,-0.023528313500777207,Inf,1809.372,0.061586525543365606,0,2066,0.08516642879807806,-0.02357990325471246,Inf,1807.895,0.061586525543365606,0,2066,0.08516642879807806,-0.02357990325471246,Inf,1801.956,0.06197403179899344,0,16610,0.08413973424508839,-0.022165702446094948,Inf,1800.021
6,70,10.0,3.01,0.8035914169866175,1,116,0.007743915414346603,0.7958475015722709,0.009730401112082121,22.317,0.8035913726436295,1,113,0.005946595427658519,0.7976447772159709,0.009730345394136194,16.117,0.8035913726436295,1,113,0.005946595427658519,0.7976447772159709,0.009730345394136194,14.236,0.8035913726436295,1,113,0.005946595427658519,0.7976447772159709,0.009730345394136194,16.607,0.8035913726436295,1,113,0.005946595427658519,0.7976447772159709,0.009730345394136194,14.672,0.8035913726436295,1,113,0.005946595427658519,0.7976447772159709,0.009730345394136194,12.648,0.8035913726436295,1,113,0.005946595427658519,0.7976447772159709,0.009730345394136194,3.01
7,90,0.1,1800.025,0.856202650635829,0,32638,0.06968154105246793,0.7865211095833611,0.0885946228313947,1813.587,0.8450846270109141,0,813,0.06059404774655397,0.7844905792643602,0.07445892642166406,1813.093,0.8450846270109141,0,940,0.06040886900814979,0.7846757580027643,0.07445892642166406,1816.332,0.8450846270109141,0,1130,0.060404782717673355,0.7846798442932408,0.07445892642166406,1804.372,0.8450846270109141,0,956,0.06040886900814979,0.7846757580027643,0.07445892642166406,1821.749,0.8450846270109141,0,993,0.06040886900814979,0.7846757580027643,0.07445892642166406,1801.93,0.8450846270109141,0,25738,0.05873356223861259,0.7863510647723015,0.07445892642166406,1800.025
7,50,1.0,1800.023,0.9999999999999984,0,13138,0.936640363624524,0.06335963637547448,14.782918861369645,1816.07,0.11566953655749482,0,1386,0.05377587654653535,0.061893660010959466,0.8256029102191734,1833.842,0.11566953655749482,0,1618,0.05375164265346992,0.0619178939040249,0.8256029102191734,1828.167,0.11566953655749482,0,1925,0.053465750418268496,0.06220378613922632,0.8256029102191734,1823.242,0.11566953655749482,0,1827,0.05365145382676298,0.06201808273073184,0.8256029102191734,1821.933,0.11566953655749482,0,1626,0.05375164265346992,0.0619178939040249,0.8256029102191734,1802.047,0.11566953655749482,0,9570,0.052543805180397626,0.06312573137709719,0.8256029102191734,1800.023
7,70,5.0,1800.029,0.9999999999999984,0,20219,0.9363844523532752,0.06361554764672328,14.719427671255874,1836.303,0.1146323607653928,0,1781,0.05274109103523449,0.0618912697301583,0.8019551038369045,1816.512,0.11463236076539278,0,2022,0.052632043481643416,0.062000317283749364,0.8019551038369043,1818.364,0.11463236076539278,0,2062,0.052632043481643416,0.062000317283749364,0.8019551038369043,1807.412,0.11463236076539278,0,2143,0.05250307996432015,0.06212928080107263,0.8019551038369043,1823.129,0.11463236076539278,0,2105,0.05250307996432015,0.06212928080107263,0.8019551038369043,1802.0,0.11463236076539278,0,16673,0.05134454136664213,0.06328781939875065,0.8019551038369043,1800.029
7,90,10.0,2.407,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,17.357,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,12.611,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,11.522,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,13.005,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,11.753,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,10.091,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,2.407
8,50,0.1,1800.026,0.8335944513184914,0,6466,0.21353372757784062,0.6200607237406508,0.34437550936890843,1823.167,0.633692030898472,0,941,0.015149728591360656,0.6185423023071114,0.02198382615752119,1811.743,0.6336920308984719,0,1055,0.01511149441147619,0.6185805364869957,0.021983826157521008,1827.071,0.6336920308984719,0,1228,0.014833582275176171,0.6188584486232958,0.021983826157521008,1818.959,0.6336920308984719,0,1147,0.01486268346145192,0.61882934743702,0.021983826157521008,1827.385,0.6336920308984719,0,1147,0.01486268346145192,0.61882934743702,0.021983826157521008,1806.796,0.6336920308984719,0,14610,0.013916289245121116,0.6197757416533508,0.021983826157521008,1800.026
8,70,1.0,1800.045,0.6953563097768434,0,16122,1.4215413435474051,-0.7261850337705618,Inf,1819.666,-0.615180411461822,0,1298,0.1123878353779002,-0.7275682468397222,0.1804423876972368,1811.677,-0.615180411461822,0,1537,0.11235936033603744,-0.7275397717978594,0.1804423876972368,1814.969,-0.615180411461822,0,1742,0.11222755713554555,-0.7274079685973676,0.1804423876972368,1827.824,-0.6153319048037024,0,1741,0.11241076149895923,-0.7277426663026616,0.1801517654154838,1820.247,-0.6153319048037024,0,1597,0.11241076149895923,-0.7277426663026616,0.1801517654154838,1801.761,-0.6153319048037024,0,20070,0.11108259260521991,-0.7264144974089223,0.1801517654154838,1800.045
8,90,5.0,1800.04,0.9999999999999984,0,21452,1.785689231751551,-0.7856892317515525,Inf,1837.432,-0.6820342291303931,0,1768,0.10492307457718875,-0.7869573037075819,0.15197917962757013,1826.348,-0.6820342291303931,0,2097,0.10477807607877454,-0.7868123052091677,0.15197917962757013,1821.89,-0.6820342291303931,0,2388,0.10465972938915924,-0.7866939585195524,0.15197917962757013,1811.38,-0.6820342291303931,0,2142,0.10477807607877454,-0.7868123052091677,0.15197917962757013,1805.984,-0.6820342291303931,0,2142,0.10477807607877454,-0.7868123052091677,0.15197917962757013,1801.97,-0.6820342291303931,0,16304,0.1034236490590219,-0.785457878189415,0.15197917962757013,1800.04
8,50,10.0,16.616,0.23935087131639518,1,2204,0.0023333718551005467,0.23701749946129463,0.00984472395668654,137.73,0.23935086246790038,1,2784,0.0023686025407644584,0.23698225992713592,0.009844686624021999,103.831,0.23935086246790038,1,2784,0.0023686025407644584,0.23698225992713592,0.009844686624021999,128.182,0.23935086246790038,1,2784,0.0023686025407644584,0.23698225992713592,0.009844686624021999,100.7,0.23935086246790038,1,2784,0.0023686025407644584,0.23698225992713592,0.009844686624021999,92.008,0.23935086246790038,1,2784,0.0023686025407644584,0.23698225992713592,0.009844686624021999,33.137,0.2393508622220805,1,2369,0.002364878429745837,0.23698598379233465,0.009844685586883844,16.616
9,70,0.1,1800.025,0.6219663538067068,0,9743,0.1418991357890258,0.48006721801768104,0.29558180701228304,1819.641,0.5088896281060962,0,1093,0.029445449977453797,0.4794441781286424,0.060038280071341155,1833.202,0.5088896281060962,0,1524,0.029270709259631877,0.4796189188464643,0.060038280071341155,1809.324,0.5088896281060962,0,1891,0.029247768418095232,0.47964185968800094,0.060038280071341155,1820.116,0.5088896281060962,0,2110,0.028970578801129354,0.4799190493049668,0.060038280071341155,1832.19,0.5088896281060962,0,2397,0.02842434516755432,0.48046528293854185,0.060038280071341155,1808.756,0.5088896281060962,0,6757,0.02788224640602288,0.4810073817000733,0.060038280071341155,1800.025
9,90,1.0,1800.025,0.3704708460711337,0,15867,1.458525348700267,-1.0880545026291333,Inf,1836.545,-0.8773312077513368,0,1306,0.21192873240429855,-1.0892599401556353,0.24018670829901917,1832.889,-0.8773312077513368,0,1561,0.21180374656196654,-1.0891349543133033,0.24018670829901917,1817.786,-0.8773312077513368,0,1738,0.21173637413955781,-1.0890675818908946,0.24018670829901917,1812.431,-0.8727502667658146,0,1820,0.21623472345648065,-1.0889849902222952,0.24669627047056678,1805.212,-0.8727502667658146,0,2132,0.21623472345648065,-1.0889849902222952,0.24669627047056678,1801.785,-0.8727502667658146,0,18714,0.21532618108130064,-1.0880764478471152,0.24669627047056678,1800.025
