seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,4.98905428408824,0.009938826620734217,3,10,Time limit reached,722.558
1,5,-496.45836247864014,9.101773912334465e-8,1.833340839882834e-10,1,3,Optimal (tree empty),2623.687
1,6,-485.5407587930873,7.269979396972872,0.014972953897925932,3,12,Time limit reached,696.902
1,7,-475.9142698336223,8.631756247067528,0.018137208304523325,3,12,Time limit reached,711.799
1,8,-470.93102208314434,15.725960448776505,0.033393341511487935,3,10,Time limit reached,966.822
2,4,-506.0168111748488,6.341313095394582,0.012531822965864683,3,10,Time limit reached,734.917
2,5,-543.7924584375733,6.2211331566110175,0.011440271118296865,3,9,Time limit reached,1439.685
2,6,-476.5735179166229,7.574714284001345,0.015894114967014494,3,12,Time limit reached,796.026
2,7,-466.2673977470281,19.36973167745043,0.04154211032348313,3,7,Time limit reached,696.599
2,8,-448.39039787795275,15.411748344243392,0.03437127203700359,3,10,Time limit reached,746.311
3,4,-482.588475353986,3.3832839110909276,0.0070107018378531265,3,15,Time limit reached,710.232
3,5,-492.7137659643786,6.180487726321871,0.012543769127750935,3,9,Time limit reached,702.021
3,6,-508.86018332575543,7.146492927807799,0.014044118919072217,3,10,Time limit reached,768.744
3,7,-457.58825120820734,13.247506468980646,0.028950713734459267,3,11,Time limit reached,918.879
3,8,-433.4014223674111,15.132249095581585,0.03491508867904313,3,8,Time limit reached,813.955
