seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,2,15,20.0,3.370347162078279,5.599605268358232e-8,1.6614328115501877e-8,62,OPTIMAL,14.299
2,2,15,20.0,2.1185418107851888,7.042956884362184e-8,3.3244362148748355e-8,15,OPTIMAL,15.694
3,2,15,20.0,2.978121164255088,7.740211360740545e-8,2.5990250681579047e-8,55,OPTIMAL,14.613
4,2,15,20.0,2.0049181064464103,4.7837114269810854e-8,2.385988497853767e-8,39,OPTIMAL,14.562
5,2,15,20.0,0.4872728372600641,5.7724920399238044e-8,1.1846530900886233e-7,64,OPTIMAL,12.278
6,2,15,20.0,0.06023019318797068,9.992633143163232e-8,1.6590764851974045e-6,44,OPTIMAL,15.682
7,2,15,20.0,3.4917781560540337,8.564702103086574e-8,2.4528197183185373e-8,64,OPTIMAL,15.497
8,2,15,20.0,0.4427752877117985,4.1086895663511314e-8,9.279402129342177e-8,39,OPTIMAL,15.427
9,2,15,20.0,0.45178989295454275,3.8989156125879276e-8,8.629931766654146e-8,16,OPTIMAL,15.214
10,2,15,20.0,2.5368572106681615,7.242492117143229e-8,2.8549073607505605e-8,41,OPTIMAL,16.292
1,2,16,20.0,2.792894873441543,5.5845370994234145e-8,1.99955152776931e-8,63,OPTIMAL,10.635
2,2,16,20.0,2.9760070981254225,7.213614949819203e-8,2.4239240320413155e-8,15,OPTIMAL,10.082
3,2,16,20.0,2.6141629527823453,3.411892857130283e-8,1.3051569329407877e-8,56,OPTIMAL,10.743
4,2,16,20.0,1.8597915468796642,5.8005213743328454e-8,3.118909517025122e-8,40,OPTIMAL,10.494
5,2,16,20.0,0.9308823765777835,4.969353217809669e-8,5.338325881040787e-8,40,OPTIMAL,10.452
6,2,16,20.0,0.29033174532682576,3.673915172086595e-8,1.2654198847099575e-7,38,OPTIMAL,10.384
7,2,16,20.0,3.5649391289865147,3.699641881738103e-8,1.0377854393222775e-8,64,OPTIMAL,10.517
8,2,16,20.0,0.6965811464093504,8.797526296344671e-8,1.262958013260006e-7,37,OPTIMAL,10.376
9,2,16,20.0,0.30240000137385065,4.8646078720793184e-8,1.6086668758372993e-7,39,OPTIMAL,10.079
10,2,16,20.0,1.237435754754274,4.8633677751652726e-8,3.93019835382971e-8,18,OPTIMAL,10.304
1,2,17,20.0,2.8504539680521126,6.682881803499185e-8,2.3444974151769915e-8,59,OPTIMAL,10.542
