seed,dimension,varA,p,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
3,15,1,75,1.0,63.06,0.6595374915714965,1,24694,0.006526256774222472,0.6530112347972741,0.00999409570074018,102.455,0.6595374946265362,1,5245,0.009994100379127782,1800.0,0.6749461676391884,0,124,0.03359043715185686,12.474793910980225,0.6595374914453859,1,0.009994095507618421,5.209874868392944,0.6595374914409262,1,0.00999409550078905,0.900428
3,20,5,100,1.0,88.755,0.3872486896147957,1,48260,0.003804567172207951,0.38344412244258774,0.00992209020697038,168.003,0.3872486640479971,1,7219,0.009922023530244696,1800.0,0.4989410159714649,0,109,0.30120918999396123,1800.0,NaN,0,Inf,20.606671810150146,0.3872486889158185,1,0.009922088384078416,1.300993
1,5,1,25,0.1,0.214,0.4718474259178642,1,47,0.003053454547510104,0.4687939713703541,0.006513425372311006,13.378,0.4718474493816601,1,179,0.006513475423713838,1800.0,0.5945698275197432,0,42,0.2682966587256394,88.93175387382507,0.4718490688544663,1,0.006516929974977493,1.4997260570526123,0.47184742583020395,1,0.006513425185319975,0.214
1,10,5,50,0.1,8.169,0.10447247263399045,1,2573,0.000998040197055003,0.10347443243693545,0.00964528312502007,96.466,0.10447251575688318,1,1761,0.009645699874276029,1800.0,0.3495274786862336,0,101,2.3779115328732057,1800.0,NaN,0,Inf,46.42172408103943,0.10447247262906423,1,0.009645283077411922,0.927056
1,15,1,75,1.0,1800.095,0.40353686102521846,0,569593,0.04665519621900904,0.3568816648062094,0.13073015741602562,1800.07,Inf,0,42759,Inf,1800.0,0.5678185991285626,0,255,0.5910556779006683,1800.0,NaN,0,Inf,113.20107579231262,0.4025117423245934,1,0.12785772433325096,1.426459
1,20,5,100,1.0,1800.101,0.0902591366958451,0,532432,0.0278253316587546,0.06243380503709049,0.4456773320515097,1800.061,0.10595712781307554,0,43597,0.6971114887219966,1800.0,0.266102114796131,0,261,3.262147960356506,1800.0,NaN,0,Inf,454.5199010372162,0.08557255897455478,1,0.3706125859815541,1.017075
2,5,1,25,0.1,1800.095,0.6484994987895639,0,572509,0.006898577426706964,0.641600921362857,0.01075213142159046,1800.041,Inf,0,42463,Inf,1800.0,0.678107403730065,0,226,0.05689904916230907,1800.0,NaN,0,Inf,7.217676877975464,0.6484994985376966,1,0.010752131029029763,1.275344
2,10,5,50,0.1,1430.539,0.3194128293759913,1,473095,0.0031616742036744694,0.31625115517231683,0.009997352268805966,1800.096,Inf,0,39635,Inf,1800.0,0.5011452817405971,0,197,0.5846433239667896,1800.0,NaN,0,Inf,102.31673502922058,0.3194128288564038,1,0.009997350625847591,0.973753
2,15,1,75,1.0,1800.073,0.6484994987895611,0,535690,0.018350105387108684,0.6301493934024525,0.02912024605471479,1800.049,0.6685523343827697,0,37929,0.06094259771157277,1800.0,0.6781077095793817,0,332,0.0761062641320359,1800.0,NaN,0,Inf,28.36386013031006,0.6484994985464156,1,0.029120245668861042,1.576549
2,20,5,100,1.0,1800.095,0.32377626233307705,0,525442,0.05535121834966594,0.2684250439834111,0.2062073550524842,1800.039,0.441437163971953,0,32377,0.644545372596583,1800.0,0.48552406291644845,0,366,0.8087882401407159,1800.0,NaN,0,Inf,83.61134815216064,0.31941282889188494,1,0.18995166826395274,1.579367
3,5,1,25,0.1,1800.078,0.6680688253172661,0,583560,0.007489125324330548,0.6605796999929355,0.011337201740245181,1800.105,Inf,0,37105,Inf,1800.0,0.68293529722301,0,352,0.03384239211455271,1800.0,NaN,0,Inf,4.512091875076294,0.6680688251098897,1,0.011337201426314343,1.63913
3,10,5,50,0.1,1800.08,0.42004685877632925,0,590224,0.005305833111728109,0.41474102566460114,0.012793123379163622,1800.094,Inf,0,34135,Inf,1800.0,0.5548043234543449,0,327,0.3377126667546322,1800.0,NaN,0,Inf,144.05554795265198,0.4200468582190374,1,0.012793122035453236,1.565008
3,15,1,75,1.0,1800.078,0.6681557145501444,0,548310,0.013807410288814936,0.6543483042613295,0.021101010270671718,1800.032,0.672757922000164,0,37865,0.02813427897489014,1800.0,0.682935274824438,0,397,0.04368769717433495,1800.0,NaN,0,Inf,30.595911979675293,0.6680688251198771,1,0.02096822253407715,1.721417
3,20,5,100,1.0,1800.093,0.4254050612314446,0,487778,0.0625611076740088,0.3628439535574358,0.17241876862116648,1800.056,0.4594964893833648,0,33739,0.2663749385329898,1800.0,0.5548042455825917,0,422,0.5290436567651658,1800.0,NaN,0,Inf,355.30374097824097,0.4200468578858837,1,0.15765152972128288,1.1092279999999999
1,5,1,25,0.1,1800.017,0.6931471805599453,0,436377,0.06858547156354855,0.6245617089963967,0.10981376311679114,1800.085,Inf,0,17081,Inf,1.757795,0.6722153296460998,1,600,0.07629929911373728,1800.0,NaN,0,Inf,49.60703992843628,0.6385696143133786,1,0.022428376756383303,1.757795
1,10,5,50,0.1,1800.018,0.6931471805599453,0,438242,0.41499071653994857,0.2781564640199967,1.4919326717861743,1800.137,Inf,0,15559,Inf,2.598761,0.4726750132167028,1,834,0.6993134237668556,1800.0,NaN,0,Inf,305.30519104003906,0.3129750837292171,1,0.12517638168824752,2.598761
1,15,1,75,1.0,1800.124,0.6417630667986518,0,344024,0.02417405199344491,0.6175890148052069,0.03914261979071895,1800.122,0.6620581233408482,0,17419,0.07200437098070357,1800.0,0.67221538738154,0,595,0.08845101073172863,1800.0,NaN,0,Inf,183.59049701690674,0.6385696143201409,1,0.03397178222405963,2.150205
1,20,5,100,1.0,1800.136,0.3220792325308254,0,327220,0.0682257596173863,0.25385347291343907,0.26876039486231673,1800.074,0.40540357815887607,0,16663,0.5969983530503588,1800.0,0.47267513008381923,0,666,0.8619998562910962,1800.0,NaN,0,Inf,872.2584729194641,0.3129750838740101,1,0.23289660086994654,2.272855
2,5,1,25,0.1,1800.02,0.6931471805599453,0,453756,0.05958536142625093,0.6335618191336944,0.09404822012116423,1800.18,Inf,0,17477,Inf,2.558318,0.6843579774301541,1,598,0.0801755357763135,1800.0,NaN,0,Inf,15.952492952346802,0.6535000640555705,1,0.031470085980147666,2.558318
2,10,5,50,0.1,1800.017,0.6931471805599453,0,444546,0.39807724729611266,0.29506993326383263,1.3490945786746,1800.127,Inf,0,15771,Inf,2.564616,0.560391191219191,1,635,0.8991809332132973,1800.0,NaN,0,Inf,718.8398849964142,0.3504223309906433,1,0.18759077590368414,2.564616
2,15,1,75,1.0,1800.109,0.6535000643878349,0,367536,0.024493583007619946,0.629006481380215,0.03894011227654478,1800.063,0.677687701029623,0,17937,0.07739382834750422,1800.0,0.6843579435624585,0,640,0.08799823820700071,1800.0,NaN,0,Inf,63.10807490348816,0.6535000640620989,1,0.038940111758686856,2.731218
2,20,5,100,1.0,1800.16,0.36802663846468014,0,204345,0.09906951254796886,0.2689571259167113,0.3683468590404554,1800.053,0.4893122372604667,0,15693,0.8192945644875511,1800.0,0.5603913284912465,0,798,1.0835712256413108,1800.0,NaN,0,Inf,670.1901021003723,0.3504223310190404,1,0.3028929046764007,3.181544
3,5,1,25,0.1,1800.101,0.616218501365392,0,496513,0.019436127428993033,0.596782373936399,0.032568199527730025,1800.17,Inf,0,16209,Inf,1800.0,0.6532209966300255,0,763,0.09457153086032896,1800.0,NaN,0,Inf,30.162492036819458,0.6157929992503595,1,0.03185520575710987,2.564284
3,10,5,50,0.1,1800.114,0.2457662107635078,0,449298,0.02564499585619115,0.22012121490731665,0.11650397199101926,1800.07,Inf,0,15079,Inf,1800.0,0.43136839156249235,0,620,0.9596856747502625,1800.0,NaN,0,Inf,1800.9974300861359,0.24287771302707048,0,0.1033816669117313,1.425796
3,15,1,75,1.0,1800.117,0.6158751812552601,0,420367,0.04453219406166553,0.5713429871935946,0.0779430133209567,1800.077,Inf,0,18359,Inf,1800.0,0.6532209208946396,0,953,0.1433078475386999,96.31524515151978,0.6157930124354386,1,0.07779919634645406,112.49881410598755,0.6157929992733828,1,0.07779917330940612,2.417151
3,20,5,100,1.0,1800.132,0.2632747732755195,0,323635,0.0845436610743259,0.17873111220119361,0.4730215127803658,1800.05,Inf,0,17493,Inf,1800.0,0.43105914522617256,0,769,1.4117745361587575,1800.0,NaN,0,Inf,1801.5422558784485,0.2428244414786049,0,0.3586019719122145,2.068244
1,5,1,25,0.1,1800.113,0.5596507470165679,0,409089,0.021968780714158198,0.5376819663024097,0.040858317910930725,1800.354,Inf,0,6857,Inf,1800.0,0.6192650882449316,0,1176,0.1517311850787217,1800.0,NaN,0,Inf,46.9087290763855,0.5590923477136235,1,0.039819787073111304,3.309939
1,10,5,50,0.1,1800.172,0.1883717148522684,0,360941,0.03489867320815393,0.15347304164411446,0.22739285567220177,1800.193,Inf,0,6679,Inf,1800.0,0.28761916349310984,0,945,0.8740696112615277,1800.0,NaN,0,Inf,1803.5725438594818,0.18071590635787654,0,0.17750912096298327,2.7821730000000002
1,15,1,75,1.0,1800.03,0.6931471805599454,0,295575,0.17695034433869683,0.5161968362212486,0.3427962589504397,1800.343,Inf,0,8739,Inf,6.140542,0.6192650822086615,1,1643,0.19966849611460338,1800.0,NaN,0,Inf,145.45126008987427,0.5590678227472151,1,0.08305162588712864,6.140542
1,20,5,100,1.0,1800.162,0.18977210524110733,0,266251,0.05168939701722619,0.13808270822388113,0.37433649500427896,1800.292,Inf,0,8239,Inf,1800.0,0.28690708254364017,0,947,1.077791536927722,1800.0,NaN,0,Inf,1802.2412309646606,0.1807119663935149,0,0.3087226396263649,4.923529
2,5,1,25,0.1,1800.015,0.6931471805599454,0,335387,0.06100376332006685,0.6321434172398785,0.09650304291141236,1800.032,Inf,0,7659,Inf,6.466697,0.6804833213891716,1,1374,0.07646983711443053,1800.0,NaN,0,Inf,55.23359203338623,0.6468034319229065,1,0.023190963131495993,6.466697
2,10,5,50,0.1,1800.017,0.6931471805599454,0,304915,0.399358254255724,0.2937889263042214,1.3593373286036812,1800.112,Inf,0,6953,Inf,5.2482240000000004,0.5481922360629419,1,1252,0.8659390704715784,1800.0,NaN,0,Inf,351.5066180229187,0.33184305136994463,1,0.12952879315239346,5.2482240000000004
2,15,1,75,1.0,1800.151,0.6468034321990421,0,284941,0.015954634504917076,0.630848797694125,0.025290742509511573,1800.008,0.6753407425249682,0,8747,0.07052711361814414,1800.0,0.6804833266967838,0,1076,0.078678962667572,1800.0,NaN,0,Inf,177.74752187728882,0.6468034319500467,1,0.02529074211481259,5.208447
2,20,5,100,1.0,1800.177,0.34669029273719143,0,233665,0.0641261701354478,0.28256412260174363,0.22694378021172068,1800.076,0.5041920933511655,0,8169,0.7843457573762562,1800.0,0.5481921638244726,0,981,0.9400628741431373,1800.0,NaN,0,Inf,785.0142829418182,0.33184305139436815,1,0.17439910041969509,2.659322
3,5,1,25,0.1,1800.017,0.6931471805599454,0,364819,0.09102221714277159,0.6021249634171738,0.15116831666669853,1800.028,Inf,0,7365,Inf,3.877281,0.6753865049272769,1,1176,0.12167165615311798,1800.0,NaN,0,Inf,47.92241096496582,0.6196739957623407,1,0.02914516655408674,3.877281
3,10,5,50,0.1,1800.215,0.27525445539532456,0,333055,0.04265193454388655,0.232602520851438,0.18336832458977567,1800.029,Inf,0,4027,Inf,1800.0,0.5078871324498262,0,1152,1.1834979715211729,1800.0,NaN,0,Inf,1801.5553538799286,0.2677630489044155,0,0.15116142303304753,3.038935
3,15,1,75,1.0,1800.16,0.6333805047337135,0,283371,0.03992814878405759,0.593452355949656,0.06728113619190822,1800.216,Inf,0,8757,Inf,1800.0,0.6753866001829526,0,997,0.13806372729312635,1800.0,NaN,0,Inf,296.6167130470276,0.619673995793525,1,0.04418491152825332,3.127198
3,20,5,100,1.0,1800.184,0.2846335883506168,0,221559,0.07184071179097487,0.21279287655964194,0.337608631230845,1800.104,Inf,0,7945,Inf,1800.0,0.5078810915355412,0,1310,1.3867391603834605,1800.0,NaN,0,Inf,1803.3955290317535,0.2677630488000565,0,0.2583271260257975,6.322919
