seed,dimension,varA,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
3,5,1,0.1,0.468,0.6513300399641601,1,23,7.060790918611559e-8,0.6513299693562509,1.0840574287699628e-7,9.01,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,9.188,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,8.723,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,9.047,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,8.986,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,9.042,0.6513300399641601,1,23,7.060790874202638e-8,0.6513299693562513,1.0840574287699628e-7,0.468
3,10,5,0.1,0.606,0.34839901635783044,1,29,9.250931387594363e-8,0.34839892384851656,2.6552697940067853e-7,9.073,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,9.143,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,8.898,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,9.151,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,9.074,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,9.132,0.34839901635783044,1,29,9.250931409798824e-8,0.34839892384851634,2.6552697940067853e-7,0.606
3,15,1,1.0,0.96,0.6513300399641441,1,41,9.090590225024897e-8,0.6513299490582418,1.395696641643607e-7,9.18,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,9.203,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,8.867,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,9.565,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,9.176,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,9.258,0.6513300399641441,1,41,9.090588415361367e-8,0.6513299490582599,1.395696641643607e-7,0.96
3,20,5,1.0,0.914,0.34839901635781945,1,54,3.732964970470931e-8,0.34839897902816974,1.0714626606782056e-7,9.427,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,9.45,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,9.082,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,9.433,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,9.66,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,9.465,0.34839901635781945,1,54,3.732966330494136e-8,0.34839897902815614,1.0714626606782056e-7,0.914
1,5,1,0.1,0.416,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,9.228,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,9.197,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,9.229,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,9.199,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,9.211,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,9.344,0.5959987750261826,1,24,9.25972821752552e-8,0.5959986824289004,1.5536491087176452e-7,0.416
1,10,5,0.1,0.74,0.21761206610458367,1,29,5.31903906475506e-8,0.21761201291419302,2.44427639518799e-7,9.528,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,9.36,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,9.48,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,9.331,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,9.42,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,9.477,0.2176120661045836,1,29,5.319039014795024e-8,0.21761201291419346,2.4442763926370665e-7,0.74
1,15,1,1.0,0.953,0.5959987750261646,1,47,5.8185695372969803e-8,0.5959987168404692,9.762721584607764e-8,9.536,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,9.503,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,9.589,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,9.535,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,9.485,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,9.521,0.5959987750261646,1,47,5.8185693152523754e-8,0.5959987168404715,9.762721584607764e-8,0.953
1,20,5,1.0,1.044,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,9.687,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,9.646,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,9.547,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,9.637,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,9.595,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,9.731,0.2176120661045785,1,59,7.096125337335835e-8,0.21761199514332513,3.260907254980193e-7,1.044
2,5,1,0.1,0.902,0.6145464161921877,1,24,4.730033853483917e-8,0.6145463688918492,7.696789197555784e-8,9.289,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,9.148,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,9.246,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,9.241,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,9.188,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,9.229,0.6145464161921876,1,24,4.730033853483917e-8,0.6145463688918491,7.696789179490051e-8,0.902
2,10,5,0.1,0.712,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,9.4,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,9.231,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,9.309,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,9.303,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,9.28,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,9.431,0.24076834257868868,1,27,5.632090244178656e-8,0.24076828625778623,2.339215987170536e-7,0.712
2,15,1,1.0,0.92,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,9.604,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,9.5,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,9.447,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,9.485,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,9.52,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,9.531,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,0.92
2,20,5,1.0,1.05,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,9.67,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,9.553,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,9.679,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,9.955,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,9.578,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,9.65,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,1.05
3,5,1,0.1,0.447,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,9.082,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,8.958,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,9.033,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,8.986,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,9.345,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,9.113,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,0.447
3,10,5,0.1,0.913,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,9.652,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,9.473,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,9.505,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,9.448,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,9.555,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,9.562,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,0.913
