seed,dimension,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,20,-2.593406139802206,0.0051536627970483195,0.0019872177820329288,308,OPTIMAL,3.076
1,25,-0.5948546094554146,0.005683409077544499,0.009554282655298951,287,OPTIMAL,2.879
1,30,-30.328175330749765,0.1525313237659347,0.005029360391862515,304,OPTIMAL,3.301
1,35,-0.31990953311065096,0.01972245902412667,0.06165011349413281,348,OPTIMAL,3.171
1,40,-0.17715495811088394,0.000550098793988929,0.0031051842965897345,1069,OPTIMAL,5.475
1,45,-0.44902112050912135,0.0012547322220552992,0.0027943723908412693,1163,OPTIMAL,5.651
1,50,-0.3978611719671161,0.0025739699536500016,0.006469517849464195,1341,OPTIMAL,7.742
1,55,0.3987037739337387,0.004470359606637997,0.011339372676636893,1362,OPTIMAL,6.357
1,60,-0.5014145805404356,0.0046207250944394485,0.009215378398967038,8150,OPTIMAL,23.155
1,65,-0.1739499263089374,0.0004232306704060329,0.002433060360453212,1489,OPTIMAL,6.533
1,70,-27.87510671353435,0.2584588639861991,0.009272031373451502,20865,OPTIMAL,77.118
1,75,0.11398007371811614,0.00020066169256804933,0.0017636028258169647,2392,OPTIMAL,10.162
1,80,-0.21389664633655409,0.0007324664372718448,0.0034243942100866368,2923,OPTIMAL,15.18
1,85,-0.18412521932990972,0.0,0.0,3650,OPTIMAL,16.743
1,90,-0.5164034749265003,0.004336728839097859,0.008397946663149594,8025,OPTIMAL,38.324
1,95,-0.032575440614858286,0.0006854338597655496,0.021041430194896887,3436,OPTIMAL,17.535
1,100,-0.8227430360809899,0.00784021938071533,0.009529365837067441,39598,OPTIMAL,175.517
1,105,-0.1000089121491452,0.0,0.0,4158,OPTIMAL,20.482
1,110,-47.50837279975747,2.8368431956832296,0.0597124891572315,387209,Time limit reached,1800.005
1,115,-0.0843021938027737,0.001368561475828367,0.016233995986274542,6375,OPTIMAL,31.548
1,120,-0.11137917780899959,0.0,0.0,5790,OPTIMAL,29.331
2,20,-10.164834922956977,0.09976174895551893,0.009814399319974196,399,OPTIMAL,3.47
2,25,0.1578102460244537,0.0,0.0,447,OPTIMAL,3.418
2,30,-5.956176528417322,0.057006659026357376,0.009571015693436007,1866,OPTIMAL,6.991
2,35,-0.26159151538754866,0.0008944843422763471,0.003419393556978198,623,OPTIMAL,3.816
2,40,-0.4593541568636749,0.004656705013355689,0.010137504894154435,2400,OPTIMAL,8.264
2,45,-0.3473393719275773,0.0007365320604819092,0.002120496897298131,978,OPTIMAL,5.637
2,50,0.21453415380417257,0.0,0.0,1046,OPTIMAL,5.86
2,55,-0.9085693083460242,0.005992979708601354,0.006596062241537831,45450,OPTIMAL,134.421
2,60,-0.8676070810921093,0.0062934874807981656,0.007253845223204235,1660,OPTIMAL,8.246
2,65,-0.036152309463161614,0.0006982499989715008,0.01931411877526114,1308,OPTIMAL,7.548
2,70,-1.270359759777108,0.010887922007946749,0.008570739055727881,130543,OPTIMAL,422.081
2,75,-0.15325499925193709,0.006794581355664492,0.044335136790512306,2261,OPTIMAL,10.561
2,80,-0.27562950036527806,0.002332892045808943,0.008463869225599137,2731,OPTIMAL,14.1
2,85,-0.26961522440464497,0.000800838747755328,0.0029703023986264593,3290,OPTIMAL,15.999
2,90,-0.12366167062700667,0.002533225032439468,0.020485127037303933,3945,OPTIMAL,18.259
2,95,-1.110320299613189,0.010212586588610462,0.00919787433605267,40429,OPTIMAL,201.669
2,100,-1.1541244204163115,0.009651240508684156,0.008362391730003249,6219,OPTIMAL,29.489
2,105,-0.03647105005220985,0.0003236069903789218,0.008872982541376372,3817,OPTIMAL,16.885
2,110,-0.17833822905860242,1.906986557925097,10.693089014013122,466560,Time limit reached,1800.01
2,115,1.8898130130752917,12.917186412400262,Inf,299963,Time limit reached,1800.046
2,120,-0.3303146018449513,0.003073976430729486,0.009306208122680574,17658,OPTIMAL,87.97
3,20,0.2228420936035594,0.001753474975543623,0.007931095623216432,292,OPTIMAL,3.088
