seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
1,3,Inf,0.7,15,210.0,7828144,-0.0008064483696593081,0.18353686095338478,43.0,3,13,3,0
1,3,Inf,0.7,15,210.0,7828144,-0.0008064483696593081,0.16796783705171286,92.0,5,24,1,0
1,3,Inf,0.7,15,210.0,7828144,-0.00042249026919194735,0.15707040112411708,110.0,7,36,2,1
1,3,Inf,0.7,15,210.0,7828144,-0.00042249026919194735,0.15707040112411708,116.0,7,42,2,0
1,3,Inf,0.7,15,210.0,7828144,-0.00023770797597291209,0.06372333721926576,132.0,9,53,3,1
1,3,Inf,0.7,15,210.0,7828144,-0.00023770797597291209,0.06372333721926576,142.0,9,60,3,2
1,3,Inf,0.7,15,210.0,7828144,-0.00022310786232696846,0.06372333721926576,155.0,11,70,2,0
1,3,Inf,0.7,15,210.0,7828144,-0.00022310786232696846,0.03883552224430975,163.0,11,81,4,1
1,3,Inf,0.7,15,210.0,7828144,-0.00022310786232696846,0.03883552224430975,169.0,13,90,2,0
1,3,Inf,0.7,15,210.0,7828144,-0.00022310786232696846,2.7137304225557636e-9,174.0,13,97,3,0
1,3,Inf,0.7,15,210.0,7828144,-0.000133451217206895,2.7137304225557636e-9,177.0,13,101,2,1
1,3,Inf,0.7,15,210.0,7828144,-0.000133451217206895,2.7137304225557636e-9,182.0,15,109,1,0
1,3,Inf,0.7,15,210.0,7828144,-8.292900089068942e-5,2.7137304225557636e-9,188.0,15,118,4,2
1,3,Inf,0.7,15,210.0,7828144,-8.292900089068942e-5,2.7137304225557636e-9,193.0,15,125,2,0
1,3,Inf,0.7,15,210.0,7828144,-8.292900089068942e-5,2.7137304225557636e-9,195.0,15,129,2,2
