seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
10,2,17,20.0,1.3680759300316858,8.851733612758039e-8,6.470206800055678e-8,87,OPTIMAL,0.849
1,2,18,20.0,3.0532239454771357,1.328985321791265e-8,4.352727973146734e-9,76,OPTIMAL,0.771
2,2,18,20.0,3.2249689175887406,0.009390831780234699,0.0029204178936533347,19,OPTIMAL,0.808
3,2,18,20.0,3.341321590695351,3.93831678380252e-8,1.1786703923349995e-8,94,OPTIMAL,0.802
4,2,18,20.0,1.4352713939575419,9.017706714686824e-8,6.282928315318764e-8,24,OPTIMAL,0.66
5,2,18,20.0,0.9996270147139671,8.404304763232062e-8,8.407441321725243e-8,69,OPTIMAL,0.798
6,2,18,20.0,0.0995988959833829,5.489334209407559e-8,5.511443857509357e-7,26,OPTIMAL,0.685
7,2,18,20.0,4.155671012596181,4.337326497960703e-8,1.0437126832425224e-8,52,OPTIMAL,0.865
8,2,18,20.0,1.7918318160727857,8.244646765298569e-8,4.6012393968562056e-8,51,OPTIMAL,0.728
9,2,18,20.0,0.3516914944738504,2.601112303324271e-8,7.396006262801737e-8,54,OPTIMAL,0.804
10,2,18,20.0,1.594802807237277,2.3901405299397993e-8,1.4987060186465866e-8,84,OPTIMAL,0.792
1,2,19,20.0,3.0758039096430787,8.391367289917184e-8,2.7281867652685e-8,123,OPTIMAL,0.879
2,2,19,20.0,2.825741546384459,0.008470566022591886,0.003006656470618909,19,OPTIMAL,0.776
3,2,19,20.0,4.25751543319662,5.411209169636777e-8,1.2709781851217463e-8,54,OPTIMAL,0.807
4,2,19,20.0,1.420694644575787,2.570762358544698e-8,1.809510871937256e-8,21,OPTIMAL,0.669
5,2,19,20.0,1.9826704151691419,6.398687135700243e-8,3.227307621705591e-8,84,OPTIMAL,0.842
6,2,19,20.0,0.40531192181987985,4.223502569900006e-8,1.0420376955706263e-7,26,OPTIMAL,0.727
7,2,19,20.0,4.461341255540128,3.219172128865466e-8,7.215704801995295e-9,105,OPTIMAL,0.876
8,2,19,20.0,2.5479034351512273,5.8699334282152904e-8,2.3038288980917016e-8,25,OPTIMAL,0.66
9,2,19,20.0,0.8896981060266753,7.47943504908477e-8,8.406711925309052e-8,25,OPTIMAL,0.645
10,2,19,20.0,2.740546208481592,9.871730366484144e-8,3.602103365935777e-8,97,OPTIMAL,0.873
1,2,20,20.0,3.388221407824682,2.9710965243623377e-8,8.768897285030413e-9,86,OPTIMAL,0.781
2,2,20,20.0,3.26727906600248,8.614195134981628e-8,2.636504316919195e-8,19,OPTIMAL,0.728
3,2,20,20.0,3.1647135439810334,4.104312356645323e-8,1.2968985511121788e-8,50,OPTIMAL,0.81
4,2,20,20.0,2.7126330459355774,3.2106715508462e-8,1.1835996739987916e-8,44,OPTIMAL,0.735
5,2,20,20.0,1.9437670310453399,1.7731493162642664e-8,9.12223174958247e-9,24,OPTIMAL,0.641
6,2,20,20.0,0.8511158152098122,5.8876476582980786e-8,6.917563932387369e-8,51,OPTIMAL,0.781
7,2,20,20.0,4.367876856557003,4.4887715766606107e-8,1.0276781535294996e-8,106,OPTIMAL,0.823
8,2,20,20.0,0.7424441245381959,8.624588088146368e-8,1.1616482378905837e-7,56,OPTIMAL,0.817
9,2,20,20.0,1.1139874445287137,9.513102172675758e-8,8.539686000760493e-8,26,OPTIMAL,0.674
10,2,20,20.0,1.4400681162035136,0.003467331011556274,0.002413566139804784,74,OPTIMAL,0.833
1,2,21,20.0,3.8774773891148415,7.80679836331899e-8,2.013370482163125e-8,103,OPTIMAL,0.815
2,2,21,20.0,4.217212338020206,3.7265689201149144e-8,8.836569407350398e-9,21,OPTIMAL,0.716
3,2,21,20.0,4.311855546219652,5.1229712916267545e-8,1.1881129359690445e-8,83,OPTIMAL,0.812
4,2,21,20.0,2.184584876887847,8.531783546317229e-8,3.905448568185641e-8,21,OPTIMAL,0.627
5,2,21,20.0,2.067139151750794,3.838577411485744e-8,1.8569516616794428e-8,54,OPTIMAL,0.775
6,2,21,20.0,0.9623225959819899,5.1447186733000194e-8,5.346147923601884e-8,54,OPTIMAL,1.058
7,2,21,20.0,4.456969779803133,1.3436094903340745e-8,3.0146255432853798e-9,389,OPTIMAL,1.952
8,2,21,20.0,1.0971610544385286,6.39916626354875e-8,5.8324770195688553e-8,62,OPTIMAL,0.791
9,2,21,20.0,0.5976298112501273,5.6446784357788715e-8,9.445109435082126e-8,38,OPTIMAL,0.661
10,2,21,20.0,2.9169270157864955,5.064401342735891e-9,1.7362111990187178e-9,53,OPTIMAL,0.856
1,2,22,20.0,3.7142270359803407,5.539843517254894e-8,1.491519916854131e-8,110,OPTIMAL,0.841
2,2,22,20.0,3.968882895009224,6.442248912108539e-8,1.6231894936430153e-8,20,OPTIMAL,0.703
3,2,22,20.0,3.912591566422815,4.962454003276662e-8,1.2683291833484072e-8,47,OPTIMAL,0.776
4,2,22,20.0,2.7452959277722004,4.4547322275434453e-8,1.6226783621991613e-8,23,OPTIMAL,0.644
5,2,22,20.0,2.1908761446624747,3.19586521690951e-8,1.4587156244838518e-8,54,OPTIMAL,0.792
6,2,22,20.0,0.6513958580723096,7.921392297660645e-8,1.2160644196287854e-7,27,OPTIMAL,0.648
7,2,22,20.0,4.524304927622753,7.977454963281616e-8,1.7632443505825564e-8,96,OPTIMAL,0.792
8,2,22,20.0,1.2815295867275722,3.765839129421522e-8,2.938550369093542e-8,23,OPTIMAL,0.664
9,2,22,20.0,1.0517412371714123,5.974235306460685e-8,5.680328425539516e-8,55,OPTIMAL,0.82
10,2,22,20.0,2.5276615987871196,7.065284712837183e-8,2.7951862360512482e-8,99,OPTIMAL,0.783
1,2,23,20.0,4.168537226182991,3.241544455079293e-8,7.776215742840877e-9,83,OPTIMAL,0.797
2,2,23,20.0,3.903034787427202,7.935936086056472e-8,2.033273255206352e-8,18,OPTIMAL,0.6
3,2,23,20.0,4.7985761081539176,4.1169055720047254e-8,8.579431720025942e-9,43,OPTIMAL,0.751
4,2,23,20.0,2.116421835990861,3.019439098750354e-8,1.4266717014919683e-8,57,OPTIMAL,0.774
5,2,23,20.0,2.4384225432404003,4.856210145121054e-8,1.9915376255425062e-8,48,OPTIMAL,0.77
6,2,23,20.0,1.6707479174665025,5.084610288363933e-8,3.043313949368745e-8,47,OPTIMAL,0.795
7,2,23,20.0,4.939014399234411,3.956621874579014e-8,8.010954385734614e-9,47,OPTIMAL,0.741
8,2,23,20.0,1.9385387538858083,7.682362879180005e-8,3.9629660063437516e-8,59,OPTIMAL,0.774
9,2,23,20.0,0.9733858225458037,5.968347771556637e-8,6.131533867935553e-8,50,OPTIMAL,0.792
10,2,23,20.0,3.5932974485273177,3.7185003964879115e-8,1.0348434796269277e-8,94,OPTIMAL,0.856
1,2,24,20.0,3.4517559686486585,2.8455477973921006e-8,8.243768814178812e-9,1551,OPTIMAL,2.239
2,2,24,20.0,3.721536082875753,7.701581239416555e-8,2.069463046250157e-8,19,OPTIMAL,0.7
3,2,24,20.0,4.594821855435146,8.807948947975319e-8,1.9169294031277167e-8,51,OPTIMAL,0.819
4,2,24,20.0,2.359692333846276,4.633752404004099e-8,1.963710450101182e-8,43,OPTIMAL,0.944
5,2,24,20.0,1.908738745476035,7.422308434534841e-8,3.888593313647607e-8,24,OPTIMAL,0.638
6,2,24,20.0,0.45465059065083757,3.337862941599212e-8,7.341600902516366e-8,25,OPTIMAL,0.637
7,2,24,20.0,5.085363468798052,3.7311620459945516e-8,7.337060755368565e-9,23,OPTIMAL,0.669
8,2,24,20.0,1.3877354705692668,4.8413420383752737e-8,3.4886635889528934e-8,80,OPTIMAL,0.877
9,2,24,20.0,1.259291947038172,5.28390753373742e-8,4.195935476181206e-8,94,OPTIMAL,0.868
10,2,24,20.0,2.47963622141298,1.3473129722996191e-8,5.433510641542872e-9,75,OPTIMAL,1.052
1,2,25,20.0,3.211017473016468,4.582456991641948e-8,1.4271043666210813e-8,93,OPTIMAL,0.818
2,2,25,20.0,3.665499737781815,8.755697722406808e-8,2.388677822372659e-8,19,OPTIMAL,0.702
3,2,25,20.0,4.526011675027838,9.762790043055247e-8,2.1570404485495565e-8,67,OPTIMAL,0.845
4,2,25,20.0,1.2083682555308264,6.262820306801586e-8,5.182874179895165e-8,27,OPTIMAL,0.653
5,2,25,20.0,2.665073778163115,2.8528825080087472e-8,1.0704703794408051e-8,27,OPTIMAL,0.668
6,2,25,20.0,1.7363731205668058,4.593305558131533e-8,2.645344842784083e-8,42,OPTIMAL,0.834
7,2,25,20.0,4.261687815864774,6.788944784119622e-8,1.593017880614309e-8,85,OPTIMAL,0.804
8,2,25,20.0,1.2417842215013053,5.8268031288832844e-8,4.692283330230148e-8,55,OPTIMAL,0.783
9,2,25,20.0,2.6947219376248883,9.66084821030222e-8,3.5851003481154484e-8,101,OPTIMAL,0.815
10,2,25,20.0,3.2338851358636154,2.8011979846809254e-8,8.66202073128641e-9,92,OPTIMAL,0.893
1,3,26,20.0,3.352452770160834,0.002024151389098172,0.0006041469971206921,282,OPTIMAL,1.397
2,3,26,20.0,3.7072986966631016,3.686278216008532e-8,9.94329983710317e-9,21,OPTIMAL,0.684
3,3,26,20.0,3.7959953365216155,7.014893022017077e-8,1.847972015181213e-8,100,OPTIMAL,1.165
4,3,26,20.0,0.5622672722197355,6.144484654413418e-8,1.0928050821148528e-7,97,OPTIMAL,1.185
5,3,26,20.0,1.1653012423841405,6.208137648400225e-8,5.327496233022995e-8,65,OPTIMAL,1.037
6,3,26,20.0,0.13376590350838996,4.234475925457559e-8,3.1655879075735813e-7,52,OPTIMAL,0.834
7,3,26,20.0,5.159338267215357,4.386024166080915e-8,8.501137115272674e-9,130,OPTIMAL,1.265
8,3,26,20.0,0.8255661158804148,3.716742735804246e-8,4.5020535989056686e-8,271,OPTIMAL,1.413
9,3,26,20.0,1.9182542341783964,9.000779943590942e-8,4.692172812942179e-8,242,OPTIMAL,1.316
10,3,26,20.0,2.6076704768437198,5.193426311222993e-8,1.9915961241165353e-8,131,OPTIMAL,1.325
1,3,27,20.0,3.643621812275055,8.499502524017544e-8,2.3327071689086774e-8,166,OPTIMAL,1.274
2,3,27,20.0,3.2941979741211584,0.007211112259946084,0.0021938366543585415,5165,OPTIMAL,18.753
3,3,27,20.0,3.397482390624811,4.3236347391228946e-8,1.2725996184928923e-8,171,OPTIMAL,1.298
4,3,27,20.0,0.8664493447295626,8.694864828129312e-8,1.0035053697660214e-7,98,OPTIMAL,1.126
5,3,27,20.0,1.5021059430555845,5.356762367014767e-8,3.566168273823082e-8,60,OPTIMAL,0.951
6,3,27,20.0,-0.5204368475555328,8.721974120717846e-8,1.6758948106162247e-7,111,OPTIMAL,1.257
7,3,27,20.0,4.69101707442986,1.9373655568699633e-8,4.129947800513275e-9,134,OPTIMAL,1.222
8,3,27,20.0,0.9076318062146532,5.851739981466153e-8,6.447262335537032e-8,131,OPTIMAL,1.247
9,3,27,20.0,1.0910343120805825,8.238256365977747e-8,7.550868837779698e-8,61,OPTIMAL,1.061
10,3,27,20.0,2.079116257483274,4.6157132338464635e-8,2.220036190715083e-8,467,OPTIMAL,1.482
1,3,28,20.0,2.140254855895619,6.086559478646336e-8,2.8438480749021998e-8,133,OPTIMAL,1.189
2,3,28,20.0,3.8579498656413826,0.007466833873880585,0.0019391940731272501,22,OPTIMAL,0.692
3,3,28,20.0,3.5124846272613435,3.730080511132883e-8,1.0619492884877792e-8,97,OPTIMAL,1.186
4,3,28,20.0,1.0011534798147328,6.369261740246657e-8,6.361923794774095e-8,102,OPTIMAL,1.116
5,3,28,20.0,1.0012176678740634,4.525648655828718e-8,4.520144825254765e-8,142,OPTIMAL,1.213
6,3,28,20.0,-0.3706234321366112,5.148787929343257e-8,1.3892235306496816e-7,72,OPTIMAL,1.011
7,3,28,20.0,5.2278278138315715,9.507874754177692e-8,1.8187046830315092e-8,193,OPTIMAL,1.67
8,3,28,20.0,2.653307207160749,8.505331905439562e-8,3.205558766481609e-8,108,OPTIMAL,1.149
9,3,28,20.0,1.3490393487245946,5.5908828011652645e-8,4.1443439275187896e-8,112,OPTIMAL,1.097
10,3,28,20.0,2.2960748012558367,4.190480673571528e-8,1.825062819276816e-8,217,OPTIMAL,1.399
1,3,29,20.0,3.6386839344258517,6.940321561899054e-8,1.9073714066269615e-8,213,OPTIMAL,1.392
2,3,29,20.0,3.6801873601379222,9.815792978429272e-8,2.667199324294231e-8,23,OPTIMAL,0.638
3,3,29,20.0,5.135610922355202,3.827624261987239e-8,7.453104116305534e-9,155,OPTIMAL,1.223
4,3,29,20.0,0.8581538004403105,8.150314378951862e-8,9.497499339682545e-8,77,OPTIMAL,0.997
5,3,29,20.0,0.9038410578993226,7.063857143663199e-8,7.815375982307971e-8,104,OPTIMAL,1.171
6,3,29,20.0,0.5551413170209486,4.474844894630792e-8,8.060731777900032e-8,699,OPTIMAL,1.887
7,3,29,20.0,5.360563582330039,6.61971624182911e-8,1.234891858273249e-8,146,OPTIMAL,1.146
8,3,29,20.0,1.821211365698203,4.5003768711637804e-8,2.4710898839832442e-8,163,OPTIMAL,1.222
9,3,29,20.0,1.7595985010919581,9.480984930476666e-8,5.388152715203483e-8,103,OPTIMAL,1.062
10,3,29,20.0,2.523534280468299,9.136513900998011e-8,3.620523130001675e-8,90,OPTIMAL,1.114
1,3,30,20.0,4.021995084160342,0.00926003625715488,0.002307662017703764,61,OPTIMAL,0.926
2,3,30,20.0,4.287002335977499,0.007024306290157156,0.0016412014831464663,6598,OPTIMAL,31.901
3,3,30,20.0,4.283366998288573,6.212995895538143e-8,1.4504934991887592e-8,149,OPTIMAL,1.17
4,3,30,20.0,0.6466215639147733,7.022013281954287e-8,1.085954202021987e-7,64,OPTIMAL,1.044
5,3,30,20.0,1.7053798648507583,3.100885770379591e-8,1.8182962580212277e-8,104,OPTIMAL,1.159
6,3,30,20.0,1.0695752476657032,4.854621327154973e-8,4.5388312398711745e-8,75,OPTIMAL,0.928
7,3,30,20.0,4.614836276832873,6.221502157899295e-8,1.348152321894373e-8,129,OPTIMAL,1.222
8,3,30,20.0,1.8412128194590387,7.45491828268996e-8,4.048917379753933e-8,142,OPTIMAL,1.244
9,3,30,20.0,1.2378727652842538,6.951163977753083e-8,5.6154110204478964e-8,151,OPTIMAL,1.175
10,3,30,20.0,3.741039670677676,2.6853602896892426e-8,7.1781123574095035e-9,143,OPTIMAL,1.247
