seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,2,15,20.0,3.3703471620782786,5.5996004721947656e-8,1.6614313885028297e-8,83,OPTIMAL,0.842
2,2,15,20.0,2.1185418107851888,7.042956884362184e-8,3.3244362148748355e-8,18,OPTIMAL,0.734
3,2,15,20.0,2.9781211642550875,7.740211849238676e-8,2.5990252321868782e-8,47,OPTIMAL,0.771
4,2,15,20.0,2.004918106446408,4.783715645828579e-8,2.385990602103156e-8,48,OPTIMAL,0.805
5,2,15,20.0,0.4872728372600649,5.7724846458384604e-8,1.1846515726457166e-7,56,OPTIMAL,0.789
6,2,15,20.0,0.06023019318797068,9.992629945720921e-8,1.6590759543253034e-6,53,OPTIMAL,0.791
7,2,15,20.0,3.4917781560540333,8.564693754209429e-8,2.4528173273082322e-8,47,OPTIMAL,0.733
8,2,15,20.0,0.4427752877117986,4.108690276893867e-8,9.279403734090426e-8,26,OPTIMAL,0.686
9,2,15,20.0,0.45178989295454297,3.898916900446636e-8,8.62993461722462e-8,55,OPTIMAL,1.005
10,2,15,20.0,2.5368572106681615,7.242485144942634e-8,2.8549046123889406e-8,88,OPTIMAL,0.843
1,2,16,20.0,2.7928948734415444,5.584536033609311e-8,1.9995511461530312e-8,2073,OPTIMAL,2.515
2,2,16,20.0,2.976007098125423,8.531400785827259e-8,2.8667273797072468e-8,18,OPTIMAL,0.582
3,2,16,20.0,2.614162952782346,3.41189361208194e-8,1.3051572217336785e-8,116,OPTIMAL,0.799
4,2,16,20.0,1.8597915468796633,5.8004884229134746e-8,3.11889179922149e-8,50,OPTIMAL,0.779
5,2,16,20.0,0.9308823765777834,4.969351330430527e-8,5.338323853524325e-8,26,OPTIMAL,0.638
6,2,16,20.0,0.2903317453268258,3.6739147057929245e-8,1.2654197241027224e-7,25,OPTIMAL,0.647
7,2,16,20.0,3.5649391289865155,3.69964086033292e-8,1.0377851528082116e-8,54,OPTIMAL,0.834
8,2,16,20.0,0.6965811464093504,8.797526573900427e-8,1.2629580531054463e-7,24,OPTIMAL,0.659
9,2,16,20.0,0.30240000137385065,4.864608116328384e-8,1.6086669566075186e-7,162,OPTIMAL,0.91
10,2,16,20.0,1.2374357547542743,4.863368063823259e-8,3.930198587100817e-8,224,OPTIMAL,1.454
1,2,17,20.0,2.850453968052113,6.682882069952711e-8,2.3444975086545708e-8,84,OPTIMAL,0.802
2,2,17,20.0,3.2896187047479772,8.478520063803785e-8,2.5773565398592384e-8,16,OPTIMAL,0.58
3,2,17,20.0,3.9267258080778857,5.5694498790614944e-8,1.4183445013141116e-8,73,OPTIMAL,0.821
4,2,17,20.0,0.9491274334055988,6.599332613710374e-8,6.953052709567292e-8,24,OPTIMAL,0.65
5,2,17,20.0,1.5152772581707277,4.480809678852893e-8,2.9570890655111837e-8,105,OPTIMAL,0.854
6,2,17,20.0,1.2136511779515222,4.169408684973064e-8,3.435426013632194e-8,22,OPTIMAL,0.647
7,2,17,20.0,3.14258502601508,6.164797428098723e-8,1.961696341705838e-8,85,OPTIMAL,0.802
8,2,17,20.0,0.28816835828575804,7.516267674922972e-8,2.6082910976405594e-7,55,OPTIMAL,0.769
9,2,17,20.0,0.6231478446384661,6.941911667723843e-8,1.1140072939007565e-7,24,OPTIMAL,0.644
