seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.016463452526638278,0.007425855996830368,320,OPTIMAL,16.81
1,16,80,4.0,2.250303004538984,0.02212865874757286,0.009931295901224966,11803,OPTIMAL,174.757
1,17,85,4.0,1.6411353000709363,0.015460483752408827,0.009510194534119897,2000,OPTIMAL,28.667
1,18,90,4.0,2.1566595398692447,0.018935346317099366,0.008857712502956467,1528,OPTIMAL,24.178
1,19,95,4.0,1.7514415693513994,0.017160898177711603,0.00989511009547136,3290,OPTIMAL,33.562
1,20,100,4.0,2.274969426057991,0.02210740627991603,0.009813031639680173,6228,OPTIMAL,54.591
1,21,105,5.0,1.761794051506944,0.017347221583153827,0.009944253551087984,14012,OPTIMAL,111.513
1,22,110,5.0,1.930455938957835,0.01822824860861405,0.009532467655713694,3532,OPTIMAL,38.838
1,23,115,5.0,1.8673957031119208,0.017680195648004604,0.009558332390393016,7950,OPTIMAL,70.938
1,24,120,5.0,2.0309586934341795,0.02010689361988227,0.009999192193944451,12795,OPTIMAL,116.25
1,25,125,5.0,1.918574585754522,0.018871361670212305,0.009933847261489296,28558,OPTIMAL,247.763
1,26,130,6.0,1.8944643460276342,0.05536222202032892,0.030102853614076414,187245,Time limit reached,1802.284
1,27,135,6.0,1.686597181016222,0.00857122904873342,0.0051079240095682895,35027,OPTIMAL,354.64
1,28,140,6.0,2.262447787186701,0.022388607905023505,0.009994650191430606,145476,OPTIMAL,1447.556
1,29,145,6.0,2.0679355073617574,0.01993505690066044,0.009733912361284963,171533,OPTIMAL,1662.658
1,30,150,6.0,2.0182483059101366,0.019978983239390846,0.009998143399753717,59213,OPTIMAL,654.627
2,15,75,3.0,1.5912331179212327,0.01572030526996926,0.009977897446302087,3074,OPTIMAL,46.19
2,16,80,4.0,1.5377815557830616,0.015140553917507571,0.009943613694204491,60270,OPTIMAL,786.848
2,17,85,4.0,1.9730825424630343,0.019529986669692967,0.009997164709890184,102138,OPTIMAL,865.636
2,18,90,4.0,1.9086114227602864,0.01887834864521354,0.009989955144354936,62475,OPTIMAL,550.953
2,19,95,4.0,2.098437741911695,0.020771427255406483,0.009997479917193889,80049,OPTIMAL,544.671
2,20,100,4.0,1.7116317565128987,0.01690121045880222,0.009972800984884546,41623,OPTIMAL,287.93
2,21,105,5.0,2.033418409196724,0.15609103226923682,0.08314534491299114,254101,Time limit reached,1801.453
2,22,110,5.0,2.0779024042657603,0.18750179061952732,0.09918627261650696,214616,Time limit reached,1801.462
2,23,115,5.0,2.149508807356191,0.150399905316412,0.07523347285530685,238128,Time limit reached,1801.43
2,24,120,5.0,1.646273721545093,0.10886504442730716,0.07081073890606554,189795,Time limit reached,1801.492
2,25,125,5.0,1.831704795182616,0.14693124686427295,0.08721127359278188,178758,Time limit reached,1801.723
2,26,130,6.0,1.8661111834463497,0.37858929381784834,0.2545100656719737,151708,Time limit reached,1801.687
2,27,135,6.0,2.1045464343605933,0.3997069286463013,0.23445428575919378,144399,Time limit reached,1801.814
2,28,140,6.0,1.8190090892187203,0.45242370699211154,0.33106142717183706,143596,Time limit reached,1801.598
2,29,145,6.0,2.216232200613252,0.4593158090726559,0.26143293516084354,143765,Time limit reached,1801.728
2,30,150,6.0,2.2173544926194646,0.42489810011745943,0.23704794264164175,134483,Time limit reached,1801.61
3,15,75,3.0,3.3580743194150378,0.033128923144161604,0.009963749534448793,9367,OPTIMAL,93.251
3,16,80,4.0,3.048834351864469,0.0301767277494438,0.009996737459847126,60308,OPTIMAL,741.861
3,17,85,4.0,3.5278768501750717,0.03492367516310102,0.009998323313618808,117122,OPTIMAL,911.153
3,18,90,4.0,3.2649714704686863,0.03230600710014375,0.009993612845567955,53371,OPTIMAL,405.63
3,19,95,4.0,3.632956866161044,0.03594007988210768,0.009991635296005164,125922,OPTIMAL,679.528
3,20,100,4.0,3.4232738207320144,0.03387996704562424,0.00999587787910087,101430,OPTIMAL,590.19
3,21,105,5.0,3.7183894561199775,0.03653905671328417,0.009924101402700176,65679,OPTIMAL,477.195
3,22,110,5.0,3.5577863670987497,0.02736646212328875,0.007751616765110825,126418,OPTIMAL,929.523
3,23,115,5.0,4.014525717592983,0.12757988284367716,0.03282265518163713,267811,Time limit reached,1801.977
3,24,120,5.0,4.049577981419793,0.3250901580504211,0.08728452701889278,222625,Time limit reached,1802.03
3,25,125,5.0,4.453860581740739,0.12054660361710834,0.027818571242628085,228041,Time limit reached,1801.622
3,26,130,6.0,4.063474839873491,0.3334937050263984,0.08940895220910272,180114,Time limit reached,1802.339
3,27,135,6.0,4.457526586478268,0.24926237672367169,0.05923163667953427,169030,Time limit reached,1801.633
3,28,140,6.0,4.363373393383866,0.25761713023567,0.06274535401625018,170168,Time limit reached,1801.628
3,29,145,6.0,4.6434855914450495,0.3216898656361238,0.07443430602586196,157214,Time limit reached,1801.695
3,30,150,6.0,4.319300767044491,0.3479748173615973,0.08762182247704516,155932,Time limit reached,1801.602
4,15,75,3.0,5.039099478655551,0.04914882390645037,0.009849561109321555,936,OPTIMAL,21.84
4,16,80,4.0,4.873912590274357,0.046607096386479085,0.00965488851813728,1913,OPTIMAL,36.945
4,17,85,4.0,4.165906206758644,0.040940248451672545,0.009924990621856148,396,OPTIMAL,13.271
4,18,90,4.0,4.507734990471111,0.04234784702530092,0.009483577944066528,1478,OPTIMAL,20.028
4,19,95,4.0,4.659490245415256,0.04530549238768966,0.009818742597587313,1217,OPTIMAL,16.41
4,20,100,4.0,5.58043616690493,0.05373327244331083,0.009722482548710488,4334,OPTIMAL,35.139
4,21,105,5.0,5.061115465947954,0.04898479597566663,0.00977324798595833,1621,OPTIMAL,19.181
4,22,110,5.0,5.233157398042667,0.051635320428931486,0.009965280405156795,5609,OPTIMAL,46.221
4,23,115,5.0,5.266123075399722,0.052011139919144966,0.009975071606196957,1028,OPTIMAL,16.053
4,24,120,5.0,5.14765880456751,0.05073343441955114,0.009953733032210043,1431,OPTIMAL,20.551
4,25,125,5.0,4.560058701673463,0.04511715867560806,0.009992855554371348,885,OPTIMAL,16.161
4,26,130,6.0,4.860201559916642,0.04811142062672413,0.00999802980287139,4429,OPTIMAL,41.223
4,27,135,6.0,5.075591656149386,0.050090633874684265,0.009967291550168992,4703,OPTIMAL,43.963
4,28,140,6.0,5.8042455912059845,0.05680732109064923,0.00988393757720329,5918,OPTIMAL,58.342
4,29,145,6.0,5.521068734094021,0.052850059874073985,0.009664949963182144,4374,OPTIMAL,42.788
4,30,150,6.0,5.765377668008542,0.05675361312128668,0.009941732469262695,13595,OPTIMAL,122.501
5,15,75,3.0,3.5263404753296355,0.0881835225766694,0.025648486613172206,88,OPTIMAL,13.098
5,16,80,4.0,3.9792937790149603,0.02982786140180238,0.007552378479525838,185,OPTIMAL,15.55
5,17,85,4.0,4.7972456633480265,0.046248545213313896,0.009734492373565473,704,OPTIMAL,15.034
5,18,90,4.0,4.646806399110294,0.045525773068421316,0.00989415268670184,716,OPTIMAL,14.821
5,19,95,4.0,5.052999834779796,0.04971236041694649,0.009935939254275446,915,OPTIMAL,14.269
5,20,100,4.0,5.1963483368745385,0.05100556289000746,0.009912957237348247,1538,OPTIMAL,18.127
5,21,105,5.0,5.48922185529245,0.051885565655029886,0.009542460295110751,3246,OPTIMAL,29.583
5,22,110,5.0,5.183929732888859,0.04946367476708513,0.009633655029979751,1171,OPTIMAL,16.868
5,23,115,5.0,5.519353385927931,0.05433201176049529,0.009941774796584845,2467,OPTIMAL,26.261
5,24,120,5.0,5.482109670783845,0.0534781789423997,0.009851134493614223,4014,OPTIMAL,38.418
5,25,125,5.0,6.063698098092319,0.059215433650465776,0.009861871031976766,6134,OPTIMAL,52.923
5,26,130,6.0,5.876645371520513,0.05642580759884286,0.009694790201492517,5077,OPTIMAL,47.152
5,27,135,6.0,6.312079250483218,0.06240447240334035,0.009985235171311302,13576,OPTIMAL,118.514
5,28,140,6.0,6.366698088453634,0.06262268589209707,0.009933682878642533,9588,OPTIMAL,83.112
5,29,145,6.0,6.393902999859767,0.06305019063309203,0.009959193892677742,7921,OPTIMAL,73.178
5,30,150,6.0,6.19206643854921,0.06120508932097746,0.00998311425338009,9944,OPTIMAL,94.164
6,15,75,3.0,3.4208886298393053,0.031220157600812204,0.009210386755078386,61,OPTIMAL,13.36
6,16,80,4.0,4.270684159307565,0.030099062004543597,0.007097855912309451,14,OPTIMAL,13.624
6,17,85,4.0,3.43243082356611,0.024086452514132883,0.007066906947169384,13,OPTIMAL,10.174
6,18,90,4.0,3.555907125819637,0.024123824873572897,0.006830494064318955,55,OPTIMAL,10.468
6,19,95,4.0,3.882930310924795,0.037832058957210535,0.009839035696383416,116,OPTIMAL,9.705
6,20,100,4.0,4.988954673698697,0.030067554831711085,0.006063367467533918,69,OPTIMAL,9.395
6,21,105,5.0,4.15033550991732,0.031943940150125805,0.007756411601224101,29,OPTIMAL,9.221
6,22,110,5.0,4.080515745132351,0.030744821543546408,0.007591743366141097,16,OPTIMAL,9.161
6,23,115,5.0,4.385927740908787,0.043014694949786936,0.009904571999158791,230,OPTIMAL,10.951
6,24,120,5.0,5.446785231708145,0.05306621999899441,0.009838521414221557,337,OPTIMAL,11.646
6,25,125,5.0,4.505696077124414,0.03139408052128445,0.007016531415429423,53,OPTIMAL,9.332
6,26,130,6.0,4.700437511796861,0.04590474336778971,0.0098623740881478,370,OPTIMAL,11.843
6,27,135,6.0,4.891073030605399,0.0471251134477475,0.009728658163484083,138,OPTIMAL,10.13
6,28,140,6.0,5.7140512733941495,0.055903342091092156,0.009880148552110718,221,OPTIMAL,11.078
6,29,145,6.0,5.185528324382068,0.04826338208955505,0.009394762121810568,43,OPTIMAL,9.467
6,30,150,6.0,5.145675817110071,0.04770565850739672,0.009357775158196018,240,OPTIMAL,11.46
7,15,75,3.0,3.1573096230195286,0.031098813945878323,0.009947766112130305,2067,OPTIMAL,32.441
7,16,80,4.0,3.2775182354340826,0.03227675608882352,0.00994587191561951,10161,OPTIMAL,143.274
7,17,85,4.0,3.1153076201338905,0.030099230794057075,0.009755979822321709,6454,OPTIMAL,64.327
7,18,90,4.0,3.491754799253618,0.03431030458246198,0.009923602428135378,14559,OPTIMAL,124.532
7,19,95,4.0,3.1937334111517086,0.03137228485971022,0.009920525710640627,6559,OPTIMAL,52.202
7,20,100,4.0,3.5343833384124004,0.03492237753436944,0.00997935908552249,9724,OPTIMAL,72.188
7,21,105,5.0,3.345795262964071,0.03312231964267731,0.009998668811979911,187993,OPTIMAL,1168.886
7,22,110,5.0,3.5792867003675135,0.0354242471691415,0.009995943024586283,148831,OPTIMAL,990.21
7,23,115,5.0,3.351295718306617,0.03315820540163816,0.009993017249188283,114554,OPTIMAL,821.457
7,24,120,5.0,3.6739884198705677,0.036365859883992435,0.009997150414672666,60812,OPTIMAL,451.327
7,25,125,5.0,3.8324391592107374,0.037916045117265984,0.00999230838163554,23317,OPTIMAL,187.39
7,26,130,6.0,4.277812685027019,0.1263524323278684,0.03043565989719352,209585,Time limit reached,1801.728
7,27,135,6.0,4.236043541701318,0.28543663189945523,0.07225133717841113,171791,Time limit reached,1801.585
7,28,140,6.0,4.096105250978201,0.08659567150526115,0.021597571919667134,184712,Time limit reached,1802.158
7,29,145,6.0,4.048275096032361,0.1052627553660126,0.026696024833699542,177037,Time limit reached,1801.652
7,30,150,6.0,4.640953003494888,0.30507784560728,0.07036130757877049,148359,Time limit reached,1801.785
8,15,75,3.0,2.6567380141428663,0.0037281010236607237,0.001405234486771106,11,OPTIMAL,12.861
8,16,80,4.0,2.1846094438653862,0.011075557426665661,0.005095645159143424,36,OPTIMAL,14.026
8,17,85,4.0,2.773474195176522,0.025031333871264216,0.009107460163598466,13,OPTIMAL,10.163
8,18,90,4.0,3.3101104022637635,0.008184428706043079,0.0024786832810865887,11,OPTIMAL,10.218
8,19,95,4.0,3.3212935734001694,0.02963762079458787,0.00900386347216135,55,OPTIMAL,9.475
8,20,100,4.0,2.405830473312482,0.022138654983407502,0.009287549176103773,183,OPTIMAL,10.233
8,21,105,5.0,3.18506704313954,0.02710739678027707,0.008583832542486269,16,OPTIMAL,9.116
8,22,110,5.0,3.4205385181369294,0.029345585320667222,0.008653469708754313,89,OPTIMAL,9.88
8,23,115,5.0,3.2451179078474204,0.03082667345103518,0.00959050415878826,218,OPTIMAL,10.963
8,24,120,5.0,3.2150222899024037,0.02190554150447621,0.006860238203149575,130,OPTIMAL,10.075
8,25,125,5.0,3.370075088994695,0.03315982808722584,0.009937270051684823,86,OPTIMAL,9.88
8,26,130,6.0,3.4494130495110458,0.027769635828217343,0.00811587663319012,88,OPTIMAL,9.786
8,27,135,6.0,3.619311681791878,0.031067289005981547,0.00865807498186071,222,OPTIMAL,11.17
8,28,140,6.0,3.274522687579969,0.03140041667321869,0.009682156283438364,419,OPTIMAL,12.205
8,29,145,6.0,3.7775892964014806,0.035343113395727155,0.009444358192207371,390,OPTIMAL,13.276
8,30,150,6.0,3.985746549412991,0.03641923873102071,0.009221630892054838,193,OPTIMAL,11.202
9,15,75,3.0,2.000477244774072,0.004758584677299282,0.002384396544685581,14,OPTIMAL,12.836
9,16,80,4.0,1.6362039720756816,0.008932038333060222,0.005488964780777055,69,OPTIMAL,10.742
9,17,85,4.0,2.3354428480125677,0.0214195453410424,0.009256408661189224,117,OPTIMAL,11.131
9,18,90,4.0,1.835192389005201,0.01081188191820992,0.0059263305413591455,90,OPTIMAL,10.738
9,19,95,4.0,2.2541731279153843,0.015744383257958905,0.0070336763211859415,42,OPTIMAL,9.226
9,20,100,4.0,2.018599533665041,0.011224217578626572,0.0055914892888637,126,OPTIMAL,9.865
9,21,105,5.0,2.420644260855438,0.021017427809740585,0.00875862343273786,97,OPTIMAL,9.832
9,22,110,5.0,2.1479211390220434,0.018635132074431127,0.008751821978647706,287,OPTIMAL,11.099
9,23,115,5.0,2.5064690111437673,0.023816095382487745,0.009593002401298125,149,OPTIMAL,10.14
9,24,120,5.0,2.2825016876582915,0.02256603336756724,0.009985254812332053,53,OPTIMAL,9.512
9,25,125,5.0,3.0525710516982505,0.0,0.0,45,OPTIMAL,9.344
9,26,130,6.0,2.6980738735276644,0.02487726904947518,0.009306187583734138,142,OPTIMAL,10.041
9,27,135,6.0,3.3356267696550654,0.032115155819127494,0.009721520482816267,285,OPTIMAL,12.216
9,28,140,6.0,2.6332114394326687,0.025847534556734164,0.00991328234175431,1333,OPTIMAL,19.586
9,29,145,6.0,3.3511659321044376,0.026226324645791,0.007887759701547356,100,OPTIMAL,10.066
9,30,150,6.0,2.6758642589822386,0.02385082391466753,0.008993477785326465,435,OPTIMAL,12.288
10,15,75,3.0,3.146177773204278,0.02090453417297944,0.006688866084380818,14,OPTIMAL,12.736
10,16,80,4.0,1.9633169211714592,0.018501542931376624,0.009513264414907694,25,OPTIMAL,10.581
10,17,85,4.0,3.263724871380578,0.017711040257340827,0.0054562430041193545,67,OPTIMAL,10.757
10,18,90,4.0,3.0832607412508426,0.028860591119103773,0.00944885728802069,68,OPTIMAL,10.818
10,19,95,4.0,2.9921497701767152,0.014660989869290653,0.004923944622816315,47,OPTIMAL,9.294
10,20,100,4.0,2.3902751479788935,0.01888192503358166,0.007962376231357354,120,OPTIMAL,9.917
10,21,105,5.0,3.082173404888214,0.027827490640581765,0.009110785556663586,645,OPTIMAL,14.677
10,22,110,5.0,3.009951121912594,0.02607648660232309,0.008739136119775887,130,OPTIMAL,10.126
10,23,115,5.0,3.034468529743283,0.028586786695806943,0.009510283217870235,139,OPTIMAL,10.3
10,24,120,5.0,2.5919150187022093,0.02199815326719401,0.008559869606315197,430,OPTIMAL,12.731
10,25,125,5.0,3.491963376762896,0.034226460165747596,0.009898514835371216,180,OPTIMAL,10.825
10,26,130,6.0,3.02700127548009,0.029922718215696253,0.009983961929582667,505,OPTIMAL,13.859
10,27,135,6.0,3.2617850351808966,0.03193463817778763,0.009887342834026902,341,OPTIMAL,12.748
10,28,140,6.0,2.982443494398932,0.02889502185038273,0.009783154777700288,1329,OPTIMAL,18.926
10,29,145,6.0,3.0958485141887326,0.02946476934775477,0.009608963456490932,146,OPTIMAL,10.664
10,30,150,6.0,3.198611710346478,0.027555080203704563,0.008689557903752707,225,OPTIMAL,11.254
