seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-266.890675229526,9.174653970975555,0.03437607538399516,107,2591,Time limit reached,1803.771
1,5,-294.5182579085957,10.903048556390218,0.03701994108553365,73,1861,Time limit reached,1805.436
1,6,-215.73568295060636,16.32201040152512,0.0756574442312453,95,3102,Time limit reached,1803.591
1,7,-196.59532134777575,18.382735105650397,0.09350545567222053,77,2165,Time limit reached,1804.394
1,8,-115.70232966268935,13.748946593714862,0.11883033499669021,89,3310,Time limit reached,1804.779
2,4,-373.68427225309676,6.777812200245307,0.018137804300349808,97,2069,Time limit reached,1803.854
2,5,-214.35779697324827,10.543237485122773,0.049185229714030713,33,1112,Time limit reached,1804.78
2,6,-228.33358593593812,11.94879337878092,0.05233042405830435,491,14753,Time limit reached,1803.232
2,7,-166.3529005438893,22.519185399562986,0.1353699594412644,53,1730,Time limit reached,1806.619
2,8,-171.85198995634764,25.14328817667993,0.14630780931350643,57,2063,Time limit reached,1806.932
3,4,-355.1208503680947,4.064762013182815,0.0114461373050035,87,1467,Time limit reached,1804.871
3,5,-305.28425984627404,9.61923853877363,0.03150912052792174,123,3573,Time limit reached,1802.766
3,6,-191.50351470097135,25.806456920509987,0.13475709289621246,77,2273,Time limit reached,1804.193
3,7,-152.86701126752527,29.33978149490892,0.19193010481223294,77,2471,Time limit reached,1805.024
3,8,-152.47047810450914,32.509650302426195,0.21321931108619485,37,1198,Time limit reached,1806.288
